t,real-effective-exchange-rate-index-monthly,nominal-effective-exchange-rate-index-monthly,grosss-official-reserves-(iip-reserve-assets)-quarterly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly
1991-10-01 00:00:00,0.0,0.0,1674.6,631918970.0
1991-11-01 00:00:00,0.0,0.0,1674.6,631918970.0
1991-12-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-01-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-02-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-03-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-04-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-05-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-06-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-07-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-08-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-09-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-10-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-11-01 00:00:00,0.0,0.0,1674.6,631918970.0
1992-12-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-01-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-02-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-03-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-04-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-05-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-06-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-07-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-08-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-09-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-10-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-11-01 00:00:00,0.0,0.0,1674.6,631918970.0
1993-12-01 00:00:00,0.0,0.0,1674.6,631918970.0
1994-01-01 00:00:00,0.0,0.0,1674.6,631918970.0
1994-02-01 00:00:00,0.0,0.0,1674.6,631918970.0
1994-03-01 00:00:00,0.0,0.0,1864.4,631918970.0
1994-04-01 00:00:00,0.0,0.0,1864.4,631918970.0
1994-05-01 00:00:00,0.0,0.0,1864.4,631918970.0
1994-06-01 00:00:00,0.0,0.0,1960.0,631918970.0
1994-07-01 00:00:00,0.0,0.0,1960.0,631918970.0
1994-08-01 00:00:00,0.0,0.0,1960.0,631918970.0
1994-09-01 00:00:00,0.0,0.0,1990.6,631918970.0
1994-10-01 00:00:00,0.0,0.0,1990.6,631918970.0
1994-11-01 00:00:00,0.0,0.0,1990.6,631918970.0
1994-12-01 00:00:00,0.0,0.0,2021.9,631918970.0
1995-01-01 00:00:00,0.0,0.0,2021.9,631918970.0
1995-02-01 00:00:00,0.0,0.0,2021.9,631918970.0
1995-03-01 00:00:00,0.0,0.0,2157.3,631918970.0
1995-04-01 00:00:00,0.0,0.0,2157.3,631918970.0
1995-05-01 00:00:00,0.0,0.0,2157.3,631918970.0
1995-06-01 00:00:00,0.0,0.0,1987.8,631918970.0
1995-07-01 00:00:00,0.0,0.0,1987.8,631918970.0
1995-08-01 00:00:00,0.0,0.0,1987.8,631918970.0
1995-09-01 00:00:00,0.0,0.0,1941.2,631918970.0
1995-10-01 00:00:00,0.0,0.0,1941.2,631918970.0
1995-11-01 00:00:00,0.0,0.0,1941.2,631918970.0
1995-12-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-01-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-02-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-03-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-04-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-05-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-06-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-07-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-08-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-09-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-10-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-11-01 00:00:00,0.0,0.0,1937.4,631918970.0
1996-12-01 00:00:00,0.0,0.0,1937.4,631918970.0
1997-01-01 00:00:00,0.0,0.0,1937.4,631918970.0
1997-02-01 00:00:00,0.0,0.0,1937.4,631918970.0
1997-03-01 00:00:00,0.0,0.0,1778.8,631918970.0
1997-04-01 00:00:00,0.0,0.0,1778.8,631918970.0
1997-05-01 00:00:00,0.0,0.0,1778.8,631918970.0
1997-06-01 00:00:00,0.0,0.0,1746.8,631918970.0
1997-07-01 00:00:00,0.0,0.0,1746.8,631918970.0
1997-08-01 00:00:00,0.0,0.0,1746.8,631918970.0
1997-09-01 00:00:00,0.0,0.0,2095.4,631918970.0
1997-10-01 00:00:00,0.0,0.0,2095.4,631918970.0
1997-11-01 00:00:00,0.0,0.0,2095.4,631918970.0
1997-12-01 00:00:00,0.0,0.0,2028.9,631918970.0
1998-01-01 00:00:00,0.0,0.0,2028.9,631918970.0
1998-02-01 00:00:00,0.0,0.0,2028.9,631918970.0
1998-03-01 00:00:00,0.0,0.0,1905.6,631918970.0
1998-04-01 00:00:00,0.0,0.0,1905.6,631918970.0
1998-05-01 00:00:00,0.0,0.0,1905.6,631918970.0
1998-06-01 00:00:00,0.0,0.0,1869.0,631918970.0
1998-07-01 00:00:00,0.0,0.0,1869.0,631918970.0
1998-08-01 00:00:00,0.0,0.0,1869.0,631918970.0
1998-09-01 00:00:00,0.0,0.0,1855.5,631918970.0
1998-10-01 00:00:00,0.0,0.0,1855.5,631918970.0
1998-11-01 00:00:00,0.0,0.0,1855.5,631918970.0
1998-12-01 00:00:00,0.0,0.0,1984.2,631918970.0
1999-01-01 00:00:00,0.0,0.0,1984.2,631918970.0
1999-02-01 00:00:00,0.0,0.0,1984.2,631918970.0
1999-03-01 00:00:00,0.0,0.0,1838.2,631918970.0
1999-04-01 00:00:00,0.0,0.0,1838.2,631918970.0
1999-05-01 00:00:00,0.0,0.0,1838.2,631918970.0
1999-06-01 00:00:00,0.0,0.0,1755.4,631918970.0
1999-07-01 00:00:00,0.0,0.0,1755.4,631918970.0
1999-08-01 00:00:00,0.0,0.0,1755.4,631918970.0
1999-09-01 00:00:00,0.0,0.0,1669.8,631918970.0
1999-10-01 00:00:00,0.0,0.0,1669.8,631918970.0
1999-11-01 00:00:00,0.0,0.0,1669.8,631918970.0
1999-12-01 00:00:00,0.0,0.0,1650.6,631918970.0
2000-01-01 00:00:00,0.0,0.0,1650.6,631918970.0
2000-02-01 00:00:00,0.0,0.0,1650.6,631918970.0
2000-03-01 00:00:00,0.0,0.0,1581.9,631918970.0
2000-04-01 00:00:00,0.0,0.0,1581.9,631918970.0
2000-05-01 00:00:00,0.0,0.0,1581.9,631918970.0
2000-06-01 00:00:00,0.0,0.0,1398.5,631918970.0
2000-07-01 00:00:00,0.0,0.0,1398.5,631918970.0
2000-08-01 00:00:00,0.0,0.0,1398.5,631918970.0
2000-09-01 00:00:00,0.0,0.0,1197.5,631918970.0
2000-10-01 00:00:00,0.0,0.0,1197.5,631918970.0
2000-11-01 00:00:00,0.0,0.0,1197.5,631918970.0
2000-12-01 00:00:00,0.0,0.0,1048.5,631918970.0
2001-01-01 00:00:00,0.0,0.0,1048.5,631918970.0
2001-02-01 00:00:00,0.0,0.0,1048.5,631918970.0
2001-03-01 00:00:00,0.0,0.0,965.5,631918970.0
2001-04-01 00:00:00,0.0,0.0,965.5,631918970.0
2001-05-01 00:00:00,0.0,0.0,965.5,631918970.0
2001-06-01 00:00:00,0.0,0.0,1113.5,631918970.0
2001-07-01 00:00:00,0.0,0.0,1113.5,631918970.0
2001-08-01 00:00:00,0.0,0.0,1113.5,631918970.0
2001-09-01 00:00:00,0.0,0.0,1202.3,631918970.0
2001-10-01 00:00:00,0.0,0.0,1202.3,631918970.0
2001-11-01 00:00:00,0.0,0.0,1202.3,631918970.0
2001-12-01 00:00:00,0.0,0.0,1306.9,631918970.0
2002-01-01 00:00:00,0.0,0.0,1306.9,631918970.0
2002-02-01 00:00:00,0.0,0.0,1306.9,631918970.0
2002-03-01 00:00:00,0.0,0.0,1177.6,631918970.0
2002-04-01 00:00:00,0.0,0.0,1177.6,631918970.0
2002-05-01 00:00:00,0.0,0.0,1177.6,631918970.0
2002-06-01 00:00:00,0.0,0.0,1449.3,631918970.0
2002-07-01 00:00:00,0.0,0.0,1449.3,631918970.0
2002-08-01 00:00:00,0.0,0.0,1449.3,631918970.0
2002-09-01 00:00:00,0.0,0.0,1516.0,631918970.0
2002-10-01 00:00:00,0.0,0.0,1516.0,631918970.0
2002-11-01 00:00:00,0.0,0.0,1516.0,631918970.0
2002-12-01 00:00:00,0.0,0.0,1700.1,631918970.0
2003-01-01 00:00:00,0.0,0.0,1700.1,631918970.0
2003-02-01 00:00:00,0.0,0.0,1700.1,631918970.0
2003-03-01 00:00:00,0.0,0.0,1724.9,631918970.0
2003-04-01 00:00:00,0.0,0.0,1724.9,631918970.0
2003-05-01 00:00:00,0.0,0.0,1724.9,631918970.0
2003-06-01 00:00:00,0.0,0.0,1978.5,631918970.0
2003-07-01 00:00:00,0.0,0.0,1978.5,631918970.0
2003-08-01 00:00:00,0.0,0.0,1978.5,631918970.0
2003-09-01 00:00:00,0.0,0.0,2257.8,631918970.0
2003-10-01 00:00:00,0.0,0.0,2257.8,631918970.0
2003-11-01 00:00:00,0.0,0.0,2257.8,631918970.0
2003-12-01 00:00:00,0.0,0.0,2329.0,631918970.0
2004-01-01 00:00:00,0.0,0.0,2329.0,631918970.0
2004-02-01 00:00:00,0.0,0.0,2329.0,631918970.0
2004-03-01 00:00:00,0.0,0.0,2261.4,631918970.0
2004-04-01 00:00:00,0.0,0.0,2261.4,631918970.0
2004-05-01 00:00:00,0.0,0.0,2261.4,631918970.0
2004-06-01 00:00:00,0.0,0.0,2104.1,631918970.0
2004-07-01 00:00:00,0.0,0.0,2104.1,631918970.0
2004-08-01 00:00:00,0.0,0.0,2104.1,631918970.0
2004-09-01 00:00:00,0.0,0.0,1942.9,631918970.0
2004-10-01 00:00:00,0.0,0.0,1942.9,631918970.0
2004-11-01 00:00:00,0.0,0.0,1942.9,631918970.0
2004-12-01 00:00:00,0.0,0.0,2195.8,631918970.0
2005-01-01 00:00:00,0.0,0.0,2195.8,631918970.0
2005-02-01 00:00:00,0.0,0.0,2195.8,631918970.0
2005-03-01 00:00:00,0.0,0.0,2210.8,631918970.0
2005-04-01 00:00:00,0.0,0.0,2210.8,631918970.0
2005-05-01 00:00:00,0.0,0.0,2210.8,631918970.0
2005-06-01 00:00:00,0.0,0.0,2378.3,631918970.0
2005-07-01 00:00:00,0.0,0.0,2378.3,631918970.0
2005-08-01 00:00:00,0.0,0.0,2378.3,631918970.0
2005-09-01 00:00:00,0.0,0.0,2429.3,631918970.0
2005-10-01 00:00:00,0.0,0.0,2429.3,631918970.0
2005-11-01 00:00:00,0.0,0.0,2429.3,631918970.0
2005-12-01 00:00:00,0.0,0.0,2735.1,631918970.0
2006-01-01 00:00:00,0.0,0.0,2735.1,631918970.0
2006-02-01 00:00:00,0.0,0.0,2735.1,631918970.0
2006-03-01 00:00:00,0.0,0.0,2793.3,631918970.0
2006-04-01 00:00:00,0.0,0.0,2793.3,631918970.0
2006-05-01 00:00:00,0.0,0.0,2793.3,631918970.0
2006-06-01 00:00:00,0.0,0.0,2905.4,631918970.0
2006-07-01 00:00:00,0.0,0.0,2905.4,631918970.0
2006-08-01 00:00:00,0.0,0.0,2905.4,631918970.0
2006-09-01 00:00:00,0.0,0.0,2601.6,631918970.0
2006-10-01 00:00:00,0.0,0.0,2601.6,631918970.0
2006-11-01 00:00:00,0.0,0.0,2601.6,631918970.0
2006-12-01 00:00:00,0.0,0.0,2836.8,631918970.0
2007-01-01 00:00:00,0.0,0.0,2836.8,631918970.0
2007-02-01 00:00:00,0.0,0.0,2836.8,631918970.0
2007-03-01 00:00:00,0.0,0.0,2991.3,631918970.0
2007-04-01 00:00:00,0.0,0.0,2991.3,631918970.0
2007-05-01 00:00:00,0.0,0.0,2991.3,631918970.0
2007-06-01 00:00:00,0.0,0.0,3218.4,631918970.0
2007-07-01 00:00:00,0.0,0.0,3218.4,631918970.0
2007-08-01 00:00:00,0.0,0.0,3218.4,631918970.0
2007-09-01 00:00:00,0.0,0.0,2845.0,631918970.0
2007-10-01 00:00:00,0.0,0.0,2845.0,631918970.0
2007-11-01 00:00:00,0.0,0.0,2845.0,631918970.0
2007-12-01 00:00:00,0.0,0.0,3508.2,631918970.0
2008-01-01 00:00:00,0.0,0.0,3508.2,631918970.0
2008-02-01 00:00:00,0.0,0.0,3508.2,631918970.0
2008-03-01 00:00:00,0.0,0.0,3645.3,631918970.0
2008-04-01 00:00:00,0.0,0.0,3645.3,631918970.0
2008-05-01 00:00:00,0.0,0.0,3645.3,631918970.0
2008-06-01 00:00:00,0.0,0.0,3809.3,631918970.0
2008-07-01 00:00:00,0.0,0.0,3809.3,631918970.0
2008-08-01 00:00:00,0.0,0.0,3809.3,631918970.0
2008-09-01 00:00:00,0.0,0.0,3471.9,631918970.0
2008-10-01 00:00:00,0.0,0.0,3471.9,631918970.0
2008-11-01 00:00:00,0.0,0.0,3471.9,631918970.0
2008-12-01 00:00:00,0.0,0.0,2560.9,631918970.0
2009-01-01 00:00:00,0.0,0.0,2560.9,631918970.0
2009-02-01 00:00:00,0.0,0.0,2560.9,631918970.0
2009-03-01 00:00:00,0.0,0.0,1373.4,631918970.0
2009-04-01 00:00:00,0.0,0.0,1373.4,631918970.0
2009-05-01 00:00:00,0.0,0.0,1373.4,631918970.0
2009-06-01 00:00:00,0.0,0.0,1736.5,631918970.0
2009-07-01 00:00:00,0.0,0.0,1736.5,631918970.0
2009-08-01 00:00:00,0.0,0.0,1736.5,631918970.0
2009-09-01 00:00:00,0.0,0.0,4297.0,631918970.0
2009-10-01 00:00:00,0.0,0.0,4297.0,631918970.0
2009-11-01 00:00:00,0.0,0.0,4297.0,631918970.0
2009-12-01 00:00:00,0.0,0.0,5357.4,631918970.0
2010-01-01 00:00:00,96.52,97.48,5357.4,631918970.0
2010-02-01 00:00:00,99.84,98.81,5357.4,631918970.0
2010-03-01 00:00:00,100.14,99.11,5294.0,631918970.0
2010-04-01 00:00:00,98.48,98.9,5294.0,631918970.0
2010-05-01 00:00:00,99.78,101.46,5294.0,631918970.0
2010-06-01 00:00:00,102.19,102.67,5710.7,631918970.0
2010-07-01 00:00:00,101.69,101.57,5710.7,631918970.0
2010-08-01 00:00:00,100.83,101.07,5710.7,631918970.0
2010-09-01 00:00:00,100.21,100.53,6423.6,631918970.0
2010-10-01 00:00:00,98.62,98.54,6423.6,631918970.0
2010-11-01 00:00:00,99.9,99.2,6423.6,631918970.0
2010-12-01 00:00:00,101.93,100.78,7196.5,631918970.0
2011-01-01 00:00:00,102.16,100.45,7196.5,631918970.0
2011-02-01 00:00:00,102.65,99.62,7196.5,631918970.0
2011-03-01 00:00:00,103.07,99.37,7288.4,631918970.0
2011-04-01 00:00:00,100.64,98.18,7288.4,631918970.0
2011-05-01 00:00:00,100.95,98.78,7288.4,631918970.0
2011-06-01 00:00:00,101.66,99.02,8127.1,631918970.0
2011-07-01 00:00:00,101.07,98.95,8127.1,631918970.0
2011-08-01 00:00:00,100.95,98.77,8127.1,631918970.0
2011-09-01 00:00:00,102.49,100.9,7470.5,631918970.0
2011-10-01 00:00:00,103.51,101.96,7470.5,631918970.0
2011-11-01 00:00:00,102.48,101.35,7470.5,631918970.0
2011-12-01 00:00:00,102.32,100.69,6749.3,631918970.0
2012-01-01 00:00:00,103.13,100.63,6749.3,631918970.0
2012-02-01 00:00:00,98.53,95.77,6749.3,631918970.0
2012-03-01 00:00:00,92.45,90.15,6208.3,631918970.0
2012-04-01 00:00:00,92.15,88.38,6208.3,631918970.0
2012-05-01 00:00:00,93.74,89.44,6208.3,631918970.0
2012-06-01 00:00:00,94.58,88.93,6599.9,631918970.0
2012-07-01 00:00:00,95.88,88.55,6599.9,631918970.0
2012-08-01 00:00:00,96.29,88.64,6599.9,631918970.0
2012-09-01 00:00:00,94.26,87.66,7217.5,631918970.0
2012-10-01 00:00:00,95.07,88.72,7217.5,631918970.0
2012-11-01 00:00:00,94.71,88.7,7217.5,631918970.0
2012-12-01 00:00:00,96.82,89.74,7105.9,631918970.0
2013-01-01 00:00:00,98.59,90.67,7105.9,631918970.0
2013-02-01 00:00:00,100.03,91.09,7105.9,631918970.0
2013-03-01 00:00:00,102.44,92.24,6806.1,631918970.0
2013-04-01 00:00:00,98.91,92.64,6806.1,631918970.0
2013-05-01 00:00:00,100.75,92.84,6806.1,631918970.0
2013-06-01 00:00:00,102.59,92.26,6540.5,631918970.0
2013-07-01 00:00:00,102.24,91.13,6540.5,631918970.0
2013-08-01 00:00:00,100.59,90.88,6540.5,631918970.0
2013-09-01 00:00:00,101.38,90.71,7071.0,660942320.0
2013-10-01 00:00:00,101.19,90.31,7071.0,709459020.0
2013-11-01 00:00:00,102.58,90.94,7071.0,735959360.0
2013-12-01 00:00:00,102.22,90.96,7495.3,865779020.0
2014-01-01 00:00:00,103.66,91.42,7495.3,850762400.0
2014-02-01 00:00:00,103.59,91.28,7495.3,958083565.0
2014-03-01 00:00:00,102.69,90.88,8059.7,1167029220.0
2014-04-01 00:00:00,102.07,90.51,8059.7,1716020360.0
2014-05-01 00:00:00,101.59,90.28,8059.7,1584427285.0
2014-06-01 00:00:00,102.81,90.66,9164.0,1830238390.0
2014-07-01 00:00:00,103.31,90.59,9164.0,3676833390.0
2014-08-01 00:00:00,103.97,91.52,9164.0,3935267490.0
2014-09-01 00:00:00,105.02,92.75,8821.8,4044201800.0
2014-10-01 00:00:00,104.08,93.48,8821.8,4435438120.0
2014-11-01 00:00:00,105.16,94.56,8821.8,4578760650.0
2014-12-01 00:00:00,107.33,95.96,8208.4,6263574835.0
2015-01-01 00:00:00,112.67,97.37,8208.4,5932977130.0
2015-02-01 00:00:00,110.34,97.15,8208.4,5607227525.0
2015-03-01 00:00:00,110.98,98.48,6819.55,6767091355.0
2015-04-01 00:00:00,110.34,98.06,6819.55,7862127600.0
2015-05-01 00:00:00,108.71,96.84,6819.55,6932597000.0
2015-06-01 00:00:00,109.62,96.99,7525.49,6937447000.0
2015-07-01 00:00:00,111.04,97.83,7525.49,7599584500.0
2015-08-01 00:00:00,111.56,98.71,7525.49,7705311900.0
2015-09-01 00:00:00,107.69,95.54,6783.68,7924340770.0
2015-10-01 00:00:00,105.6,93.82,6783.68,8509831955.0
2015-11-01 00:00:00,107.89,94.69,6783.68,8414201215.0
2015-12-01 00:00:00,107.58,93.79,7303.64,10048612060.0
2016-01-01 00:00:00,108.84,94.47,7303.64,9284554775.0
2016-02-01 00:00:00,107.68,93.92,7303.64,9058749700.0
2016-03-01 00:00:00,105.64,93.02,6221.19,11160229460.0
2016-04-01 00:00:00,105.01,91.94,6221.19,15022525070.0
2016-05-01 00:00:00,105.14,91.05,6221.19,13638016749.23
2016-06-01 00:00:00,107.14,91.6,5292.27,14598213625.01
2016-07-01 00:00:00,108.77,92.34,5292.27,15739802585.01
2016-08-01 00:00:00,106.3,91.77,5292.27,15973770040.0
2016-09-01 00:00:00,105.64,91.62,6455.72,15990988380.0
2016-10-01 00:00:00,105.86,92.06,6455.72,17033851715.0
2016-11-01 00:00:00,107.87,92.7,6455.72,16627673730.0
2016-12-01 00:00:00,109.34,93.05,6019.1,19983619395.0
2017-01-01 00:00:00,109.57,92.22,6019.1,18239859555.0
2017-02-01 00:00:00,108.82,91.04,6019.1,16811008335.0
2017-03-01 00:00:00,107.7,90.51,5117.26,21372309445.0
2017-04-01 00:00:00,106.86,89.52,5117.26,23251775470.0
2017-05-01 00:00:00,106.0,88.43,5117.26,20402413750.0
2017-06-01 00:00:00,106.91,87.76,6959.01,21082534605.0
2017-07-01 00:00:00,105.04,86.75,6959.01,22396878395.0
2017-08-01 00:00:00,103.48,86.23,6959.01,22951088335.0
2017-09-01 00:00:00,103.54,85.84,7279.84,22729317030.0
2017-10-01 00:00:00,104.48,86.25,7279.84,23690255160.0
2017-11-01 00:00:00,105.24,86.23,7279.84,23968585830.0
2017-12-01 00:00:00,105.57,86.06,7958.65,28736837640.0
2018-01-01 00:00:00,103.34,84.31,7958.65,25624348125.0
2018-02-01 00:00:00,95.42,94.75,7958.65,23443478600.0
2018-03-01 00:00:00,94.81,94.48,7319.75,28218530500.0
2018-04-01 00:00:00,94.72,94.55,7319.75,29482409100.0
2018-05-01 00:00:00,96.5,95.49,7319.75,26566942700.0
2018-06-01 00:00:00,98.31,95.55,9267.02,27173317100.0
2018-07-01 00:00:00,99.0,96.61,9267.02,28757215500.0
2018-08-01 00:00:00,99.35,97.24,9267.02,29449910000.0
2018-09-01 00:00:00,96.42,95.29,7164.08,29765147400.0
2018-10-01 00:00:00,92.78,92.17,7164.08,30485229000.0
2018-11-01 00:00:00,91.08,89.17,7164.08,29977356200.0
2018-12-01 00:00:00,89.41,87.36,6919.22,35796658300.0
2019-01-01 00:00:00,88.4,85.97,6919.22,33368942100.0
2019-02-01 00:00:00,89.1,87.41,6919.22,28842402300.0
2019-03-01 00:00:00,88.66,87.37,7629.24,34833040552.0
2019-04-01 00:00:00,90.53,89.4,7629.24,34280709900.0
2019-05-01 00:00:00,91.63,89.31,7629.24,32500674500.0
2019-06-01 00:00:00,92.11,89.06,8864.98,33535043100.0
2019-07-01 00:00:00,91.77,89.21,8864.98,35566984900.0
2019-08-01 00:00:00,91.84,89.45,8864.98,37126755000.0
2019-09-01 00:00:00,91.1,88.26,7635.33,35742417949.0
2019-10-01 00:00:00,90.23,87.65,7635.33,38317526900.0
2019-11-01 00:00:00,91.64,87.93,7635.33,37283130200.0
2019-12-01 00:00:00,91.2,87.18,7642.39,43769005200.0
2020-01-01 00:00:00,92.49,86.93,7642.39,41933604500.0
2020-02-01 00:00:00,93.09,87.62,7642.39,40820845900.0
2020-03-01 00:00:00,92.31,87.35,7533.74,37107296000.0
2020-04-01 00:00:00,89.88,84.73,7533.74,32738889600.0
2020-05-01 00:00:00,92.7,86.94,7533.74,36552824700.0
2020-06-01 00:00:00,92.89,86.74,6694.65,41202725200.0
2020-07-01 00:00:00,92.16,86.27,6694.65,46126588400.0
2020-08-01 00:00:00,91.32,85.83,6694.65,45924873600.0
2020-09-01 00:00:00,91.49,85.55,6666.32,46535987800.0
2020-10-01 00:00:00,91.4,85.63,6666.32,45884344800.0
2020-11-01 00:00:00,91.13,84.94,6666.32,40444236300.0
2020-12-01 00:00:00,88.18,82.95,5664.27,51629295200.0
2021-01-01 00:00:00,88.97,80.83,5664.27,51142790100.0
2021-02-01 00:00:00,87.14,79.27,5664.27,47861560700.0
2021-03-01 00:00:00,86.18,78.75,4055.16,56967951800.0
2021-04-01 00:00:00,86.07,79.02,4055.16,60347040600.0
2021-05-01 00:00:00,85.03,77.46,4055.16,44677589000.0
2021-06-01 00:00:00,86.05,77.56,4060.05,47283157700.0
2021-07-01 00:00:00,87.03,78.4,4060.05,57900267400.0
2021-08-01 00:00:00,86.71,78.08,4060.05,52591007000.0
2021-09-01 00:00:00,86.46,77.72,2704.19,51966813500.0
2021-10-01 00:00:00,88.18,78.43,2704.19,64063404400.0
2021-11-01 00:00:00,90.2,78.63,2704.19,62052395800.0
2021-12-01 00:00:00,93.42,79.58,2704.19,74113185900.0
2022-01-01 00:00:00,91.54,79.17,2704.19,70894841800.0
2022-02-01 00:00:00,91.95,79.24,2704.19,66703414600.0
2022-03-01 00:00:00,73.92,62.55,2704.19,83809593500.0
2022-04-01 00:00:00,65.14,50.88,2704.19,83637525000.0
2022-05-01 00:00:00,63.69,46.22,2704.19,75194617100.0
2022-06-01 00:00:00,71.58,46.42,2704.19,81177920700.0
2022-07-01 00:00:00,75.58,47.12,2704.19,88084177000.0
2022-08-01 00:00:00,77.44,47.27,2704.19,91560177200.0
2022-09-01 00:00:00,81.36,48.1,2704.19,89053464300.0
2022-10-01 00:00:00,81.4,48.69,2704.19,92210955400.0
2022-11-01 00:00:00,79.82,47.99,2704.19,89086279100.0
2022-12-01 00:00:00,78.84,47.26,2704.19,101530562700.0
2023-01-01 00:00:00,79.05,46.82,2704.19,93362687500.0
2023-02-01 00:00:00,61.74,47.34,2704.19,89776488500.0
2023-03-01 00:00:00,70.25,52.47,2704.19,103388763300.0
2023-04-01 00:00:00,70.14,53.38,2704.19,106762471900.0
2023-05-01 00:00:00,73.15,55.79,2704.19,98114174600.0
2023-06-01 00:00:00,75.13,57.51,2704.19,100089490700.0
2023-07-01 00:00:00,69.45,54.2,2704.19,103722208800.0
2023-08-01 00:00:00,69.63,54.64,2704.19,106308876100.0
2023-09-01 00:00:00,70.4,54.82,2704.19,102788311800.0
2023-10-01 00:00:00,70.28,54.84,2704.19,105714853300.0
2023-10-31 05:30:00,75.6558037165584,63.750054990526586,2623.9652596005476,106199311751.15302
2023-11-30 05:30:00,65.23478130635851,43.026854839414185,2851.4763221263684,113432098617.52682
2023-12-30 05:30:00,76.33336570622559,68.03889961156472,2591.582918030588,99357381737.47913
2024-01-29 05:30:00,69.99754165086406,55.353719391953945,2368.268719891095,102058087189.32756
2024-02-28 05:30:00,67.92406927744373,49.71441289518072,2737.5885913086704,115306112368.45541
2024-03-29 05:30:00,71.97749705910579,56.240286742801196,2596.8659330111677,108231389098.4008
