t,monthly-average-exchange-rates-monthly,month-end-a-exchange-rates-monthly,merchandise-exports-total-quarterly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,merchandise-imports-total-quarterly,formal-private-sector-wage-rate-index(december-1978=100)(nominal)-monthly,informal-private-sector-wage-rate-index(2012=100)(nominal)-monthly
1987-05-01 00:00:00,29.0,54.2,278.7,16534.0,631918970.0,71.4,484.3,941.3,94.4
1987-06-01 00:00:00,29.2,54.2,373.6,16534.0,631918970.0,71.4,522.1,941.3,94.4
1987-07-01 00:00:00,29.4,54.2,373.6,16534.0,631918970.0,71.4,522.1,941.3,94.4
1987-08-01 00:00:00,29.6,54.2,373.6,16534.0,631918970.0,71.4,522.1,941.3,94.4
1987-09-01 00:00:00,29.9,54.2,339.4,16534.0,631918970.0,71.4,507.3,941.3,94.4
1987-10-01 00:00:00,30.3,54.2,339.4,16534.0,631918970.0,71.4,507.3,941.3,94.4
1987-11-01 00:00:00,30.5,54.2,339.4,16534.0,631918970.0,71.4,507.3,941.3,94.4
1987-12-01 00:00:00,30.6,54.2,404.1,16534.0,631918970.0,71.4,561.3,941.3,94.4
1988-01-01 00:00:00,30.8,54.2,404.1,16534.0,631918970.0,71.4,561.3,941.3,94.4
1988-02-01 00:00:00,30.8,54.2,404.1,16534.0,631918970.0,71.4,561.3,941.3,94.4
1988-03-01 00:00:00,30.9,54.2,339.5,16534.0,631918970.0,71.4,542.2,941.3,94.4
1988-04-01 00:00:00,30.9,54.2,339.5,16534.0,631918970.0,71.4,542.2,941.3,94.4
1988-05-01 00:00:00,31.0,54.2,339.5,16534.0,631918970.0,71.4,542.2,941.3,94.4
1988-06-01 00:00:00,31.1,54.2,406.9,16534.0,631918970.0,71.4,563.2,941.3,94.4
1988-07-01 00:00:00,31.8,54.2,406.9,16534.0,631918970.0,71.4,563.2,941.3,94.4
1988-08-01 00:00:00,32.5,54.2,406.9,16534.0,631918970.0,71.4,563.2,941.3,94.4
1988-09-01 00:00:00,33.0,54.2,344.1,16534.0,631918970.0,71.4,563.9,941.3,94.4
1988-10-01 00:00:00,33.0,54.2,344.1,16534.0,631918970.0,71.4,563.9,941.3,94.4
1988-11-01 00:00:00,33.0,54.2,344.1,16534.0,631918970.0,71.4,563.9,941.3,94.4
1988-12-01 00:00:00,33.0,54.2,386.7,16534.0,631918970.0,71.4,570.9,941.3,94.4
1989-01-01 00:00:00,33.1,54.2,386.7,16534.0,631918970.0,71.4,570.9,941.3,94.4
1989-02-01 00:00:00,33.1,54.2,386.7,16534.0,631918970.0,71.4,570.9,941.3,94.4
1989-03-01 00:00:00,33.4,54.2,358.1,16534.0,631918970.0,71.4,547.7,941.3,94.4
1989-04-01 00:00:00,34.0,54.2,358.1,16534.0,631918970.0,71.4,547.7,941.3,94.4
1989-05-01 00:00:00,34.1,54.2,358.1,16534.0,631918970.0,71.4,547.7,941.3,94.4
1989-06-01 00:00:00,34.3,54.2,381.0,16534.0,631918970.0,71.4,605.4,941.3,94.4
1989-07-01 00:00:00,34.7,54.2,381.0,16534.0,631918970.0,71.4,605.4,941.3,94.4
1989-08-01 00:00:00,36.3,54.2,381.0,16534.0,631918970.0,71.4,605.4,941.3,94.4
1989-09-01 00:00:00,39.5,54.2,343.7,16534.0,631918970.0,71.4,419.8,941.3,94.4
1989-10-01 00:00:00,40.0,54.2,343.7,16534.0,631918970.0,71.4,419.8,941.3,94.4
1989-11-01 00:00:00,40.0,54.2,343.7,16534.0,631918970.0,71.4,419.8,941.3,94.4
1989-12-01 00:00:00,40.0,54.2,464.3,16534.0,631918970.0,71.4,653.6,941.3,94.4
1990-01-01 00:00:00,40.0,54.2,464.3,16534.0,631918970.0,71.4,653.6,941.3,94.4
1990-02-01 00:00:00,40.0,54.2,464.3,16534.0,631918970.0,71.4,653.6,941.3,94.4
1990-03-01 00:00:00,40.0,54.2,430.5,16534.0,631918970.0,71.4,628.4,941.3,94.4
1990-04-01 00:00:00,40.0,54.2,430.5,16534.0,631918970.0,71.4,628.4,941.3,94.4
1990-05-01 00:00:00,40.0,54.2,430.5,16534.0,631918970.0,71.4,628.4,941.3,94.4
1990-06-01 00:00:00,40.0,54.2,437.8,16534.0,631918970.0,71.4,565.2,941.3,94.4
1990-07-01 00:00:00,40.0,54.2,437.8,16534.0,631918970.0,71.4,565.2,941.3,94.4
1990-08-01 00:00:00,40.0,54.2,437.8,16534.0,631918970.0,71.4,565.2,941.3,94.4
1990-09-01 00:00:00,39.9,54.2,548.4,16534.0,631918970.0,71.4,699.9,941.3,94.4
1990-10-01 00:00:00,40.3,54.2,548.4,16534.0,631918970.0,71.4,699.9,941.3,94.4
1990-11-01 00:00:00,40.3,54.2,548.4,16534.0,631918970.0,71.4,699.9,941.3,94.4
1990-12-01 00:00:00,40.2,54.2,567.2,16534.0,631918970.0,71.4,792.9,941.3,94.4
1991-01-01 00:00:00,40.3,54.2,567.2,16534.0,631918970.0,71.4,792.9,941.3,94.4
1991-02-01 00:00:00,40.6,54.2,567.2,16534.0,631918970.0,71.4,792.9,941.3,94.4
1991-03-01 00:00:00,40.7,54.2,507.5,16534.0,631918970.0,71.4,672.3,941.3,94.4
1991-04-01 00:00:00,40.8,54.2,507.5,16534.0,631918970.0,71.4,672.3,941.3,94.4
1991-05-01 00:00:00,41.0,54.2,507.5,16534.0,631918970.0,71.4,672.3,941.3,94.4
1991-06-01 00:00:00,41.2,54.2,487.7,16534.0,631918970.0,71.4,705.3,941.3,94.4
1991-07-01 00:00:00,41.2,54.2,487.7,16534.0,631918970.0,71.4,705.3,941.3,94.4
1991-08-01 00:00:00,41.7,54.2,487.7,16534.0,631918970.0,71.4,705.3,941.3,94.4
1991-09-01 00:00:00,41.9,54.2,531.1,16534.0,631918970.0,71.4,749.0,941.3,94.4
1991-10-01 00:00:00,42.2,54.2,531.1,16534.0,631918970.0,71.4,749.0,941.3,94.4
1991-11-01 00:00:00,42.4,54.2,531.1,16534.0,631918970.0,71.4,749.0,941.3,94.4
1991-12-01 00:00:00,42.5,54.2,513.1,16534.0,631918970.0,71.4,910.0,941.3,94.4
1992-01-01 00:00:00,42.6,54.2,513.1,16534.0,631918970.0,71.4,910.0,941.3,94.4
1992-02-01 00:00:00,42.8,54.2,513.1,16534.0,631918970.0,71.4,910.0,941.3,94.4
1992-03-01 00:00:00,43.1,54.2,583.9,16534.0,631918970.0,71.4,786.7,941.3,94.4
1992-04-01 00:00:00,43.4,54.2,583.9,16534.0,631918970.0,71.4,786.7,941.3,94.4
1992-05-01 00:00:00,43.6,54.2,583.9,16534.0,631918970.0,71.4,786.7,941.3,94.4
1992-06-01 00:00:00,43.9,54.2,490.5,16534.0,631918970.0,71.4,870.1,941.3,94.4
1992-07-01 00:00:00,44.0,54.2,490.5,16534.0,631918970.0,71.4,870.1,941.3,94.4
1992-08-01 00:00:00,44.1,54.2,490.5,16534.0,631918970.0,71.4,870.1,941.3,94.4
1992-09-01 00:00:00,44.2,54.2,576.5,16534.0,631918970.0,71.4,909.8,941.3,94.4
1992-10-01 00:00:00,44.4,54.2,576.5,16534.0,631918970.0,71.4,909.8,941.3,94.4
1992-11-01 00:00:00,44.6,54.2,576.5,16534.0,631918970.0,71.4,909.8,941.3,94.4
1992-12-01 00:00:00,45.0,54.2,810.0,16534.0,631918970.0,71.4,938.7,941.3,94.4
1993-01-01 00:00:00,46.3,54.2,810.0,16534.0,631918970.0,71.4,938.7,941.3,94.4
1993-02-01 00:00:00,46.5,54.2,810.0,16534.0,631918970.0,71.4,938.7,941.3,94.4
1993-03-01 00:00:00,47.0,54.2,640.5,16534.0,631918970.0,71.4,939.8,941.3,94.4
1993-04-01 00:00:00,47.8,54.2,640.5,16534.0,631918970.0,71.4,939.8,941.3,94.4
1993-05-01 00:00:00,48.1,54.2,640.5,16534.0,631918970.0,71.4,939.8,941.3,94.4
1993-06-01 00:00:00,48.2,54.2,667.1,16534.0,631918970.0,71.4,1099.4,941.3,94.4
1993-07-01 00:00:00,48.8,54.2,667.1,16534.0,631918970.0,71.4,1099.4,941.3,94.4
1993-08-01 00:00:00,49.0,54.2,667.1,16534.0,631918970.0,71.4,1099.4,941.3,94.4
1993-09-01 00:00:00,49.1,54.2,744.2,16534.0,631918970.0,71.4,957.6,941.3,94.4
1993-10-01 00:00:00,49.2,54.2,744.2,16534.0,631918970.0,71.4,957.6,941.3,94.4
1993-11-01 00:00:00,49.3,54.2,744.2,16534.0,631918970.0,71.4,957.6,941.3,94.4
1993-12-01 00:00:00,49.5,54.2,811.8,16534.0,631918970.0,71.4,1014.6,941.3,94.4
1994-01-01 00:00:00,49.7,54.2,811.8,16534.0,631918970.0,71.4,1014.6,941.3,94.4
1994-02-01 00:00:00,49.4,54.2,811.8,16534.0,631918970.0,71.4,1014.6,941.3,94.4
1994-03-01 00:00:00,49.2,54.2,655.7,16534.0,631918970.0,71.4,947.7,941.3,94.4
1994-04-01 00:00:00,49.2,54.2,655.7,16534.0,631918970.0,71.4,947.7,941.3,94.4
1994-05-01 00:00:00,49.3,54.2,655.7,16534.0,631918970.0,71.4,947.7,941.3,94.4
1994-06-01 00:00:00,49.6,54.2,758.8,16534.0,631918970.0,71.4,1191.5,941.3,94.4
1994-07-01 00:00:00,49.3,54.2,758.8,16534.0,631918970.0,71.4,1191.5,941.3,94.4
1994-08-01 00:00:00,49.5,54.2,758.8,16534.0,631918970.0,71.4,1191.5,941.3,94.4
1994-09-01 00:00:00,49.5,54.2,882.5,16534.0,631918970.0,71.4,1288.0,941.3,94.4
1994-10-01 00:00:00,49.4,54.2,882.5,16534.0,631918970.0,71.4,1288.0,941.3,94.4
1994-11-01 00:00:00,49.3,54.2,882.5,16534.0,631918970.0,71.4,1288.0,941.3,94.4
1994-12-01 00:00:00,49.7,54.2,911.6,16534.0,631918970.0,71.4,1340.1,941.3,94.4
1995-03-01 00:00:00,328.25,323.92,828.0,57186.0,105714853300.0,178.5,1258.2,8239.0,277.3
1995-06-01 00:00:00,328.25,323.92,923.8,57186.0,105714853300.0,178.5,1360.8,8239.0,277.3
1995-09-01 00:00:00,328.25,323.92,983.8,57186.0,105714853300.0,178.5,1294.0,8239.0,277.3
1995-12-01 00:00:00,328.25,323.92,1071.0,57186.0,105714853300.0,178.5,1398.1,8239.0,277.3
1996-01-01 00:00:00,54.2,54.2,911.6,16534.0,631918970.0,71.4,1340.1,941.3,94.4
1996-02-01 00:00:00,54.2,54.1,911.6,16534.0,631918970.0,71.4,1340.1,941.3,94.4
1996-03-01 00:00:00,54.2,54.2,907.5,16534.0,631918970.0,71.4,1220.5,941.3,94.4
1996-04-01 00:00:00,54.2,54.2,907.5,16534.0,631918970.0,71.4,1220.5,941.3,94.4
1996-05-01 00:00:00,54.4,54.7,907.5,16534.0,631918970.0,71.4,1220.5,941.3,94.4
1996-06-01 00:00:00,55.0,55.2,911.6,16534.0,631918970.0,71.4,1293.3,941.3,94.4
1996-07-01 00:00:00,55.5,55.6,911.6,16534.0,631918970.0,71.4,1293.3,941.3,94.4
1996-08-01 00:00:00,55.8,55.9,911.6,16534.0,631918970.0,71.4,1293.3,941.3,94.4
1996-09-01 00:00:00,56.2,56.4,1099.7,16534.0,631918970.0,71.4,1364.6,941.3,94.4
1996-10-01 00:00:00,56.5,56.5,1099.7,16534.0,631918970.0,71.4,1364.6,941.3,94.4
1996-11-01 00:00:00,56.5,56.6,1099.7,16534.0,631918970.0,71.4,1364.6,941.3,94.4
1996-12-01 00:00:00,56.6,56.7,1176.3,16534.0,631918970.0,71.4,1560.4,941.3,94.4
1997-01-01 00:00:00,56.9,57.2,1176.3,16534.0,631918970.0,71.4,1560.4,941.3,94.4
1997-02-01 00:00:00,57.4,57.5,1176.3,16534.0,631918970.0,71.4,1560.4,941.3,94.4
1997-03-01 00:00:00,57.8,58.0,1013.1,16534.0,631918970.0,71.4,1471.8,941.3,94.4
1997-04-01 00:00:00,58.4,58.7,1013.1,16534.0,631918970.0,71.4,1471.8,941.3,94.4
1997-05-01 00:00:00,58.8,58.9,1013.1,16534.0,631918970.0,71.4,1471.8,941.3,94.4
1997-06-01 00:00:00,59.0,59.0,1036.7,16534.0,631918970.0,71.4,1461.7,941.3,94.4
1997-07-01 00:00:00,59.2,59.4,1036.7,16534.0,631918970.0,71.4,1461.7,941.3,94.4
1997-08-01 00:00:00,59.5,59.5,1036.7,16534.0,631918970.0,71.4,1461.7,941.3,94.4
1997-09-01 00:00:00,59.7,59.8,1284.7,16534.0,631918970.0,71.4,1417.1,941.3,94.4
1997-10-01 00:00:00,59.9,60.1,1284.7,16534.0,631918970.0,71.4,1417.1,941.3,94.4
1997-11-01 00:00:00,60.3,60.6,1284.7,16534.0,631918970.0,71.4,1417.1,941.3,94.4
1997-12-01 00:00:00,61.0,61.3,1304.5,16534.0,631918970.0,71.4,1513.3,941.3,94.4
1998-01-01 00:00:00,61.5,61.6,1304.5,16534.0,631918970.0,71.4,1513.3,941.3,94.4
1998-02-01 00:00:00,61.8,62.0,1304.5,16534.0,631918970.0,71.4,1513.3,941.7,94.4
1998-03-01 00:00:00,62.3,62.7,1116.2,16534.0,631918970.0,71.4,1559.9,941.3,94.4
1998-04-01 00:00:00,63.1,63.4,1116.2,16534.0,631918970.0,71.4,1559.9,945.0,94.4
1998-05-01 00:00:00,63.9,64.3,1116.2,16534.0,631918970.0,71.4,1559.9,946.8,94.4
1998-06-01 00:00:00,64.5,64.8,1136.1,16534.0,631918970.0,71.4,1442.7,947.4,94.4
1998-07-01 00:00:00,65.2,65.7,1136.1,16534.0,631918970.0,71.4,1442.7,948.4,94.4
1998-08-01 00:00:00,66.0,66.0,1136.1,16534.0,631918970.0,71.4,1442.7,949.2,94.4
1998-09-01 00:00:00,66.1,66.1,1317.8,16534.0,631918970.0,71.4,1422.4,949.1,94.4
1998-10-01 00:00:00,66.3,66.5,1317.8,16534.0,631918970.0,71.4,1422.4,974.8,94.4
1998-11-01 00:00:00,66.9,67.4,1317.8,16534.0,631918970.0,71.4,1422.4,977.1,94.4
1998-12-01 00:00:00,67.5,67.8,1227.8,16534.0,631918970.0,71.4,1464.6,977.4,94.4
1999-01-01 00:00:00,67.9,68.2,1227.8,16534.0,631918970.0,71.4,1464.6,977.4,94.4
1999-02-01 00:00:00,68.5,68.8,1227.8,16534.0,631918970.0,71.4,1464.6,977.4,94.4
1999-03-01 00:00:00,69.1,69.5,1008.3,16534.0,631918970.0,71.4,1277.2,977.6,94.4
1999-04-01 00:00:00,69.7,69.9,1008.3,16534.0,631918970.0,71.4,1277.2,977.6,94.4
1999-05-01 00:00:00,70.2,70.4,1008.3,16534.0,631918970.0,71.4,1277.2,977.6,94.4
1999-06-01 00:00:00,70.6,70.9,1052.5,16534.0,631918970.0,71.4,1360.5,977.6,94.4
1999-07-01 00:00:00,71.1,71.0,1052.5,16534.0,631918970.0,71.4,1360.5,977.6,94.4
1999-08-01 00:00:00,71.1,71.1,1052.5,16534.0,631918970.0,71.4,1360.5,977.6,94.4
1999-09-01 00:00:00,71.2,71.3,1278.4,16534.0,631918970.0,71.4,1460.8,977.6,94.4
1999-10-01 00:00:00,71.4,71.6,1278.4,16534.0,631918970.0,71.4,1460.8,977.6,94.4
1999-11-01 00:00:00,71.8,71.9,1278.4,16534.0,631918970.0,71.4,1460.8,977.6,94.4
1999-12-01 00:00:00,72.1,72.1,1271.0,16534.0,631918970.0,71.4,1880.7,977.6,94.4
2000-01-01 00:00:00,72.4,72.6,1271.0,16534.0,631918970.0,71.4,1880.7,977.6,94.4
2000-02-01 00:00:00,72.8,73.0,1271.0,16534.0,631918970.0,71.4,1880.7,977.6,94.4
2000-03-01 00:00:00,73.1,73.1,1253.9,16534.0,631918970.0,71.4,1749.7,977.6,94.4
2000-04-01 00:00:00,73.3,73.5,1253.9,16534.0,631918970.0,71.4,1749.7,982.9,94.4
2000-05-01 00:00:00,73.8,74.0,1253.9,16534.0,631918970.0,71.4,1749.7,982.9,94.4
2000-06-01 00:00:00,75.7,77.5,1216.6,16534.0,631918970.0,71.4,2036.6,982.9,94.4
2000-07-01 00:00:00,77.5,77.5,1216.6,16534.0,631918970.0,71.4,2036.6,1018.2,94.4
2000-08-01 00:00:00,77.5,77.5,1216.6,16534.0,631918970.0,71.4,2036.6,1020.3,94.4
2000-09-01 00:00:00,77.5,77.5,1586.5,16534.0,631918970.0,71.4,1767.5,1020.3,94.4
2000-10-01 00:00:00,77.5,77.5,1586.5,16534.0,631918970.0,71.4,1767.5,1020.3,94.4
2000-11-01 00:00:00,78.4,79.1,1586.5,16534.0,631918970.0,71.4,1767.5,1020.3,94.4
2000-12-01 00:00:00,79.7,80.1,1465.3,16534.0,631918970.0,71.4,1765.9,1024.0,94.4
2001-01-01 00:00:00,83.7,90.3,1465.3,16534.0,631918970.0,71.4,1765.9,1024.0,94.4
2001-02-01 00:00:00,87.0,86.1,1465.3,16534.0,631918970.0,71.4,1765.9,1026.8,94.4
2001-03-01 00:00:00,85.8,86.8,1274.3,16534.0,631918970.0,71.4,1614.6,1044.2,94.4
2001-04-01 00:00:00,87.9,89.5,1274.3,16534.0,631918970.0,71.4,1614.6,1045.5,94.4
2001-05-01 00:00:00,90.7,91.5,1274.3,16534.0,631918970.0,71.4,1614.6,1045.9,94.4
2001-06-01 00:00:00,90.4,90.7,1158.1,16534.0,631918970.0,71.4,1596.5,1053.0,94.4
2001-07-01 00:00:00,90.3,89.9,1158.1,16534.0,631918970.0,71.4,1596.5,1053.1,94.4
2001-08-01 00:00:00,89.9,90.1,1158.1,16534.0,631918970.0,71.4,1596.5,1053.1,94.4
2001-09-01 00:00:00,90.2,90.1,1296.6,16534.0,631918970.0,71.4,1375.7,1053.1,94.4
2001-10-01 00:00:00,90.8,91.8,1296.6,16534.0,631918970.0,71.4,1375.7,1053.0,94.4
2001-11-01 00:00:00,92.6,93.1,1296.6,16534.0,631918970.0,71.4,1375.7,1069.8,94.4
2001-12-01 00:00:00,93.1,93.2,1087.9,16534.0,631918970.0,71.4,1387.6,1069.8,94.4
2002-01-01 00:00:00,93.4,93.5,1087.9,16534.0,631918970.0,71.4,1387.6,1069.8,94.4
2002-02-01 00:00:00,93.5,93.6,1087.9,16534.0,631918970.0,71.4,1387.6,1069.9,94.4
2002-03-01 00:00:00,94.7,95.6,1080.2,16534.0,631918970.0,71.4,1357.8,1069.9,94.4
2002-04-01 00:00:00,95.9,96.1,1080.2,16534.0,631918970.0,71.4,1357.8,1069.9,94.4
2002-05-01 00:00:00,96.2,96.2,1080.2,16534.0,631918970.0,71.4,1357.8,1069.9,94.4
2002-06-01 00:00:00,96.2,96.1,931.7,16534.0,631918970.0,71.4,1517.4,1069.9,94.4
2002-07-01 00:00:00,96.1,96.3,931.7,16534.0,631918970.0,71.4,1517.4,1183.1,94.4
2002-08-01 00:00:00,96.3,96.3,931.7,16534.0,631918970.0,71.4,1517.4,1183.1,94.4
2002-09-01 00:00:00,96.2,96.3,1405.7,16534.0,631918970.0,71.4,1490.9,1183.0,94.4
2002-10-01 00:00:00,96.3,96.4,1405.7,16534.0,631918970.0,71.4,1490.9,1183.0,94.4
2002-11-01 00:00:00,96.5,96.6,1405.7,16534.0,631918970.0,71.4,1490.9,1183.0,94.4
2002-12-01 00:00:00,96.7,96.7,1281.4,16534.0,631918970.0,71.4,1739.5,1183.0,94.4
2003-01-01 00:00:00,96.8,96.8,1281.4,16534.0,631918970.0,71.4,1739.5,1183.1,94.4
2003-02-01 00:00:00,96.9,96.9,1281.4,16534.0,631918970.0,71.4,1739.5,1184.0,94.4
2003-03-01 00:00:00,96.9,96.9,1197.5,16534.0,631918970.0,71.4,1533.5,1184.3,94.4
2003-04-01 00:00:00,97.0,97.1,1197.5,16534.0,631918970.0,71.4,1533.5,1189.0,94.4
2003-05-01 00:00:00,97.2,97.3,1197.5,16534.0,631918970.0,71.4,1533.5,1215.3,94.4
2003-06-01 00:00:00,97.2,97.1,1180.3,16534.0,631918970.0,71.4,1544.6,1215.3,94.4
2003-07-01 00:00:00,97.1,97.1,1180.3,16534.0,631918970.0,71.4,1544.6,1215.4,94.4
2003-08-01 00:00:00,97.0,96.8,1180.3,16534.0,631918970.0,71.4,1544.6,1215.3,94.4
2003-09-01 00:00:00,95.5,94.4,1424.1,16534.0,631918970.0,71.4,1663.6,1215.3,94.4
2003-10-01 00:00:00,94.5,94.8,1424.1,16534.0,631918970.0,71.4,1663.6,1215.3,94.4
2003-11-01 00:00:00,95.8,96.5,1424.1,16534.0,631918970.0,71.4,1663.6,1215.3,94.4
2003-12-01 00:00:00,96.4,96.7,1331.5,16534.0,631918970.0,71.4,1930.1,1215.3,94.4
2004-01-01 00:00:00,97.9,97.5,1331.5,16534.0,631918970.0,71.4,1930.1,1219.1,94.4
2004-02-01 00:00:00,98.5,99.0,1331.5,16534.0,631918970.0,71.4,1930.1,1219.1,94.4
2004-03-01 00:00:00,97.5,97.4,1364.4,16534.0,631918970.0,71.4,1829.3,1219.1,94.4
2004-04-01 00:00:00,98.0,98.3,1364.4,16534.0,631918970.0,71.4,1829.3,1233.5,94.4
2004-05-01 00:00:00,98.9,99.1,1364.4,16534.0,631918970.0,71.4,1829.3,1237.2,94.4
2004-06-01 00:00:00,100.7,102.3,1241.5,16534.0,631918970.0,71.4,1903.0,1237.2,94.4
2004-07-01 00:00:00,102.8,103.4,1241.5,16534.0,631918970.0,71.4,1903.0,1237.4,94.4
2004-08-01 00:00:00,103.4,103.1,1241.5,16534.0,631918970.0,71.4,1903.0,1237.4,94.4
2004-09-01 00:00:00,103.2,103.7,1537.0,16534.0,631918970.0,71.4,1981.4,1237.4,94.4
2004-10-01 00:00:00,103.8,104.0,1537.0,16534.0,631918970.0,71.4,1981.4,1238.5,94.4
2004-11-01 00:00:00,104.7,104.9,1537.0,16534.0,631918970.0,71.4,1981.4,1240.2,94.4
2004-12-01 00:00:00,104.8,104.6,1614.4,16534.0,631918970.0,71.4,2286.1,1240.3,94.4
2005-01-01 00:00:00,99.6,99.4,1614.4,16534.0,631918970.0,71.4,2286.1,1241.0,94.4
2005-02-01 00:00:00,99.4,99.5,1614.4,16534.0,631918970.0,71.4,2286.1,1331.9,94.4
2005-03-01 00:00:00,99.4,99.4,1532.7,16534.0,631918970.0,71.4,1929.1,1332.3,94.4
2005-04-01 00:00:00,99.7,99.9,1532.7,16534.0,631918970.0,71.4,1929.1,1336.7,94.4
2005-05-01 00:00:00,99.9,99.9,1532.7,16534.0,631918970.0,71.4,1929.1,1336.7,94.4
2005-06-01 00:00:00,100.0,100.0,1373.7,16534.0,631918970.0,71.4,2188.5,1336.7,94.4
2005-07-01 00:00:00,100.3,100.7,1373.7,16534.0,631918970.0,71.4,2188.5,1336.7,94.4
2005-08-01 00:00:00,100.8,101.2,1373.7,16534.0,631918970.0,71.4,2188.5,1336.7,94.4
2005-09-01 00:00:00,101.4,101.3,1704.9,16534.0,631918970.0,71.4,2370.1,1341.8,94.4
2005-10-01 00:00:00,101.5,101.8,1704.9,16534.0,631918970.0,71.4,2370.1,1341.8,94.4
2005-11-01 00:00:00,101.9,102.0,1704.9,16534.0,631918970.0,71.4,2370.1,1341.9,94.4
2005-12-01 00:00:00,102.0,102.1,1735.4,16534.0,631918970.0,71.4,2375.5,1341.9,94.4
2006-01-01 00:00:00,102.1,102.3,1735.4,16534.0,631918970.0,71.4,2375.5,1341.9,94.4
2006-02-01 00:00:00,102.2,102.5,1735.4,16534.0,631918970.0,71.4,2375.5,1341.9,94.4
2006-03-01 00:00:00,102.7,102.8,1518.9,16534.0,631918970.0,71.4,2302.6,1341.9,94.4
2006-04-01 00:00:00,102.7,102.8,1518.9,16534.0,631918970.0,71.4,2302.6,1362.1,94.4
2006-05-01 00:00:00,102.9,103.0,1518.9,16534.0,631918970.0,71.4,2302.6,1362.1,94.4
2006-06-01 00:00:00,103.5,104.0,1642.9,16534.0,631918970.0,71.4,2652.2,1362.2,94.4
2006-07-01 00:00:00,104.0,104.0,1642.9,16534.0,631918970.0,73.1,2652.2,1362.3,94.4
2006-08-01 00:00:00,103.8,102.6,1642.9,16534.0,631918970.0,73.1,2652.2,1362.3,94.4
2006-09-01 00:00:00,102.5,103.8,1857.5,16534.0,631918970.0,73.1,2662.2,1362.3,94.4
2006-10-01 00:00:00,105.6,107.3,1857.5,16534.0,631918970.0,73.1,2662.2,1362.3,94.4
2006-11-01 00:00:00,107.7,108.0,1857.5,16534.0,631918970.0,73.1,2662.2,1362.3,94.4
2006-12-01 00:00:00,107.9,107.7,1863.3,16534.0,631918970.0,73.1,2636.0,1375.3,94.4
2007-01-01 00:00:00,108.5,108.7,1863.3,16534.0,631918970.0,74.8,2636.0,1378.0,94.4
2007-02-01 00:00:00,108.7,108.7,1863.3,16534.0,631918970.0,74.8,2636.0,1378.1,94.4
2007-03-01 00:00:00,109.3,109.4,1703.9,16534.0,631918970.0,74.8,2431.2,1378.0,94.4
2007-04-01 00:00:00,109.4,110.2,1703.9,16534.0,631918970.0,74.8,2431.2,1378.0,94.4
2007-05-01 00:00:00,110.9,110.8,1703.9,16534.0,631918970.0,74.8,2431.2,1548.8,94.4
2007-06-01 00:00:00,111.0,111.4,1836.2,16534.0,631918970.0,74.8,2844.2,1817.6,94.4
2007-07-01 00:00:00,111.7,111.8,1836.2,16534.0,631918970.0,76.5,2844.2,1817.7,94.4
2007-08-01 00:00:00,112.1,113.1,1836.2,16534.0,631918970.0,76.5,2844.2,1817.7,94.4
2007-09-01 00:00:00,113.3,113.5,2056.2,16534.0,631918970.0,76.5,2774.9,1817.7,94.4
