t,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,electricity-power-consumption-monthly,electricity-per-capita-electricity-consumption-monthly,port-services-cargo-handled-monthly,port-services-container-handled-monthly,petroleum-petrol-sales-monthly
2005-11-01 00:00:00,717.0,71.4,630.0,32.0,3082146.0,202727.0,34770.0
2005-12-01 00:00:00,771.0,71.4,616.0,31.0,3207808.0,213342.0,39803.0
2006-01-01 00:00:00,768.0,71.4,629.0,32.0,3202386.0,215516.0,38237.0
2006-02-01 00:00:00,716.0,71.4,632.0,32.0,2965668.0,187437.0,36198.0
2006-03-01 00:00:00,809.0,71.4,638.0,32.0,3644572.0,245024.0,41334.0
2006-04-01 00:00:00,757.0,71.4,645.0,32.0,3575746.0,259526.0,41342.0
2006-05-01 00:00:00,814.0,71.4,668.0,34.0,3658221.0,255335.0,41489.0
2006-06-01 00:00:00,788.0,71.4,669.0,34.0,3753571.0,267679.0,38485.0
2006-07-01 00:00:00,805.0,73.1,645.0,33.0,3531275.0,259758.0,42602.0
2006-08-01 00:00:00,799.0,73.1,676.0,34.0,3913018.0,300924.0,39986.0
2006-09-01 00:00:00,781.0,73.1,666.0,34.0,3524600.0,282258.0,37193.0
2006-10-01 00:00:00,786.0,73.1,659.0,33.0,3650157.0,273697.0,39229.0
2006-11-01 00:00:00,768.0,73.1,644.0,32.0,3498623.0,261874.0,38708.0
2006-12-01 00:00:00,797.0,73.1,654.0,33.0,3743137.0,270057.0,40245.0
2007-01-01 00:00:00,799.0,74.8,660.0,33.0,3613877.0,277794.0,43392.0
2007-02-01 00:00:00,734.0,74.8,661.0,33.0,3458386.0,252550.0,38805.0
2007-03-01 00:00:00,849.0,74.8,655.0,33.0,3946450.0,287234.0,46020.0
2007-04-01 00:00:00,757.0,74.8,665.0,33.0,3937200.0,268403.0,42412.0
2007-05-01 00:00:00,843.0,74.8,695.0,35.0,3873488.0,275686.0,44322.0
2007-06-01 00:00:00,812.0,74.8,700.0,35.0,3836680.0,263735.0,43365.0
2007-07-01 00:00:00,848.0,76.5,693.0,35.0,4099896.0,304625.0,43699.0
2007-08-01 00:00:00,850.0,76.5,716.0,36.0,3915867.0,303902.0,43838.0
2007-09-01 00:00:00,817.0,76.5,710.0,35.0,3940843.0,286711.0,41462.0
2007-10-01 00:00:00,850.0,76.5,721.0,36.0,4035495.0,312805.0,43864.0
2007-11-01 00:00:00,820.0,76.5,702.0,35.0,3669610.0,257766.0,42370.0
2007-12-01 00:00:00,837.0,76.5,699.0,35.0,4016428.0,290021.0,43876.0
2008-01-01 00:00:00,844.0,78.2,711.0,35.0,4025092.0,289501.0,43810.0
2008-02-01 00:00:00,796.0,78.2,712.0,35.0,3768373.0,280810.0,40581.0
2008-03-01 00:00:00,850.0,78.2,700.0,35.0,4263753.0,316967.0,44653.0
2008-04-01 00:00:00,793.0,78.2,728.0,36.0,4083550.0,286523.0,46820.0
2008-05-01 00:00:00,865.0,78.2,713.0,35.0,4330588.0,305022.0,47078.0
2008-06-01 00:00:00,817.0,78.2,712.0,35.0,4400138.0,315387.0,39542.0
2008-07-01 00:00:00,838.0,82.6,693.0,34.0,4303036.0,326124.0,42537.0
2008-08-01 00:00:00,834.0,82.6,692.0,34.0,4671978.0,340240.0,41631.0
2008-09-01 00:00:00,828.0,82.6,712.0,35.0,4559988.0,335517.0,42218.0
2008-10-01 00:00:00,824.0,82.6,704.0,35.0,4443929.0,325774.0,43179.0
2008-11-01 00:00:00,794.0,82.6,700.0,35.0,4083119.0,306165.0,40820.0
2008-12-01 00:00:00,812.0,82.6,675.0,33.0,3679114.0,259308.0,46076.0
2009-01-01 00:00:00,806.0,87.2,677.0,33.0,3299411.0,259089.0,46405.0
2009-02-01 00:00:00,731.0,87.2,673.0,33.0,3051111.0,222604.0,40099.0
2009-03-01 00:00:00,826.0,87.2,661.0,32.0,4076438.0,297911.0,45087.0
2009-04-01 00:00:00,776.0,87.2,671.0,33.0,3523425.0,262934.0,47704.0
2009-05-01 00:00:00,833.0,87.2,712.0,35.0,4067232.0,277268.0,45861.0
2009-06-01 00:00:00,820.0,87.2,712.0,35.0,4481385.0,300953.0,46152.0
2009-07-01 00:00:00,853.0,87.2,694.0,34.0,4387670.0,308628.0,46783.0
2009-08-01 00:00:00,845.0,87.2,726.0,35.0,4658315.0,327639.0,45380.0
2009-09-01 00:00:00,842.0,87.2,727.0,36.0,4317970.0,319818.0,45327.0
2009-10-01 00:00:00,856.0,87.2,709.0,35.0,4315075.0,283966.0,50245.0
2009-11-01 00:00:00,822.0,90.6,745.0,36.0,4139059.0,294478.0,42661.0
2009-12-01 00:00:00,871.0,90.6,722.0,35.0,4460376.0,309009.0,46195.0
2010-01-01 00:00:00,846.0,90.6,725.0,35.0,4981966.0,328290.0,48352.0
2010-02-01 00:00:00,806.0,90.6,736.0,36.0,4430887.0,304075.0,45361.0
2010-03-01 00:00:00,935.0,90.6,735.0,36.0,5237548.0,360801.0,54276.0
2010-04-01 00:00:00,845.0,90.6,765.0,37.0,5087952.0,333769.0,51855.0
2010-05-01 00:00:00,881.0,90.6,780.0,38.0,5146914.0,353745.0,50587.0
2010-06-01 00:00:00,902.0,90.6,769.0,37.0,4997287.0,330603.0,51370.0
2010-07-01 00:00:00,933.0,90.6,764.0,37.0,5327629.0,363642.0,52946.0
2010-08-01 00:00:00,918.0,90.6,808.0,39.0,5363624.0,360546.0,50633.0
2010-09-01 00:00:00,897.0,90.6,804.0,39.0,5233626.0,355639.0,51712.0
2010-10-01 00:00:00,939.0,90.6,780.0,38.0,5377495.0,366337.0,52660.0
2010-11-01 00:00:00,886.0,90.6,809.0,39.0,5102705.0,343339.0,51687.0
2010-12-01 00:00:00,926.0,90.6,792.0,38.0,4951759.0,336655.0,55200.0
2011-01-01 00:00:00,893.0,96.7,778.0,37.0,5582229.0,370212.0,53057.0
2011-02-01 00:00:00,836.0,96.7,783.0,38.0,4808717.0,336724.0,48059.0
2011-03-01 00:00:00,989.0,96.7,789.0,38.0,5733088.0,369604.0,56649.0
2011-04-01 00:00:00,897.0,96.7,804.0,39.0,5145776.0,340038.0,56485.0
2011-05-01 00:00:00,1002.0,96.7,842.0,40.0,5158283.0,334061.0,58109.0
2011-06-01 00:00:00,963.0,96.7,847.0,41.0,5369870.0,343091.0,58785.0
2011-07-01 00:00:00,1001.0,96.7,852.0,41.0,5437678.0,354054.0,58657.0
2011-08-01 00:00:00,1014.0,96.7,877.0,42.0,5644017.0,375204.0,58745.0
2011-09-01 00:00:00,986.0,96.7,873.0,42.0,5377313.0,340596.0,59809.0
2011-10-01 00:00:00,990.0,96.7,870.0,42.0,5714201.0,362238.0,59605.0
2011-11-01 00:00:00,958.0,96.7,864.0,41.0,5388327.0,356342.0,55677.0
2011-12-01 00:00:00,998.0,96.7,845.0,40.0,5708657.0,380723.0,62362.0
2012-01-01 00:00:00,981.0,100.0,867.0,42.0,5681935.0,355363.0,62383.0
2012-02-01 00:00:00,926.0,100.0,853.0,42.0,4834841.0,305578.0,58022.0
2012-03-01 00:00:00,1036.0,100.0,875.0,43.0,5855796.0,366424.0,64876.0
2012-04-01 00:00:00,913.0,100.0,855.0,42.0,5140386.0,330186.0,61970.0
2012-05-01 00:00:00,1038.0,100.0,881.0,43.0,5411665.0,361447.0,64453.0
2012-06-01 00:00:00,982.0,100.0,887.0,43.0,5621281.0,363831.0,63545.0
2012-07-01 00:00:00,1000.0,100.0,877.0,43.0,5634786.0,377063.0,63205.0
2012-08-01 00:00:00,983.0,100.0,897.0,44.0,5550197.0,362713.0,63937.0
2012-09-01 00:00:00,982.0,100.0,866.0,42.0,5325356.0,329199.0,60078.0
2012-10-01 00:00:00,1012.0,100.0,882.0,43.0,5505852.0,359870.0,65041.0
2012-11-01 00:00:00,965.0,100.0,864.0,42.0,5129697.0,321141.0,59765.0
2012-12-01 00:00:00,983.0,100.0,870.0,43.0,5275235.0,354305.0,62394.0
2013-01-01 00:00:00,984.0,103.4,865.0,42.0,5260472.0,354434.0,63258.0
2013-02-01 00:00:00,909.0,103.4,855.0,42.0,4793638.0,310535.0,57205.0
2013-03-01 00:00:00,1051.0,103.4,885.0,43.0,5838902.0,376743.0,64555.0
2013-04-01 00:00:00,993.0,103.4,916.0,45.0,5263446.0,341240.0,67696.0
2013-05-01 00:00:00,1018.0,104.9,905.0,44.0,5531216.0,347592.0,71446.0
2013-06-01 00:00:00,963.0,104.9,874.0,42.0,5906719.0,371210.0,63973.0
2013-07-01 00:00:00,1005.0,108.2,870.0,42.0,5786054.0,384000.0,63283.0
2013-08-01 00:00:00,1013.0,108.2,889.0,43.0,5728742.0,377877.0,66150.0
2013-09-01 00:00:00,966.0,106.6,884.0,43.0,5559776.0,359015.0,61174.0
2013-10-01 00:00:00,1033.0,109.9,895.0,43.0,5439859.0,370567.0,66164.0
2013-11-01 00:00:00,978.0,109.9,898.0,44.0,5360685.0,349927.0,64388.0
2013-12-01 00:00:00,984.0,109.9,885.0,43.0,5772817.0,363066.0,64762.0
2014-01-01 00:00:00,996.0,115.3,884.0,43.0,5694039.0,375816.0,66680.0
2014-02-01 00:00:00,915.0,115.3,861.0,41.0,5554109.0,362205.0,59942.0
2014-03-01 00:00:00,1063.0,115.3,898.0,43.0,6390111.0,412676.0,68624.0
2014-04-01 00:00:00,983.0,115.3,902.0,43.0,6048628.0,391516.0,70105.0
2014-05-01 00:00:00,1066.0,115.3,920.0,44.0,6186735.0,404285.0,70814.0
2014-06-01 00:00:00,1040.0,115.3,943.0,45.0,5858290.0,408549.0,67486.0
2014-07-01 00:00:00,1085.0,115.3,946.0,46.0,6819524.0,444028.0,69904.0
2014-08-01 00:00:00,1058.0,115.3,960.0,46.0,6841339.0,440682.0,68390.0
2014-09-01 00:00:00,1044.0,115.3,948.0,46.0,6289342.0,426122.0,69094.0
2014-10-01 00:00:00,1059.0,115.3,941.0,45.0,6167536.0,415800.0,70699.0
2014-11-01 00:00:00,1008.0,128.8,932.0,45.0,6169680.0,398639.0,65608.0
2014-12-01 00:00:00,1038.0,128.8,929.0,45.0,6390388.0,427597.0,66341.0
2015-01-01 00:00:00,1039.0,128.8,918.0,44.0,6392522.0,417208.0,74664.0
2015-02-01 00:00:00,957.0,151.4,917.0,44.0,5698525.0,410994.0,71499.0
2015-03-01 00:00:00,1118.0,151.4,945.0,45.0,6386621.0,427192.0,78493.0
2015-04-01 00:00:00,1031.0,151.4,947.0,45.0,5910035.0,405234.0,84234.0
2015-05-01 00:00:00,1129.0,151.4,982.0,47.0,6447964.0,418244.0,82270.0
2015-06-01 00:00:00,1103.0,160.4,1006.0,48.0,6479415.0,425988.0,84867.0
2015-07-01 00:00:00,1159.0,160.4,1026.0,49.0,6892158.0,463169.0,83695.0
2015-08-01 00:00:00,1143.0,160.4,1029.0,49.0,6841785.0,470333.0,84077.0
2015-09-01 00:00:00,1099.0,160.4,1012.0,48.0,6811133.0,449823.0,84273.0
2015-10-01 00:00:00,1125.0,160.4,1010.0,48.0,6661593.0,436150.0,87444.0
2015-11-01 00:00:00,1076.0,160.4,999.0,48.0,6266005.0,418317.0,82509.0
2015-12-01 00:00:00,1112.0,160.4,995.0,47.0,6791631.0,442815.0,90624.0
2016-01-01 00:00:00,1144.0,160.4,1026.0,48.0,7087288.0,459104.0,89306.0
2016-02-01 00:00:00,1082.0,160.4,1005.0,47.0,6515301.0,439577.0,88599.0
2016-03-01 00:00:00,1214.0,161.5,1042.0,49.0,7427909.0,501279.0,96352.0
2016-04-01 00:00:00,1144.0,160.8,1049.0,49.0,6685490.0,433991.0,99156.0
2016-05-01 00:00:00,1168.0,160.8,1095.0,52.0,7155315.0,471127.0,93524.0
2016-06-01 00:00:00,1176.0,160.8,1060.85,50.0,7294081.0,480686.0,95488.0
2016-07-01 00:00:00,1211.0,160.8,1072.0,51.0,7301355.0,482397.0,96723.0
2016-08-01 00:00:00,1243.0,160.8,1112.0,52.0,7762202.0,516984.0,98467.0
2016-09-01 00:00:00,1197.0,160.8,1091.0,51.0,7273047.0,470336.0,96616.0
2016-10-01 00:00:00,1219.0,160.8,1098.0,52.0,7352363.0,486610.0,97830.0
2016-11-01 00:00:00,1151.0,160.8,1060.0,50.0,7042260.0,481738.0,93312.0
2016-12-01 00:00:00,1198.0,160.8,1075.0,51.0,7622477.0,511094.0,102828.0
2017-01-01 00:00:00,1163.0,160.8,1082.0,50.0,7469404.0,484866.0,96158.0
2017-02-01 00:00:00,1075.0,160.8,1015.0,47.0,6851521.0,449977.0,91622.0
2017-03-01 00:00:00,1263.0,160.8,1097.0,51.0,8145312.0,534041.0,103739.0
2017-04-01 00:00:00,1197.0,160.8,1127.0,53.0,7274312.0,469660.0,108307.0
2017-05-01 00:00:00,1261.0,160.8,1143.0,53.0,7707326.0,514673.0,104787.0
2017-06-01 00:00:00,1237.0,160.8,1133.0,53.0,7610886.0,501205.0,104640.0
2017-07-01 00:00:00,1292.0,160.8,1161.0,54.0,7981789.0,528812.0,110244.0
2017-08-01 00:00:00,1307.0,160.8,1189.0,55.0,8313814.0,538605.0,104495.0
2017-09-01 00:00:00,1216.0,160.8,1131.0,53.0,7983025.0,523592.0,105213.0
2017-10-01 00:00:00,1265.0,160.8,1175.0,55.0,7979089.0,538979.0,104308.0
2017-11-01 00:00:00,1184.0,160.8,1097.0,51.0,7925161.0,537649.0,105252.0
2017-12-01 00:00:00,1211.0,160.8,1081.0,50.0,8614890.0,587009.0,110753.0
2018-01-01 00:00:00,1241.0,161.0,1131.0,52.0,8391451.0,564153.0,108152.0
2018-02-01 00:00:00,1152.0,161.0,1105.0,51.0,8004177.0,539583.0,101819.0
2018-03-01 00:00:00,1328.0,161.0,1172.0,54.0,9075041.0,602623.0,114219.0
2018-04-01 00:00:00,1202.0,161.0,1141.0,53.0,8270255.0,547266.0,113175.0
2018-05-01 00:00:00,1296.0,161.0,1186.0,55.0,8579580.0,572444.0,111732.3
2018-06-01 00:00:00,1268.0,161.0,1163.0,54.0,8879826.0,589229.0,110559.0
2018-07-01 00:00:00,1312.0,161.0,1192.0,55.0,8949965.0,601094.0,111214.0
2018-08-01 00:00:00,1334.0,161.0,1226.0,57.0,9249020.0,631924.0,114872.0
2018-09-01 00:00:00,1293.0,161.0,1221.0,56.0,574976.0,387.0,108891.0
2018-10-01 00:00:00,1303.0,161.0,1216.0,56.0,622618.0,401.0,113153.0
2018-11-01 00:00:00,1246.0,161.0,1174.0,54.0,593189.0,369.0,104922.0
2018-12-01 00:00:00,1268.0,161.0,1173.0,54.0,608387.0,387.0,116481.0
2019-01-01 00:00:00,1305.0,162.2,1191.0,55.0,8975702.0,604365.0,117398.0
2019-02-01 00:00:00,1218.0,162.2,1132.0,52.0,8250839.0,547493.0,106486.0
2019-03-01 00:00:00,1382.0,162.2,1243.0,57.0,9765690.0,638890.0,119049.0
2019-04-01 00:00:00,1229.0,162.2,1147.0,53.0,8786738.0,596874.0,116827.0
2019-05-01 00:00:00,1423.0,162.2,1267.0,58.0,9038991.0,605619.0,108699.0
2019-06-01 00:00:00,1354.0,162.2,1265.0,58.0,9031344.0,598154.0,113700.0
2019-07-01 00:00:00,1387.0,170.2,1275.0,58.0,8785727.0,646644.0,120448.0
2019-08-01 00:00:00,1355.0,170.2,1268.0,58.0,9142374.0,604400.0,119519.0
2019-09-01 00:00:00,1262.0,170.2,1216.0,56.0,8801443.0,619871.0,111839.0
2019-10-01 00:00:00,1288.0,170.2,1209.0,55.0,9017798.0,541809.0,117930.0
2019-11-01 00:00:00,1258.0,170.2,1196.0,55.0,8277576.0,638839.0,114847.0
2019-12-01 00:00:00,1278.0,170.2,1205.0,55.0,9104836.0,629389.0,117357.0
2020-01-01 00:00:00,1355.0,178.5,1242.0,57.0,9345491.0,569108.0,125890.0
2020-02-01 00:00:00,1308.0,178.5,1233.0,56.0,8670805.0,605402.0,117524.0
2020-03-01 00:00:00,1262.0,178.5,892.0,41.0,9236157.0,446567.0,94550.0
2020-04-01 00:00:00,1039.0,178.5,659.0,30.0,6312135.0,446567.0,44661.0
2020-05-01 00:00:00,1266.0,178.5,1597.0,73.0,6851849.0,488583.0,72378.0
2020-06-01 00:00:00,1340.0,178.5,1328.0,61.0,7747910.0,539932.0,104005.0
2020-07-01 00:00:00,1403.0,178.5,1268.0,58.0,9317491.0,618541.0,118037.0
2020-08-01 00:00:00,1371.0,178.5,1246.0,57.0,9624204.0,647934.0,123220.0
2020-09-01 00:00:00,1343.0,178.5,1240.0,57.0,9572442.0,644362.0,122013.0
2020-10-01 00:00:00,1373.0,178.5,1218.0,56.0,9405474.0,610081.0,102620.0
2020-11-01 00:00:00,1258.0,178.5,1176.0,54.0,7796977.0,491836.0,83847.0
2020-12-01 00:00:00,1333.0,178.5,1188.0,54.0,9030152.0,563027.0,109823.0
2021-01-01 00:00:00,1345.0,178.5,1233.0,56.0,8967962.0,571889.0,112575.0
2021-02-01 00:00:00,1271.0,178.5,1186.0,54.0,8567121.0,549748.0,109429.0
2021-03-01 00:00:00,1474.0,178.5,1299.0,59.0,9607694.0,627897.0,132243.0
2021-04-01 00:00:00,1400.0,178.5,1239.0,56.0,9440065.0,608931.0,132191.0
2021-05-01 00:00:00,1377.0,178.5,1253.0,56.56,8750114.0,581345.0,77529.0
2021-06-01 00:00:00,1343.0,178.5,1232.0,56.0,9421359.0,636042.0,77731.0
2021-07-01 00:00:00,1471.0,178.5,1311.0,59.0,9681367.0,619117.0,116392.0
2021-08-01 00:00:00,1427.0,178.5,1310.0,59.0,9297819.0,601570.0,94543.0
2021-09-01 00:00:00,1358.0,178.5,1259.0,57.0,8501792.0,573364.0,86764.0
2021-10-01 00:00:00,1435.0,178.5,1295.0,58.0,9010987.0,632028.0,123023.0
2021-11-01 00:00:00,1375.0,178.5,1280.0,58.0,8617722.0,594236.0,123967.0
2021-12-01 00:00:00,1440.0,178.5,1315.0,59.36,9504798.0,653191.0,131535.0
2022-01-01 00:00:00,1456.0,178.5,1318.0,58.92,9935277.0,632197.0,130874.0
2022-02-01 00:00:00,1313.0,178.5,1214.0,54.24,8704369.0,576163.0,118320.0
2022-03-01 00:00:00,1432.0,178.5,1317.0,59.37,9747032.0,640996.0,136773.0
2022-04-01 00:00:00,1255.0,178.5,1086.0,48.52,9496065.0,609465.0,114815.0
2022-05-01 00:00:00,1381.0,178.5,1261.0,56.33,8190029.0,518547.0,99446.0
2022-06-01 00:00:00,1338.0,178.5,1240.0,55.42,8138816.0,577082.0,61392.0
2022-07-01 00:00:00,1317.0,178.5,1151.0,51.46,7951263.0,553890.0,43978.0
2022-08-01 00:00:00,1339.0,178.5,1267.0,56.6,8519250.0,571774.0,43978.0
2022-09-01 00:00:00,1316.0,178.5,1199.0,53.57,7728547.0,554430.0,43978.0
2022-10-01 00:00:00,1309.0,178.5,1170.0,52.76,7315376.0,544489.0,43978.0
2022-11-01 00:00:00,1249.0,178.5,1161.0,52.35,7454271.0,526703.0,43978.0
2022-12-01 00:00:00,1235.0,178.5,1136.0,51.19,7784273.0,556448.0,43978.0
2023-01-01 00:00:00,1223.84,178.5,1127.0,51.19,7275144.0,539885.0,43978.0
