t,electricity-power-consumption-monthly,electricity-per-capita-electricity-consumption-monthly,petroleum-petrol-sales-monthly,merchandise-exports-total-quarterly,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,port-services-cargo-handled-monthly
2007-05-01 00:00:00,695.0,35.0,44322.0,1703.9,843.0,74.8,3873488.0
2007-06-01 00:00:00,700.0,35.0,43365.0,1836.2,812.0,74.8,3836680.0
2007-07-01 00:00:00,693.0,35.0,43699.0,1836.2,848.0,76.5,4099896.0
2007-08-01 00:00:00,716.0,36.0,43838.0,1836.2,850.0,76.5,3915867.0
2007-09-01 00:00:00,710.0,35.0,41462.0,2056.2,817.0,76.5,3940843.0
2007-10-01 00:00:00,721.0,36.0,43864.0,2056.2,850.0,76.5,4035495.0
2007-11-01 00:00:00,702.0,35.0,42370.0,2056.2,820.0,76.5,3669610.0
2007-12-01 00:00:00,699.0,35.0,43876.0,2043.6,837.0,76.5,4016428.0
2008-01-01 00:00:00,711.0,35.0,43810.0,2043.6,844.0,78.2,4025092.0
2008-02-01 00:00:00,712.0,35.0,40581.0,2043.6,796.0,78.2,3768373.0
2008-03-01 00:00:00,700.0,35.0,44653.0,1869.2,850.0,78.2,4263753.0
2008-04-01 00:00:00,728.0,36.0,46820.0,1869.2,793.0,78.2,4083550.0
2008-05-01 00:00:00,713.0,35.0,47078.0,1869.2,865.0,78.2,4330588.0
2008-06-01 00:00:00,712.0,35.0,39542.0,2005.0,817.0,78.2,4400138.0
2008-07-01 00:00:00,693.0,34.0,42537.0,2005.0,838.0,82.6,4303036.0
2008-08-01 00:00:00,692.0,34.0,41631.0,2005.0,834.0,82.6,4671978.0
2008-09-01 00:00:00,712.0,35.0,42218.0,2252.9,828.0,82.6,4559988.0
2008-10-01 00:00:00,704.0,35.0,43179.0,2252.9,824.0,82.6,4443929.0
2008-11-01 00:00:00,700.0,35.0,40820.0,2252.9,794.0,82.6,4083119.0
2008-12-01 00:00:00,675.0,33.0,46076.0,1983.5,812.0,82.6,3679114.0
2009-01-01 00:00:00,677.0,33.0,46405.0,1983.5,806.0,87.2,3299411.0
2009-02-01 00:00:00,673.0,33.0,40099.0,1983.5,731.0,87.2,3051111.0
2009-03-01 00:00:00,661.0,32.0,45087.0,1647.4,826.0,87.2,4076438.0
2009-04-01 00:00:00,671.0,33.0,47704.0,1647.4,776.0,87.2,3523425.0
2009-05-01 00:00:00,712.0,35.0,45861.0,1647.4,833.0,87.2,4067232.0
2009-06-01 00:00:00,712.0,35.0,46152.0,1541.3,820.0,87.2,4481385.0
2009-07-01 00:00:00,694.0,34.0,46783.0,1541.3,853.0,87.2,4387670.0
2009-08-01 00:00:00,726.0,35.0,45380.0,1541.3,845.0,87.2,4658315.0
2009-09-01 00:00:00,727.0,36.0,45327.0,1930.8,842.0,87.2,4317970.0
2009-10-01 00:00:00,709.0,35.0,50245.0,1930.8,856.0,87.2,4315075.0
2009-11-01 00:00:00,745.0,36.0,42661.0,1930.8,822.0,90.6,4139059.0
2009-12-01 00:00:00,722.0,35.0,46195.0,1965.0,871.0,90.6,4460376.0
2010-01-01 00:00:00,725.0,35.0,48352.0,1965.0,846.0,90.6,4981966.0
2010-02-01 00:00:00,736.0,36.0,45361.0,1965.0,806.0,90.6,4430887.0
2010-03-01 00:00:00,735.0,36.0,54276.0,2095.5,935.0,90.6,5237548.0
2010-04-01 00:00:00,765.0,37.0,51855.0,2095.5,845.0,90.6,5087952.0
2010-05-01 00:00:00,780.0,38.0,50587.0,2095.5,881.0,90.6,5146914.0
2010-06-01 00:00:00,769.0,37.0,51370.0,1678.7,902.0,90.6,4997287.0
2010-07-01 00:00:00,764.0,37.0,52946.0,1678.7,933.0,90.6,5327629.0
2010-08-01 00:00:00,808.0,39.0,50633.0,1678.7,918.0,90.6,5363624.0
2010-09-01 00:00:00,804.0,39.0,51712.0,2396.0,897.0,90.6,5233626.0
2010-10-01 00:00:00,780.0,38.0,52660.0,2396.0,939.0,90.6,5377495.0
2010-11-01 00:00:00,809.0,39.0,51687.0,2396.0,886.0,90.6,5102705.0
2010-12-01 00:00:00,792.0,38.0,55200.0,2455.7,926.0,90.6,4951759.0
2011-01-01 00:00:00,778.0,37.0,53057.0,2455.7,893.0,96.7,5582229.0
2011-02-01 00:00:00,783.0,38.0,48059.0,2455.7,836.0,96.7,4808717.0
2011-03-01 00:00:00,789.0,38.0,56649.0,2670.7,989.0,96.7,5733088.0
2011-04-01 00:00:00,804.0,39.0,56485.0,2670.7,897.0,96.7,5145776.0
2011-05-01 00:00:00,842.0,40.0,58109.0,2670.7,1002.0,96.7,5158283.0
2011-06-01 00:00:00,847.0,41.0,58785.0,2405.2,963.0,96.7,5369870.0
2011-07-01 00:00:00,852.0,41.0,58657.0,2405.2,1001.0,96.7,5437678.0
2011-08-01 00:00:00,877.0,42.0,58745.0,2405.2,1014.0,96.7,5644017.0
2011-09-01 00:00:00,873.0,42.0,59809.0,2774.6,986.0,96.7,5377313.0
2011-10-01 00:00:00,870.0,42.0,59605.0,2774.6,990.0,96.7,5714201.0
2011-11-01 00:00:00,864.0,41.0,55677.0,2774.6,958.0,96.7,5388327.0
2011-12-01 00:00:00,845.0,40.0,62362.0,2708.3,998.0,96.7,5708657.0
2012-01-01 00:00:00,867.0,42.0,62383.0,2708.3,981.0,100.0,5681935.0
2012-02-01 00:00:00,853.0,42.0,58022.0,2708.3,926.0,100.0,4834841.0
2012-03-01 00:00:00,875.0,43.0,64876.0,2570.1,1036.0,100.0,5855796.0
2012-04-01 00:00:00,855.0,42.0,61970.0,2570.1,913.0,100.0,5140386.0
2012-05-01 00:00:00,881.0,43.0,64453.0,2570.1,1038.0,100.0,5411665.0
2012-06-01 00:00:00,887.0,43.0,63545.0,2309.6,982.0,100.0,5621281.0
2012-07-01 00:00:00,877.0,43.0,63205.0,2309.6,1000.0,100.0,5634786.0
2012-08-01 00:00:00,897.0,44.0,63937.0,2309.6,983.0,100.0,5550197.0
2012-09-01 00:00:00,866.0,42.0,60078.0,2424.9,982.0,100.0,5325356.0
2012-10-01 00:00:00,882.0,43.0,65041.0,2424.9,1012.0,100.0,5505852.0
2012-11-01 00:00:00,864.0,42.0,59765.0,2424.9,965.0,100.0,5129697.0
2012-12-01 00:00:00,870.0,43.0,62394.0,2468.9,983.0,100.0,5275235.0
2013-01-01 00:00:00,865.0,42.0,63258.0,2468.9,984.0,103.4,5260472.0
2013-02-01 00:00:00,855.0,42.0,57205.0,2468.9,909.0,103.4,4793638.0
2013-03-01 00:00:00,885.0,43.0,64555.0,2358.4,1051.0,103.4,5838902.0
2013-04-01 00:00:00,916.0,45.0,67696.0,2358.4,993.0,103.4,5263446.0
2013-05-01 00:00:00,905.0,44.0,71446.0,2358.4,1018.0,104.9,5531216.0
2013-06-01 00:00:00,874.0,42.0,63973.0,2298.0,963.0,104.9,5906719.0
2013-07-01 00:00:00,870.0,42.0,63283.0,2298.0,1005.0,108.2,5786054.0
2013-08-01 00:00:00,889.0,43.0,66150.0,2298.0,1013.0,108.2,5728742.0
2013-09-01 00:00:00,884.0,43.0,61174.0,2677.0,966.0,106.6,5559776.0
2013-10-01 00:00:00,895.0,43.0,66164.0,2677.0,1033.0,109.9,5439859.0
2013-11-01 00:00:00,898.0,44.0,64388.0,2677.0,978.0,109.9,5360685.0
2013-12-01 00:00:00,885.0,43.0,64762.0,3060.9,984.0,109.9,5772817.0
2014-01-01 00:00:00,884.0,43.0,66680.0,3060.9,996.0,115.3,5694039.0
2014-02-01 00:00:00,861.0,41.0,59942.0,3060.9,915.0,115.3,5554109.0
2014-03-01 00:00:00,898.0,43.0,68624.0,2816.4,1063.0,115.3,6390111.0
2014-04-01 00:00:00,902.0,43.0,70105.0,2816.4,983.0,115.3,6048628.0
2014-05-01 00:00:00,920.0,44.0,70814.0,2816.4,1066.0,115.3,6186735.0
2014-06-01 00:00:00,943.0,45.0,67486.0,2633.5,1040.0,115.3,5858290.0
2014-07-01 00:00:00,946.0,46.0,69904.0,2633.5,1085.0,115.3,6819524.0
2014-08-01 00:00:00,960.0,46.0,68390.0,2633.5,1058.0,115.3,6841339.0
2014-09-01 00:00:00,948.0,46.0,69094.0,2852.1,1044.0,115.3,6289342.0
2014-10-01 00:00:00,941.0,45.0,70699.0,2852.1,1059.0,115.3,6167536.0
2014-11-01 00:00:00,932.0,45.0,65608.0,2852.1,1008.0,128.8,6169680.0
2014-12-01 00:00:00,929.0,45.0,66341.0,2828.1,1038.0,128.8,6390388.0
2015-01-01 00:00:00,918.0,44.0,74664.0,2828.1,1039.0,128.8,6392522.0
2015-02-01 00:00:00,917.0,44.0,71499.0,2828.1,957.0,151.4,5698525.0
2015-03-01 00:00:00,945.0,45.0,78493.0,2895.8,1118.0,151.4,6386621.0
2015-04-01 00:00:00,947.0,45.0,84234.0,2895.8,1031.0,151.4,5910035.0
2015-05-01 00:00:00,982.0,47.0,82270.0,2895.8,1129.0,151.4,6447964.0
2015-06-01 00:00:00,1006.0,48.0,84867.0,2548.6,1103.0,160.4,6479415.0
2015-07-01 00:00:00,1026.0,49.0,83695.0,2548.6,1159.0,160.4,6892158.0
2015-08-01 00:00:00,1029.0,49.0,84077.0,2548.6,1143.0,160.4,6841785.0
2015-09-01 00:00:00,1012.0,48.0,84273.0,2592.4,1099.0,160.4,6811133.0
2015-10-01 00:00:00,1010.0,48.0,87444.0,2592.4,1125.0,160.4,6661593.0
2015-11-01 00:00:00,999.0,48.0,82509.0,2592.4,1076.0,160.4,6266005.0
2015-12-01 00:00:00,995.0,47.0,90624.0,2509.7,1112.0,160.4,6791631.0
2016-01-01 00:00:00,1026.0,48.0,89306.0,2509.7,1144.0,160.4,7087288.0
2016-02-01 00:00:00,1005.0,47.0,88599.0,2509.7,1082.0,160.4,6515301.0
2016-03-01 00:00:00,1042.0,49.0,96352.0,2739.2,1214.0,161.5,7427909.0
2016-04-01 00:00:00,1049.0,49.0,99156.0,2739.2,1144.0,160.8,6685490.0
2016-05-01 00:00:00,1095.0,52.0,93524.0,2739.2,1168.0,160.8,7155315.0
2016-06-01 00:00:00,1060.85,50.0,95488.0,2391.1,1176.0,160.8,7294081.0
2016-07-01 00:00:00,1072.0,51.0,96723.0,2391.1,1211.0,160.8,7301355.0
2016-08-01 00:00:00,1112.0,52.0,98467.0,2391.1,1243.0,160.8,7762202.0
2016-09-01 00:00:00,1091.0,51.0,96616.0,2655.7,1197.0,160.8,7273047.0
2016-10-01 00:00:00,1098.0,52.0,97830.0,2655.7,1219.0,160.8,7352363.0
2016-11-01 00:00:00,1060.0,50.0,93312.0,2655.7,1151.0,160.8,7042260.0
2016-12-01 00:00:00,1075.0,51.0,102828.0,2523.7,1198.0,160.8,7622477.0
2017-01-01 00:00:00,1082.0,50.0,96158.0,2523.7,1163.0,160.8,7469404.0
2017-02-01 00:00:00,1015.0,47.0,91622.0,2523.7,1075.0,160.8,6851521.0
2017-03-01 00:00:00,1097.0,51.0,103739.0,2774.3,1263.0,160.8,8145312.0
2017-04-01 00:00:00,1127.0,53.0,108307.0,2774.3,1197.0,160.8,7274312.0
2017-05-01 00:00:00,1143.0,53.0,104787.0,2774.3,1261.0,160.8,7707326.0
2017-06-01 00:00:00,1133.0,53.0,104640.0,2623.2,1237.0,160.8,7610886.0
2017-07-01 00:00:00,1161.0,54.0,110244.0,2623.2,1292.0,160.8,7981789.0
2017-08-01 00:00:00,1189.0,55.0,104495.0,2623.2,1307.0,160.8,8313814.0
2017-09-01 00:00:00,1131.0,53.0,105213.0,3026.9,1216.0,160.8,7983025.0
2017-10-01 00:00:00,1175.0,55.0,104308.0,3026.9,1265.0,160.8,7979089.0
2017-11-01 00:00:00,1097.0,51.0,105252.0,3026.9,1184.0,160.8,7925161.0
2017-12-01 00:00:00,1081.0,50.0,110753.0,2936.0,1211.0,160.8,8614890.0
2018-01-01 00:00:00,1131.0,52.0,108152.0,2936.0,1241.0,161.0,8391451.0
2018-02-01 00:00:00,1105.0,51.0,101819.0,2936.0,1152.0,161.0,8004177.0
2018-03-01 00:00:00,1172.0,54.0,114219.0,2988.68,1328.0,161.0,9075041.0
2018-04-01 00:00:00,1141.0,53.0,113175.0,2988.68,1202.0,161.0,8270255.0
2018-05-01 00:00:00,1186.0,55.0,111732.3,2988.68,1296.0,161.0,8579580.0
2018-06-01 00:00:00,1163.0,54.0,110559.0,2743.18,1268.0,161.0,8879826.0
2018-07-01 00:00:00,1192.0,55.0,111214.0,2743.18,1312.0,161.0,8949965.0
2018-08-01 00:00:00,1226.0,57.0,114872.0,2743.18,1334.0,161.0,9249020.0
2018-09-01 00:00:00,1221.0,56.0,108891.0,3165.74,1293.0,161.0,574976.0
2018-10-01 00:00:00,1216.0,56.0,113153.0,3165.74,1303.0,161.0,622618.0
2018-11-01 00:00:00,1174.0,54.0,104922.0,3165.74,1246.0,161.0,593189.0
2018-12-01 00:00:00,1173.0,54.0,116481.0,2992.03,1268.0,161.0,608387.0
2019-01-01 00:00:00,1191.0,55.0,117398.0,2992.03,1305.0,162.2,8975702.0
