t,month-end-a-exchange-rates-monthly,monthly-average-exchange-rates-monthly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,formal-private-sector-wage-rate-index(december-1978=100)(nominal)-monthly
1988-04-01 00:00:00,323.92,30.9,57186.0,105714853300.0,178.5,8239.0
1988-05-01 00:00:00,323.92,31.0,57186.0,105714853300.0,178.5,8239.0
1988-06-01 00:00:00,323.92,31.1,57186.0,105714853300.0,178.5,8239.0
1988-07-01 00:00:00,323.92,31.8,57186.0,105714853300.0,178.5,8239.0
1988-08-01 00:00:00,323.92,32.5,57186.0,105714853300.0,178.5,8239.0
1988-09-01 00:00:00,323.92,33.0,57186.0,105714853300.0,178.5,8239.0
1988-10-01 00:00:00,323.92,33.0,57186.0,105714853300.0,178.5,8239.0
1988-11-01 00:00:00,323.92,33.0,57186.0,105714853300.0,178.5,8239.0
1988-12-01 00:00:00,323.92,33.0,57186.0,105714853300.0,178.5,8239.0
1989-01-01 00:00:00,323.92,33.1,57186.0,105714853300.0,178.5,8239.0
1989-02-01 00:00:00,323.92,33.1,57186.0,105714853300.0,178.5,8239.0
1989-03-01 00:00:00,323.92,33.4,57186.0,105714853300.0,178.5,8239.0
1989-04-01 00:00:00,323.92,34.0,57186.0,105714853300.0,178.5,8239.0
1989-05-01 00:00:00,323.92,34.1,57186.0,105714853300.0,178.5,8239.0
1989-06-01 00:00:00,323.92,34.3,57186.0,105714853300.0,178.5,8239.0
1989-07-01 00:00:00,323.92,34.7,57186.0,105714853300.0,178.5,8239.0
1989-08-01 00:00:00,323.92,36.3,57186.0,105714853300.0,178.5,8239.0
1989-09-01 00:00:00,323.92,39.5,57186.0,105714853300.0,178.5,8239.0
1989-10-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1989-11-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1989-12-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-01-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-02-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-03-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-04-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-05-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-06-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-07-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-08-01 00:00:00,323.92,40.0,57186.0,105714853300.0,178.5,8239.0
1990-09-01 00:00:00,323.92,39.9,57186.0,105714853300.0,178.5,8239.0
1990-10-01 00:00:00,323.92,40.3,57186.0,105714853300.0,178.5,8239.0
1990-11-01 00:00:00,323.92,40.3,57186.0,105714853300.0,178.5,8239.0
1990-12-01 00:00:00,323.92,40.2,57186.0,105714853300.0,178.5,8239.0
1991-01-01 00:00:00,323.92,40.3,57186.0,105714853300.0,178.5,8239.0
1991-02-01 00:00:00,323.92,40.6,57186.0,105714853300.0,178.5,8239.0
1991-03-01 00:00:00,323.92,40.7,57186.0,105714853300.0,178.5,8239.0
1991-04-01 00:00:00,323.92,40.8,57186.0,105714853300.0,178.5,8239.0
1991-05-01 00:00:00,323.92,41.0,57186.0,105714853300.0,178.5,8239.0
1991-06-01 00:00:00,323.92,41.2,57186.0,105714853300.0,178.5,8239.0
1991-07-01 00:00:00,323.92,41.2,57186.0,105714853300.0,178.5,8239.0
1991-08-01 00:00:00,323.92,41.7,57186.0,105714853300.0,178.5,8239.0
1991-09-01 00:00:00,323.92,41.9,57186.0,105714853300.0,178.5,8239.0
1991-10-01 00:00:00,323.92,42.2,57186.0,105714853300.0,178.5,8239.0
1991-11-01 00:00:00,323.92,42.4,57186.0,105714853300.0,178.5,8239.0
1991-12-01 00:00:00,323.92,42.5,57186.0,105714853300.0,178.5,8239.0
1992-01-01 00:00:00,323.92,42.6,57186.0,105714853300.0,178.5,8239.0
1992-02-01 00:00:00,323.92,42.8,57186.0,105714853300.0,178.5,8239.0
1992-03-01 00:00:00,323.92,43.1,57186.0,105714853300.0,178.5,8239.0
1992-04-01 00:00:00,323.92,43.4,57186.0,105714853300.0,178.5,8239.0
1992-05-01 00:00:00,323.92,43.6,57186.0,105714853300.0,178.5,8239.0
1992-06-01 00:00:00,323.92,43.9,57186.0,105714853300.0,178.5,8239.0
1992-07-01 00:00:00,323.92,44.0,57186.0,105714853300.0,178.5,8239.0
1992-08-01 00:00:00,323.92,44.1,57186.0,105714853300.0,178.5,8239.0
1992-09-01 00:00:00,323.92,44.2,57186.0,105714853300.0,178.5,8239.0
1992-10-01 00:00:00,323.92,44.4,57186.0,105714853300.0,178.5,8239.0
1992-11-01 00:00:00,323.92,44.6,57186.0,105714853300.0,178.5,8239.0
1992-12-01 00:00:00,323.92,45.0,57186.0,105714853300.0,178.5,8239.0
1993-01-01 00:00:00,323.92,46.3,57186.0,105714853300.0,178.5,8239.0
1993-02-01 00:00:00,323.92,46.5,57186.0,105714853300.0,178.5,8239.0
1993-03-01 00:00:00,323.92,47.0,57186.0,105714853300.0,178.5,8239.0
1993-04-01 00:00:00,323.92,47.8,57186.0,105714853300.0,178.5,8239.0
1993-05-01 00:00:00,323.92,48.1,57186.0,105714853300.0,178.5,8239.0
1993-06-01 00:00:00,323.92,48.2,57186.0,105714853300.0,178.5,8239.0
1993-07-01 00:00:00,323.92,48.8,57186.0,105714853300.0,178.5,8239.0
1993-08-01 00:00:00,323.92,49.0,57186.0,105714853300.0,178.5,8239.0
1993-09-01 00:00:00,323.92,49.1,57186.0,105714853300.0,178.5,8239.0
1993-10-01 00:00:00,323.92,49.2,57186.0,105714853300.0,178.5,8239.0
1993-11-01 00:00:00,323.92,49.3,57186.0,105714853300.0,178.5,8239.0
1993-12-01 00:00:00,323.92,49.5,57186.0,105714853300.0,178.5,8239.0
1994-01-01 00:00:00,323.92,49.7,57186.0,105714853300.0,178.5,8239.0
1994-02-01 00:00:00,323.92,49.4,57186.0,105714853300.0,178.5,8239.0
1994-03-01 00:00:00,323.92,49.2,57186.0,105714853300.0,178.5,8239.0
1994-04-01 00:00:00,323.92,49.2,57186.0,105714853300.0,178.5,8239.0
1994-05-01 00:00:00,323.92,49.3,57186.0,105714853300.0,178.5,8239.0
1994-06-01 00:00:00,323.92,49.6,57186.0,105714853300.0,178.5,8239.0
1994-07-01 00:00:00,323.92,49.3,57186.0,105714853300.0,178.5,8239.0
1994-08-01 00:00:00,323.92,49.5,57186.0,105714853300.0,178.5,8239.0
1994-09-01 00:00:00,323.92,49.5,57186.0,105714853300.0,178.5,8239.0
1994-10-01 00:00:00,323.92,49.4,57186.0,105714853300.0,178.5,8239.0
1994-11-01 00:00:00,323.92,49.3,57186.0,105714853300.0,178.5,8239.0
1994-12-01 00:00:00,323.92,49.7,57186.0,105714853300.0,178.5,8239.0
1996-01-01 00:00:00,54.2,54.2,16534.0,631918970.0,71.4,941.3
1996-02-01 00:00:00,54.1,54.2,16534.0,631918970.0,71.4,941.3
1996-03-01 00:00:00,54.2,54.2,16534.0,631918970.0,71.4,941.3
1996-04-01 00:00:00,54.2,54.2,16534.0,631918970.0,71.4,941.3
1996-05-01 00:00:00,54.7,54.4,16534.0,631918970.0,71.4,941.3
1996-06-01 00:00:00,55.2,55.0,16534.0,631918970.0,71.4,941.3
1996-07-01 00:00:00,55.6,55.5,16534.0,631918970.0,71.4,941.3
1996-08-01 00:00:00,55.9,55.8,16534.0,631918970.0,71.4,941.3
1996-09-01 00:00:00,56.4,56.2,16534.0,631918970.0,71.4,941.3
1996-10-01 00:00:00,56.5,56.5,16534.0,631918970.0,71.4,941.3
1996-11-01 00:00:00,56.6,56.5,16534.0,631918970.0,71.4,941.3
1996-12-01 00:00:00,56.7,56.6,16534.0,631918970.0,71.4,941.3
1997-01-01 00:00:00,57.2,56.9,16534.0,631918970.0,71.4,941.3
1997-02-01 00:00:00,57.5,57.4,16534.0,631918970.0,71.4,941.3
1997-03-01 00:00:00,58.0,57.8,16534.0,631918970.0,71.4,941.3
1997-04-01 00:00:00,58.7,58.4,16534.0,631918970.0,71.4,941.3
1997-05-01 00:00:00,58.9,58.8,16534.0,631918970.0,71.4,941.3
1997-06-01 00:00:00,59.0,59.0,16534.0,631918970.0,71.4,941.3
1997-07-01 00:00:00,59.4,59.2,16534.0,631918970.0,71.4,941.3
1997-08-01 00:00:00,59.5,59.5,16534.0,631918970.0,71.4,941.3
1997-09-01 00:00:00,59.8,59.7,16534.0,631918970.0,71.4,941.3
1997-10-01 00:00:00,60.1,59.9,16534.0,631918970.0,71.4,941.3
1997-11-01 00:00:00,60.6,60.3,16534.0,631918970.0,71.4,941.3
1997-12-01 00:00:00,61.3,61.0,16534.0,631918970.0,71.4,941.3
1998-01-01 00:00:00,61.6,61.5,16534.0,631918970.0,71.4,941.3
1998-02-01 00:00:00,62.0,61.8,16534.0,631918970.0,71.4,941.7
1998-03-01 00:00:00,62.7,62.3,16534.0,631918970.0,71.4,941.3
1998-04-01 00:00:00,63.4,63.1,16534.0,631918970.0,71.4,945.0
1998-05-01 00:00:00,64.3,63.9,16534.0,631918970.0,71.4,946.8
1998-06-01 00:00:00,64.8,64.5,16534.0,631918970.0,71.4,947.4
1998-07-01 00:00:00,65.7,65.2,16534.0,631918970.0,71.4,948.4
1998-08-01 00:00:00,66.0,66.0,16534.0,631918970.0,71.4,949.2
1998-09-01 00:00:00,66.1,66.1,16534.0,631918970.0,71.4,949.1
1998-10-01 00:00:00,66.5,66.3,16534.0,631918970.0,71.4,974.8
1998-11-01 00:00:00,67.4,66.9,16534.0,631918970.0,71.4,977.1
1998-12-01 00:00:00,67.8,67.5,16534.0,631918970.0,71.4,977.4
1999-01-01 00:00:00,68.2,67.9,16534.0,631918970.0,71.4,977.4
1999-02-01 00:00:00,68.8,68.5,16534.0,631918970.0,71.4,977.4
1999-03-01 00:00:00,69.5,69.1,16534.0,631918970.0,71.4,977.6
1999-04-01 00:00:00,69.9,69.7,16534.0,631918970.0,71.4,977.6
1999-05-01 00:00:00,70.4,70.2,16534.0,631918970.0,71.4,977.6
1999-06-01 00:00:00,70.9,70.6,16534.0,631918970.0,71.4,977.6
1999-07-01 00:00:00,71.0,71.1,16534.0,631918970.0,71.4,977.6
1999-08-01 00:00:00,71.1,71.1,16534.0,631918970.0,71.4,977.6
1999-09-01 00:00:00,71.3,71.2,16534.0,631918970.0,71.4,977.6
1999-10-01 00:00:00,71.6,71.4,16534.0,631918970.0,71.4,977.6
1999-11-01 00:00:00,71.9,71.8,16534.0,631918970.0,71.4,977.6
1999-12-01 00:00:00,72.1,72.1,16534.0,631918970.0,71.4,977.6
2000-01-01 00:00:00,72.6,72.4,16534.0,631918970.0,71.4,977.6
2000-02-01 00:00:00,73.0,72.8,16534.0,631918970.0,71.4,977.6
2000-03-01 00:00:00,73.1,73.1,16534.0,631918970.0,71.4,977.6
2000-04-01 00:00:00,73.5,73.3,16534.0,631918970.0,71.4,982.9
2000-05-01 00:00:00,74.0,73.8,16534.0,631918970.0,71.4,982.9
2000-06-01 00:00:00,77.5,75.7,16534.0,631918970.0,71.4,982.9
2000-07-01 00:00:00,77.5,77.5,16534.0,631918970.0,71.4,1018.2
2000-08-01 00:00:00,77.5,77.5,16534.0,631918970.0,71.4,1020.3
2000-09-01 00:00:00,77.5,77.5,16534.0,631918970.0,71.4,1020.3
2000-10-01 00:00:00,77.5,77.5,16534.0,631918970.0,71.4,1020.3
2000-11-01 00:00:00,79.1,78.4,16534.0,631918970.0,71.4,1020.3
2000-12-01 00:00:00,80.1,79.7,16534.0,631918970.0,71.4,1024.0
2001-01-01 00:00:00,90.3,83.7,16534.0,631918970.0,71.4,1024.0
2001-02-01 00:00:00,86.1,87.0,16534.0,631918970.0,71.4,1026.8
2001-03-01 00:00:00,86.8,85.8,16534.0,631918970.0,71.4,1044.2
2001-04-01 00:00:00,89.5,87.9,16534.0,631918970.0,71.4,1045.5
2001-05-01 00:00:00,91.5,90.7,16534.0,631918970.0,71.4,1045.9
2001-06-01 00:00:00,90.7,90.4,16534.0,631918970.0,71.4,1053.0
2001-07-01 00:00:00,89.9,90.3,16534.0,631918970.0,71.4,1053.1
2001-08-01 00:00:00,90.1,89.9,16534.0,631918970.0,71.4,1053.1
2001-09-01 00:00:00,90.1,90.2,16534.0,631918970.0,71.4,1053.1
2001-10-01 00:00:00,91.8,90.8,16534.0,631918970.0,71.4,1053.0
2001-11-01 00:00:00,93.1,92.6,16534.0,631918970.0,71.4,1069.8
2001-12-01 00:00:00,93.2,93.1,16534.0,631918970.0,71.4,1069.8
2002-01-01 00:00:00,93.5,93.4,16534.0,631918970.0,71.4,1069.8
2002-02-01 00:00:00,93.6,93.5,16534.0,631918970.0,71.4,1069.9
2002-03-01 00:00:00,95.6,94.7,16534.0,631918970.0,71.4,1069.9
2002-04-01 00:00:00,96.1,95.9,16534.0,631918970.0,71.4,1069.9
2002-05-01 00:00:00,96.2,96.2,16534.0,631918970.0,71.4,1069.9
2002-06-01 00:00:00,96.1,96.2,16534.0,631918970.0,71.4,1069.9
2002-07-01 00:00:00,96.3,96.1,16534.0,631918970.0,71.4,1183.1
2002-08-01 00:00:00,96.3,96.3,16534.0,631918970.0,71.4,1183.1
2002-09-01 00:00:00,96.3,96.2,16534.0,631918970.0,71.4,1183.0
2002-10-01 00:00:00,96.4,96.3,16534.0,631918970.0,71.4,1183.0
2002-11-01 00:00:00,96.6,96.5,16534.0,631918970.0,71.4,1183.0
2002-12-01 00:00:00,96.7,96.7,16534.0,631918970.0,71.4,1183.0
2003-01-01 00:00:00,96.8,96.8,16534.0,631918970.0,71.4,1183.1
2003-02-01 00:00:00,96.9,96.9,16534.0,631918970.0,71.4,1184.0
2003-03-01 00:00:00,96.9,96.9,16534.0,631918970.0,71.4,1184.3
2003-04-01 00:00:00,97.1,97.0,16534.0,631918970.0,71.4,1189.0
2003-05-01 00:00:00,97.3,97.2,16534.0,631918970.0,71.4,1215.3
2003-06-01 00:00:00,97.1,97.2,16534.0,631918970.0,71.4,1215.3
2003-07-01 00:00:00,97.1,97.1,16534.0,631918970.0,71.4,1215.4
2003-08-01 00:00:00,96.8,97.0,16534.0,631918970.0,71.4,1215.3
2003-09-01 00:00:00,94.4,95.5,16534.0,631918970.0,71.4,1215.3
2003-10-01 00:00:00,94.8,94.5,16534.0,631918970.0,71.4,1215.3
2003-11-01 00:00:00,96.5,95.8,16534.0,631918970.0,71.4,1215.3
2003-12-01 00:00:00,96.7,96.4,16534.0,631918970.0,71.4,1215.3
2004-01-01 00:00:00,97.5,97.9,16534.0,631918970.0,71.4,1219.1
2004-02-01 00:00:00,99.0,98.5,16534.0,631918970.0,71.4,1219.1
2004-03-01 00:00:00,97.4,97.5,16534.0,631918970.0,71.4,1219.1
2004-04-01 00:00:00,98.3,98.0,16534.0,631918970.0,71.4,1233.5
2004-05-01 00:00:00,99.1,98.9,16534.0,631918970.0,71.4,1237.2
2004-06-01 00:00:00,102.3,100.7,16534.0,631918970.0,71.4,1237.2
2004-07-01 00:00:00,103.4,102.8,16534.0,631918970.0,71.4,1237.4
2004-08-01 00:00:00,103.1,103.4,16534.0,631918970.0,71.4,1237.4
2004-09-01 00:00:00,103.7,103.2,16534.0,631918970.0,71.4,1237.4
2004-10-01 00:00:00,104.0,103.8,16534.0,631918970.0,71.4,1238.5
2004-11-01 00:00:00,104.9,104.7,16534.0,631918970.0,71.4,1240.2
2004-12-01 00:00:00,104.6,104.8,16534.0,631918970.0,71.4,1240.3
2005-01-01 00:00:00,99.4,99.6,16534.0,631918970.0,71.4,1241.0
2005-02-01 00:00:00,99.5,99.4,16534.0,631918970.0,71.4,1331.9
2005-03-01 00:00:00,99.4,99.4,16534.0,631918970.0,71.4,1332.3
2005-04-01 00:00:00,99.9,99.7,16534.0,631918970.0,71.4,1336.7
2005-05-01 00:00:00,99.9,99.9,16534.0,631918970.0,71.4,1336.7
2005-06-01 00:00:00,100.0,100.0,16534.0,631918970.0,71.4,1336.7
2005-07-01 00:00:00,100.7,100.3,16534.0,631918970.0,71.4,1336.7
2005-08-01 00:00:00,101.2,100.8,16534.0,631918970.0,71.4,1336.7
2005-09-01 00:00:00,101.3,101.4,16534.0,631918970.0,71.4,1341.8
2005-10-01 00:00:00,101.8,101.5,16534.0,631918970.0,71.4,1341.8
2005-11-01 00:00:00,102.0,101.9,16534.0,631918970.0,71.4,1341.9
2005-12-01 00:00:00,102.1,102.0,16534.0,631918970.0,71.4,1341.9
2006-01-01 00:00:00,102.3,102.1,16534.0,631918970.0,71.4,1341.9
2006-02-01 00:00:00,102.5,102.2,16534.0,631918970.0,71.4,1341.9
2006-03-01 00:00:00,102.8,102.7,16534.0,631918970.0,71.4,1341.9
2006-04-01 00:00:00,102.8,102.7,16534.0,631918970.0,71.4,1362.1
2006-05-01 00:00:00,103.0,102.9,16534.0,631918970.0,71.4,1362.1
2006-06-01 00:00:00,104.0,103.5,16534.0,631918970.0,71.4,1362.2
2006-07-01 00:00:00,104.0,104.0,16534.0,631918970.0,73.1,1362.3
2006-08-01 00:00:00,102.6,103.8,16534.0,631918970.0,73.1,1362.3
2006-09-01 00:00:00,103.8,102.5,16534.0,631918970.0,73.1,1362.3
2006-10-01 00:00:00,107.3,105.6,16534.0,631918970.0,73.1,1362.3
2006-11-01 00:00:00,108.0,107.7,16534.0,631918970.0,73.1,1362.3
2006-12-01 00:00:00,107.7,107.9,16534.0,631918970.0,73.1,1375.3
2007-01-01 00:00:00,108.7,108.5,16534.0,631918970.0,74.8,1378.0
2007-02-01 00:00:00,108.7,108.7,16534.0,631918970.0,74.8,1378.1
2007-03-01 00:00:00,109.4,109.3,16534.0,631918970.0,74.8,1378.0
2007-04-01 00:00:00,110.2,109.4,16534.0,631918970.0,74.8,1378.0
2007-05-01 00:00:00,110.8,110.9,16534.0,631918970.0,74.8,1548.8
2007-06-01 00:00:00,111.4,111.0,16534.0,631918970.0,74.8,1817.6
2007-07-01 00:00:00,111.8,111.7,16534.0,631918970.0,76.5,1817.7
2007-08-01 00:00:00,113.1,112.1,16534.0,631918970.0,76.5,1817.7
2007-09-01 00:00:00,113.5,113.3,16534.0,631918970.0,76.5,1817.7
2007-10-01 00:00:00,111.4,113.1,16534.0,631918970.0,76.5,1817.7
2007-11-01 00:00:00,110.5,110.5,16534.0,631918970.0,76.5,1817.8
2007-12-01 00:00:00,108.7,109.1,16534.0,631918970.0,76.5,1817.9
2008-01-01 00:00:00,108.0,108.3,16534.0,631918970.0,78.2,1817.9
2008-02-01 00:00:00,107.9,107.9,16534.0,631918970.0,78.2,1819.6
2008-03-01 00:00:00,107.8,107.7,16534.0,631918970.0,78.2,2046.2
2008-04-01 00:00:00,107.9,107.8,16534.0,631918970.0,78.2,2046.2
2008-05-01 00:00:00,107.9,107.8,16534.0,631918970.0,78.2,2046.3
2008-06-01 00:00:00,107.7,107.8,16534.0,631918970.0,78.2,2046.3
2008-07-01 00:00:00,107.5,107.6,16534.0,631918970.0,82.6,2168.3
2008-08-01 00:00:00,107.8,107.8,16534.0,631918970.0,82.6,2168.3
2008-09-01 00:00:00,107.9,107.9,16534.0,631918970.0,82.6,2171.4
2008-10-01 00:00:00,109.4,108.1,16534.0,631918970.0,82.6,2171.4
2008-11-01 00:00:00,110.0,110.0,16534.0,631918970.0,82.6,2171.4
2008-12-01 00:00:00,113.1,111.4,16534.0,631918970.0,82.6,2171.4
2009-01-01 00:00:00,113.9,113.7,16534.0,631918970.0,87.2,2171.3
2009-02-01 00:00:00,114.3,113.9,16534.0,631918970.0,87.2,2171.3
2009-03-01 00:00:00,115.1,114.3,16534.0,631918970.0,87.2,2171.3
2009-04-01 00:00:00,120.1,117.4,16534.0,631918970.0,87.2,2171.3
2009-05-01 00:00:00,114.9,116.9,16534.0,631918970.0,87.2,2171.3
2009-06-01 00:00:00,114.9,114.9,16534.0,631918970.0,87.2,2171.4
2009-07-01 00:00:00,114.9,114.9,16534.0,631918970.0,87.2,2171.4
2009-08-01 00:00:00,114.8,114.9,16534.0,631918970.0,87.2,2171.5
2009-09-01 00:00:00,114.8,114.8,16534.0,631918970.0,87.2,2171.5
2009-10-01 00:00:00,114.8,114.8,16534.0,631918970.0,87.2,2171.5
2009-11-01 00:00:00,114.6,114.5,16534.0,631918970.0,90.6,2171.5
2009-12-01 00:00:00,114.4,114.3,16534.0,631918970.0,90.6,2171.5
2010-01-01 00:00:00,114.6,114.4,16534.0,631918970.0,90.6,2813.6
2010-02-01 00:00:00,114.4,114.5,17279.0,631918970.0,90.6,2813.8
2010-03-01 00:00:00,114.0,114.2,19826.0,631918970.0,90.6,2813.9
2010-04-01 00:00:00,114.0,113.9,18462.0,631918970.0,90.6,2813.7
2010-05-01 00:00:00,113.9,113.7,18659.0,631918970.0,90.6,2813.6
2010-06-01 00:00:00,113.5,113.6,20298.0,631918970.0,90.6,2813.8
2010-07-01 00:00:00,112.6,113.1,22650.0,631918970.0,90.6,2824.0
2010-08-01 00:00:00,112.7,112.4,22059.0,631918970.0,90.6,2935.2
2010-09-01 00:00:00,111.9,112.5,24095.0,631918970.0,90.6,2935.2
2010-10-01 00:00:00,111.7,111.8,23014.0,631918970.0,90.6,2935.4
2010-11-01 00:00:00,111.5,111.6,21033.0,631918970.0,90.6,2935.6
2010-12-01 00:00:00,111.0,111.1,22915.0,631918970.0,90.6,2935.7
2011-01-01 00:00:00,111.1,110.9,21747.0,631918970.0,96.7,2935.9
2011-02-01 00:00:00,110.8,111.0,18948.0,631918970.0,96.7,2936.1
2011-03-01 00:00:00,110.4,110.4,22771.0,631918970.0,96.7,2936.3
2011-04-01 00:00:00,109.9,110.3,19626.0,631918970.0,96.7,2936.3
2011-05-01 00:00:00,109.8,109.8,20166.0,631918970.0,96.7,2936.3
2011-06-01 00:00:00,109.6,109.6,23084.0,631918970.0,96.7,2936.4
2011-07-01 00:00:00,109.5,109.5,23166.0,631918970.0,96.7,2936.4
2011-08-01 00:00:00,109.9,109.8,24808.0,631918970.0,96.7,2936.4
2011-09-01 00:00:00,110.2,110.1,24227.0,631918970.0,96.7,2936.4
2011-10-01 00:00:00,110.1,110.2,22064.0,631918970.0,96.7,2936.4
2011-11-01 00:00:00,113.9,111.3,22796.0,631918970.0,96.7,2936.4
2011-12-01 00:00:00,113.9,113.9,23886.0,631918970.0,96.7,3653.9
2012-01-01 00:00:00,113.9,113.9,23593.0,631918970.0,100.0,3653.9
2012-02-01 00:00:00,121.1,117.2,22211.0,631918970.0,100.0,3662.4
2012-03-01 00:00:00,128.2,125.5,25274.0,631918970.0,100.0,3662.4
2012-04-01 00:00:00,130.8,128.7,21774.0,631918970.0,100.0,3662.5
2012-05-01 00:00:00,132.2,129.4,24554.0,631918970.0,100.0,3662.6
2012-06-01 00:00:00,133.3,132.0,23398.0,631918970.0,100.0,3662.7
2012-07-01 00:00:00,131.8,132.9,24132.0,631918970.0,100.0,3662.8
2012-08-01 00:00:00,132.4,132.1,23265.0,631918970.0,100.0,3662.9
2012-09-01 00:00:00,129.8,131.8,23504.0,631918970.0,100.0,3662.8
2012-10-01 00:00:00,130.0,129.1,25658.0,631918970.0,100.0,3662.8
2012-11-01 00:00:00,130.3,130.3,23378.0,631918970.0,100.0,3662.8
2012-12-01 00:00:00,127.2,128.3,23820.0,631918970.0,100.0,3662.9
2013-01-01 00:00:00,126.5,126.9,25943.0,631918970.0,103.4,3720.7
2013-02-01 00:00:00,127.5,126.7,22665.0,631918970.0,103.4,3732.0
2013-03-01 00:00:00,126.9,126.8,24303.0,631918970.0,103.4,3881.7
2013-04-01 00:00:00,126.8,126.0,25729.0,631918970.0,103.4,3889.8
2013-05-01 00:00:00,126.5,126.3,26419.0,631918970.0,104.9,3889.7
2013-06-01 00:00:00,130.0,127.8,24926.0,631918970.0,104.9,3889.9
2013-07-01 00:00:00,131.6,131.0,26879.0,631918970.0,108.2,3890.0
2013-08-01 00:00:00,133.1,131.8,24213.0,631918970.0,108.2,3890.0
2013-09-01 00:00:00,132.0,132.5,24531.0,660942320.0,106.6,3890.0
2013-10-01 00:00:00,131.0,131.1,27383.0,709459020.0,109.9,3890.0
2013-11-01 00:00:00,131.2,131.1,26136.0,735959360.0,109.9,3928.8
2013-12-01 00:00:00,130.8,130.8,27850.0,865779020.0,109.9,3938.1
2014-01-01 00:00:00,130.7,130.7,27966.0,850762400.0,115.3,3938.1
2014-02-01 00:00:00,131.0,130.8,22497.0,958083565.0,115.3,3938.1
2014-03-01 00:00:00,130.7,130.6,25786.0,1167029220.0,115.3,3938.1
2014-04-01 00:00:00,130.6,130.6,25019.0,1716020360.0,115.3,3938.1
2014-05-01 00:00:00,130.5,130.5,24920.0,1584427285.0,115.3,3938.2
2014-06-01 00:00:00,130.3,130.3,27019.0,1830238390.0,115.3,3938.2
2014-07-01 00:00:00,130.2,130.2,31169.0,3676833390.0,115.3,3938.3
2014-08-01 00:00:00,130.2,130.2,28464.0,3935267490.0,115.3,4099.2
