t,total-tourist-arrivals-monthly,tourist-earnings-monthly,total-tourist-arrivals-quarterly
1977-07-01 00:00:00,9881.0,30.0,23029.0
1977-08-01 00:00:00,11129.0,30.0,23029.0
1977-09-01 00:00:00,7594.0,30.0,28604.0
1977-10-01 00:00:00,11541.0,30.0,28604.0
1977-11-01 00:00:00,17106.0,30.0,28604.0
1977-12-01 00:00:00,19536.0,30.0,48183.0
1978-01-01 00:00:00,23114.0,30.0,48183.0
1978-02-01 00:00:00,22427.0,30.0,48183.0
1978-03-01 00:00:00,20497.0,30.0,66038.0
1978-04-01 00:00:00,11545.0,30.0,66038.0
1978-05-01 00:00:00,8803.0,30.0,66038.0
1978-06-01 00:00:00,7134.0,30.0,27482.0
1978-07-01 00:00:00,13252.0,30.0,27482.0
1978-08-01 00:00:00,15542.0,30.0,27482.0
1978-09-01 00:00:00,10245.0,30.0,39039.0
1978-10-01 00:00:00,14340.0,30.0,39039.0
1978-11-01 00:00:00,20759.0,30.0,39039.0
1978-12-01 00:00:00,24934.0,30.0,60033.0
1979-01-01 00:00:00,28366.0,30.0,60033.0
1979-02-01 00:00:00,25226.0,30.0,60033.0
1979-03-01 00:00:00,25472.0,30.0,79064.0
1979-04-01 00:00:00,18847.0,30.0,79064.0
1979-05-01 00:00:00,13042.0,30.0,79064.0
1979-06-01 00:00:00,10674.0,30.0,42563.0
1979-07-01 00:00:00,16801.0,30.0,42563.0
1979-08-01 00:00:00,20203.0,30.0,42563.0
1979-09-01 00:00:00,14798.0,30.0,51802.0
1979-10-01 00:00:00,19376.0,30.0,51802.0
1979-11-01 00:00:00,25743.0,30.0,51802.0
1979-12-01 00:00:00,31616.0,30.0,76735.0
1980-01-01 00:00:00,36108.0,30.0,76735.0
1980-02-01 00:00:00,33896.0,30.0,76735.0
1980-03-01 00:00:00,34416.0,30.0,104420.0
1980-04-01 00:00:00,21806.0,30.0,104420.0
1980-05-01 00:00:00,19468.0,30.0,104420.0
1980-06-01 00:00:00,15082.0,30.0,56356.0
1980-07-01 00:00:00,22986.0,30.0,56356.0
1980-08-01 00:00:00,27440.0,30.0,56356.0
1980-09-01 00:00:00,19962.0,30.0,70388.0
1980-10-01 00:00:00,23646.0,30.0,70388.0
1980-11-01 00:00:00,23988.0,30.0,70388.0
1980-12-01 00:00:00,37982.0,30.0,85616.0
1981-01-01 00:00:00,45168.0,30.0,85616.0
1981-02-01 00:00:00,39384.0,30.0,85616.0
1981-03-01 00:00:00,38376.0,30.0,122928.0
1981-04-01 00:00:00,28568.0,30.0,122928.0
1981-05-01 00:00:00,21642.0,30.0,122928.0
1981-06-01 00:00:00,16836.0,30.0,67046.0
1981-07-01 00:00:00,28266.0,30.0,67046.0
1981-08-01 00:00:00,32788.0,30.0,67046.0
1981-09-01 00:00:00,24086.0,30.0,85140.0
1981-10-01 00:00:00,27030.0,30.0,85140.0
1981-11-01 00:00:00,29512.0,30.0,85140.0
1981-12-01 00:00:00,39086.0,30.0,95628.0
1982-01-01 00:00:00,40932.0,30.0,95628.0
1982-02-01 00:00:00,40148.0,30.0,95628.0
1982-03-01 00:00:00,42178.0,30.0,123258.0
1982-04-01 00:00:00,29606.0,30.0,123258.0
1982-05-01 00:00:00,28972.0,30.0,123258.0
1982-06-01 00:00:00,25772.0,30.0,84350.0
1982-07-01 00:00:00,30942.0,30.0,84350.0
1982-08-01 00:00:00,34332.0,30.0,84350.0
1982-09-01 00:00:00,29754.0,30.0,95028.0
1982-10-01 00:00:00,30296.0,30.0,95028.0
1982-11-01 00:00:00,33748.0,30.0,95028.0
1982-12-01 00:00:00,40550.0,30.0,104594.0
1983-01-01 00:00:00,49104.0,30.0,104594.0
1983-02-01 00:00:00,44018.0,30.0,104594.0
1983-03-01 00:00:00,44710.0,30.0,137832.0
1983-04-01 00:00:00,32556.0,30.0,137832.0
1983-05-01 00:00:00,32850.0,30.0,137832.0
1983-06-01 00:00:00,24350.0,30.0,89756.0
1983-07-01 00:00:00,25132.0,30.0,89756.0
1983-08-01 00:00:00,8430.0,30.0,89756.0
1983-09-01 00:00:00,10050.0,30.0,43612.0
1983-10-01 00:00:00,16410.0,30.0,43612.0
1983-11-01 00:00:00,20570.0,30.0,43612.0
1983-12-01 00:00:00,29350.0,30.0,66330.0
1984-01-01 00:00:00,33546.0,30.0,66330.0
1984-02-01 00:00:00,32406.0,30.0,66330.0
1984-03-01 00:00:00,32628.0,30.0,98580.0
1984-04-01 00:00:00,23684.0,30.0,98580.0
1984-05-01 00:00:00,18224.0,30.0,98580.0
1984-06-01 00:00:00,17866.0,30.0,59774.0
1984-07-01 00:00:00,26694.0,30.0,59774.0
1984-08-01 00:00:00,27626.0,30.0,59774.0
1984-09-01 00:00:00,21764.0,30.0,76084.0
1984-10-01 00:00:00,25800.0,30.0,76084.0
1984-11-01 00:00:00,27906.0,30.0,76084.0
1984-12-01 00:00:00,29590.0,30.0,83296.0
1985-01-01 00:00:00,28814.0,30.0,83296.0
1985-02-01 00:00:00,27012.0,30.0,83296.0
1985-03-01 00:00:00,29886.0,30.0,85712.0
1985-04-01 00:00:00,19778.0,30.0,85712.0
1985-05-01 00:00:00,14014.0,30.0,85712.0
1985-06-01 00:00:00,11092.0,30.0,44884.0
1985-07-01 00:00:00,18362.0,30.0,44884.0
1985-08-01 00:00:00,20138.0,30.0,44884.0
1985-09-01 00:00:00,15242.0,30.0,53742.0
1985-10-01 00:00:00,18176.0,30.0,53742.0
1985-11-01 00:00:00,23218.0,30.0,53742.0
1985-12-01 00:00:00,31724.0,30.0,73118.0
1986-01-01 00:00:00,32890.0,30.0,73118.0
1986-02-01 00:00:00,30512.0,30.0,73118.0
1986-03-01 00:00:00,28932.0,30.0,92334.0
1986-04-01 00:00:00,19262.0,30.0,92334.0
1986-05-01 00:00:00,13100.0,30.0,92334.0
1986-06-01 00:00:00,9536.0,30.0,41898.0
1986-07-01 00:00:00,12330.0,30.0,41898.0
1986-08-01 00:00:00,15190.0,30.0,41898.0
1986-09-01 00:00:00,12398.0,30.0,39918.0
1986-10-01 00:00:00,12732.0,30.0,39918.0
1986-11-01 00:00:00,18114.0,30.0,39918.0
1986-12-01 00:00:00,25110.0,30.0,55956.0
1987-01-01 00:00:00,25446.0,30.0,55956.0
1987-02-01 00:00:00,23714.0,30.0,55956.0
1987-03-01 00:00:00,22838.0,30.0,71998.0
1987-04-01 00:00:00,16238.0,30.0,71998.0
1987-05-01 00:00:00,8204.0,30.0,71998.0
1987-06-01 00:00:00,7650.0,30.0,32092.0
1987-07-01 00:00:00,10200.0,30.0,32092.0
1987-08-01 00:00:00,11408.0,30.0,32092.0
1987-09-01 00:00:00,10072.0,30.0,31680.0
1987-10-01 00:00:00,12146.0,30.0,31680.0
1987-11-01 00:00:00,14188.0,30.0,31680.0
1987-12-01 00:00:00,20516.0,30.0,46850.0
1988-01-01 00:00:00,20400.0,30.0,46850.0
1988-02-01 00:00:00,19150.0,30.0,46850.0
1988-03-01 00:00:00,19430.0,30.0,58980.0
1988-04-01 00:00:00,13834.0,30.0,58980.0
1988-05-01 00:00:00,11124.0,30.0,58980.0
1988-06-01 00:00:00,11540.0,30.0,36498.0
1988-07-01 00:00:00,17660.0,30.0,36498.0
1988-08-01 00:00:00,18670.0,30.0,36498.0
1988-09-01 00:00:00,14980.0,30.0,51310.0
1988-10-01 00:00:00,16742.0,30.0,51310.0
1988-11-01 00:00:00,10560.0,30.0,51310.0
1988-12-01 00:00:00,8572.0,30.0,35874.0
1989-01-01 00:00:00,12962.0,30.0,35874.0
1989-02-01 00:00:00,12344.0,30.0,35874.0
1989-03-01 00:00:00,16032.0,30.0,41338.0
1989-04-01 00:00:00,12312.0,30.0,41338.0
1989-05-01 00:00:00,12750.0,30.0,41338.0
1989-06-01 00:00:00,11630.0,30.0,36692.0
1989-07-01 00:00:00,15194.0,30.0,36692.0
1989-08-01 00:00:00,17220.0,30.0,36692.0
1989-09-01 00:00:00,14264.0,30.0,46678.0
1989-10-01 00:00:00,15050.0,30.0,46678.0
1989-11-01 00:00:00,18948.0,30.0,46678.0
1989-12-01 00:00:00,26026.0,30.0,60024.0
1990-01-01 00:00:00,26592.0,30.0,60024.0
1990-02-01 00:00:00,26368.0,30.0,60024.0
1990-03-01 00:00:00,26946.0,30.0,79906.0
1990-04-01 00:00:00,22788.0,30.0,79906.0
1990-05-01 00:00:00,18286.0,30.0,79906.0
1990-06-01 00:00:00,18050.0,30.0,59124.0
1990-07-01 00:00:00,26410.0,30.0,59124.0
1990-08-01 00:00:00,26786.0,30.0,59124.0
1990-09-01 00:00:00,22438.0,30.0,75634.0
1990-10-01 00:00:00,23060.0,30.0,75634.0
1990-11-01 00:00:00,24596.0,30.0,75634.0
1990-12-01 00:00:00,35568.0,30.0,83224.0
1991-01-01 00:00:00,28932.0,30.0,83224.0
1991-02-01 00:00:00,28080.0,30.0,83224.0
1991-03-01 00:00:00,27153.0,30.0,84165.0
1991-04-01 00:00:00,20541.0,30.0,84165.0
1991-05-01 00:00:00,17745.0,30.0,84165.0
1991-06-01 00:00:00,17394.0,30.0,55680.0
1991-07-01 00:00:00,30645.0,30.0,55680.0
1991-08-01 00:00:00,28824.0,30.0,55680.0
1991-09-01 00:00:00,24762.0,30.0,84231.0
1991-10-01 00:00:00,25173.0,30.0,84231.0
1991-11-01 00:00:00,28272.0,30.0,84231.0
1991-12-01 00:00:00,40182.0,30.0,93627.0
1992-01-01 00:00:00,35730.0,30.0,93627.0
1992-02-01 00:00:00,38859.0,30.0,93627.0
1992-03-01 00:00:00,33399.0,30.0,107988.0
1992-04-01 00:00:00,28410.0,30.0,107988.0
1992-05-01 00:00:00,21024.0,30.0,107988.0
1992-06-01 00:00:00,23157.0,30.0,72591.0
1992-07-01 00:00:00,33771.0,30.0,72591.0
1992-08-01 00:00:00,40143.0,30.0,72591.0
1992-09-01 00:00:00,29838.0,30.0,103752.0
1992-10-01 00:00:00,32079.0,30.0,103752.0
1992-11-01 00:00:00,35967.0,30.0,103752.0
1992-12-01 00:00:00,41292.0,30.0,109338.0
1993-01-01 00:00:00,42726.0,30.0,109338.0
1993-02-01 00:00:00,40116.0,30.0,109338.0
1993-03-01 00:00:00,37953.0,30.0,120795.0
1993-04-01 00:00:00,29589.0,30.0,120795.0
1993-05-01 00:00:00,22368.0,30.0,120795.0
1993-06-01 00:00:00,20412.0,30.0,72369.0
1993-07-01 00:00:00,32904.0,30.0,72369.0
1993-08-01 00:00:00,32796.0,30.0,72369.0
1993-09-01 00:00:00,27495.0,30.0,93195.0
1993-10-01 00:00:00,30621.0,30.0,93195.0
1993-11-01 00:00:00,35103.0,30.0,93195.0
1993-12-01 00:00:00,40167.0,30.0,105891.0
1994-01-01 00:00:00,45402.0,30.0,105891.0
1994-02-01 00:00:00,41067.0,30.0,105891.0
1994-03-01 00:00:00,41277.0,30.0,127746.0
1994-04-01 00:00:00,28080.0,30.0,127746.0
1994-05-01 00:00:00,21777.0,30.0,127746.0
1994-06-01 00:00:00,21399.0,30.0,71256.0
1994-07-01 00:00:00,35370.0,30.0,71256.0
1994-08-01 00:00:00,32817.0,30.0,71256.0
1994-09-01 00:00:00,31062.0,30.0,99249.0
1994-10-01 00:00:00,33216.0,30.0,99249.0
1994-11-01 00:00:00,33306.0,30.0,99249.0
1994-12-01 00:00:00,42738.0,30.0,109260.0
1995-01-01 00:00:00,45987.0,30.0,109260.0
1995-02-01 00:00:00,42591.0,30.0,109260.0
1995-03-01 00:00:00,40074.0,30.0,128652.0
1995-04-01 00:00:00,33756.0,30.0,128652.0
1995-05-01 00:00:00,24672.0,30.0,128652.0
1995-06-01 00:00:00,22416.0,30.0,80844.0
1995-07-01 00:00:00,35994.0,30.0,80844.0
1995-08-01 00:00:00,35814.0,30.0,80844.0
1995-09-01 00:00:00,30828.0,30.0,102636.0
1995-10-01 00:00:00,30603.0,30.0,102636.0
1995-11-01 00:00:00,28365.0,30.0,102636.0
1995-12-01 00:00:00,32001.0,30.0,90969.0
1996-01-01 00:00:00,30957.0,30.0,90969.0
1996-02-01 00:00:00,29550.0,30.0,90969.0
1996-03-01 00:00:00,26442.0,30.0,86949.0
1996-04-01 00:00:00,20376.0,30.0,86949.0
1996-05-01 00:00:00,17655.0,30.0,86949.0
1996-06-01 00:00:00,19668.0,30.0,57699.0
1996-07-01 00:00:00,25380.0,30.0,57699.0
1996-08-01 00:00:00,24765.0,30.0,57699.0
1996-09-01 00:00:00,23211.0,30.0,73356.0
1996-10-01 00:00:00,23511.0,30.0,73356.0
1996-11-01 00:00:00,24921.0,30.0,73356.0
1996-12-01 00:00:00,35829.0,30.0,84261.0
1997-01-01 00:00:00,32652.0,30.0,84261.0
1997-02-01 00:00:00,35010.0,30.0,84261.0
1997-03-01 00:00:00,34098.0,30.0,101760.0
1997-04-01 00:00:00,26907.0,30.0,101760.0
1997-05-01 00:00:00,22407.0,30.0,101760.0
1997-06-01 00:00:00,23160.0,30.0,72474.0
1997-07-01 00:00:00,30867.0,30.0,72474.0
1997-08-01 00:00:00,32034.0,30.0,72474.0
1997-09-01 00:00:00,29793.0,30.0,92694.0
1997-10-01 00:00:00,28314.0,30.0,92694.0
1997-11-01 00:00:00,31995.0,30.0,92694.0
1997-12-01 00:00:00,38928.0,30.0,99237.0
1998-01-01 00:00:00,37224.0,30.0,99237.0
1998-02-01 00:00:00,35283.0,30.0,99237.0
1998-03-01 00:00:00,32256.0,30.0,104763.0
1998-04-01 00:00:00,25578.0,30.0,104763.0
1998-05-01 00:00:00,20394.0,30.0,104763.0
1998-06-01 00:00:00,22410.0,30.0,68382.0
1998-07-01 00:00:00,29529.0,30.0,68382.0
1998-08-01 00:00:00,31446.0,30.0,68382.0
1998-09-01 00:00:00,31653.0,30.0,92628.0
1998-10-01 00:00:00,31767.0,30.0,92628.0
1998-11-01 00:00:00,38421.0,30.0,92628.0
1998-12-01 00:00:00,45102.0,30.0,115290.0
1999-01-01 00:00:00,44379.0,30.0,115290.0
1999-02-01 00:00:00,41526.0,30.0,115290.0
1999-03-01 00:00:00,41022.0,30.0,126927.0
1999-04-01 00:00:00,34443.0,30.0,126927.0
1999-05-01 00:00:00,25212.0,30.0,126927.0
1999-06-01 00:00:00,26184.0,30.0,85839.0
1999-07-01 00:00:00,33288.0,30.0,85839.0
1999-08-01 00:00:00,39081.0,30.0,85839.0
1999-09-01 00:00:00,33915.0,30.0,106284.0
1999-10-01 00:00:00,35112.0,30.0,106284.0
1999-11-01 00:00:00,41952.0,30.0,106284.0
1999-12-01 00:00:00,40326.0,30.0,117390.0
2000-01-01 00:00:00,43311.0,30.0,117390.0
2000-02-01 00:00:00,43287.0,30.0,117390.0
2000-03-01 00:00:00,40110.0,30.0,126708.0
2000-04-01 00:00:00,33642.0,30.0,126708.0
2000-05-01 00:00:00,23404.0,30.0,126708.0
2000-06-01 00:00:00,21825.0,30.0,78871.0
2000-07-01 00:00:00,33267.0,30.0,78871.0
2000-08-01 00:00:00,34422.0,30.0,78871.0
2000-09-01 00:00:00,31035.0,30.0,98724.0
2000-10-01 00:00:00,26658.0,30.0,98724.0
2000-11-01 00:00:00,32469.0,30.0,98724.0
2000-12-01 00:00:00,36984.0,30.0,96111.0
2001-01-01 00:00:00,44187.0,30.0,96111.0
2001-02-01 00:00:00,46575.0,30.0,96111.0
2001-03-01 00:00:00,44290.0,30.0,135052.0
2001-04-01 00:00:00,36906.0,30.0,135052.0
2001-05-01 00:00:00,26924.0,30.0,135052.0
2001-06-01 00:00:00,28323.0,30.0,92153.0
2001-07-01 00:00:00,28566.0,30.0,92153.0
2001-08-01 00:00:00,15717.0,30.0,92153.0
2001-09-01 00:00:00,11758.0,30.0,56041.0
2001-10-01 00:00:00,12904.0,30.0,56041.0
2001-11-01 00:00:00,17344.0,30.0,56041.0
2001-12-01 00:00:00,23300.0,30.0,53548.0
2002-01-01 00:00:00,28296.0,30.0,53548.0
2002-02-01 00:00:00,31683.0,30.0,53548.0
2002-03-01 00:00:00,33084.0,30.0,93063.0
2002-04-01 00:00:00,27057.0,30.0,93063.0
2002-05-01 00:00:00,26661.0,30.0,93063.0
2002-06-01 00:00:00,26355.0,30.0,80073.0
2002-07-01 00:00:00,35742.0,30.0,80073.0
2002-08-01 00:00:00,35475.0,30.0,80073.0
2002-09-01 00:00:00,32982.0,30.0,104199.0
2002-10-01 00:00:00,36258.0,30.0,104199.0
2002-11-01 00:00:00,37395.0,30.0,104199.0
2002-12-01 00:00:00,42183.0,30.0,115836.0
2003-01-01 00:00:00,40647.0,30.0,115836.0
2003-02-01 00:00:00,39081.0,30.0,115836.0
2003-03-01 00:00:00,40818.0,30.0,120546.0
2003-04-01 00:00:00,33714.0,30.0,120546.0
2003-05-01 00:00:00,30048.0,30.0,120546.0
2003-06-01 00:00:00,31836.0,30.0,95598.0
2003-07-01 00:00:00,43743.0,30.0,95598.0
2003-08-01 00:00:00,42111.0,30.0,95598.0
2003-09-01 00:00:00,36054.0,30.0,121908.0
2003-10-01 00:00:00,49922.0,30.0,121908.0
2003-11-01 00:00:00,54946.0,30.0,121908.0
2003-12-01 00:00:00,57722.0,30.0,162590.0
2004-01-01 00:00:00,49950.0,30.0,162590.0
2004-02-01 00:00:00,43584.0,30.0,162590.0
2004-03-01 00:00:00,38418.0,30.0,131952.0
2004-04-01 00:00:00,30672.0,30.0,131952.0
2004-05-01 00:00:00,30162.0,30.0,131952.0
2004-06-01 00:00:00,32119.0,30.0,92953.0
2004-07-01 00:00:00,50525.0,30.0,92953.0
2004-08-01 00:00:00,48675.0,30.0,92953.0
2004-09-01 00:00:00,51525.0,30.0,150725.0
2004-10-01 00:00:00,59442.0,30.0,150725.0
2004-11-01 00:00:00,64971.0,30.0,150725.0
2004-12-01 00:00:00,66159.0,30.0,190572.0
2005-01-01 00:00:00,38187.0,30.0,190572.0
2005-02-01 00:00:00,36645.0,30.0,190572.0
2005-03-01 00:00:00,50418.0,30.0,125250.0
2005-04-01 00:00:00,42261.0,30.0,125250.0
2005-05-01 00:00:00,40878.0,30.0,125250.0
2005-06-01 00:00:00,45699.0,30.0,128838.0
2005-07-01 00:00:00,56745.0,30.0,128838.0
2005-08-01 00:00:00,51216.0,30.0,128838.0
2005-09-01 00:00:00,43536.0,30.0,151497.0
2005-10-01 00:00:00,44095.0,30.0,151497.0
2005-11-01 00:00:00,48457.0,30.0,151497.0
2005-12-01 00:00:00,51171.0,30.0,143723.0
2006-01-01 00:00:00,52103.0,30.0,143723.0
2006-02-01 00:00:00,52687.0,30.0,143723.0
2006-03-01 00:00:00,54746.0,30.0,159536.0
2006-04-01 00:00:00,49776.0,30.0,159536.0
2006-05-01 00:00:00,43825.0,30.0,159536.0
2006-06-01 00:00:00,44066.0,30.0,137667.0
2006-07-01 00:00:00,55354.0,30.0,137667.0
2006-08-01 00:00:00,52931.0,30.0,137667.0
2006-09-01 00:00:00,38485.0,30.0,146770.0
2006-10-01 00:00:00,38815.0,30.0,146770.0
2006-11-01 00:00:00,37591.0,30.0,146770.0
2006-12-01 00:00:00,39224.0,30.0,115630.0
2007-01-01 00:00:00,56553.0,30.0,115630.0
2007-02-01 00:00:00,43051.0,30.0,115630.0
2007-03-01 00:00:00,35031.0,30.0,134635.0
2007-04-01 00:00:00,33039.0,30.0,134635.0
2007-05-01 00:00:00,26307.0,30.0,134635.0
2007-06-01 00:00:00,30810.0,30.0,90156.0
2007-07-01 00:00:00,44142.0,30.0,90156.0
2007-08-01 00:00:00,44742.0,30.0,90156.0
2007-09-01 00:00:00,37104.0,30.0,125988.0
2007-10-01 00:00:00,37011.0,30.0,125988.0
2007-11-01 00:00:00,45102.0,30.0,125988.0
2007-12-01 00:00:00,61116.0,30.0,143229.0
2008-01-01 00:00:00,56916.0,30.0,143229.0
2008-02-01 00:00:00,40551.0,30.0,143229.0
2008-03-01 00:00:00,38049.0,30.0,135516.0
2008-04-01 00:00:00,29747.0,30.0,135516.0
2008-05-01 00:00:00,31140.0,30.0,135516.0
2008-06-01 00:00:00,27960.0,30.0,88847.0
2008-07-01 00:00:00,32982.0,30.0,88847.0
2008-08-01 00:00:00,30672.0,30.0,88847.0
2008-09-01 00:00:00,29529.0,30.0,93183.0
2008-10-01 00:00:00,35103.0,30.0,93183.0
2008-11-01 00:00:00,36901.0,30.0,93183.0
2008-12-01 00:00:00,48925.0,30.0,120929.0
2009-01-01 00:00:00,38468.0,30.0,120929.0
2009-02-01 00:00:00,34169.0,26.7,120929.0
2009-03-01 00:00:00,34065.0,26.6,106702.0
2009-04-01 00:00:00,26054.0,20.3,106702.0
2009-05-01 00:00:00,24739.0,19.3,106702.0
2009-06-01 00:00:00,30234.0,23.6,81027.0
2009-07-01 00:00:00,42223.0,33.0,81027.0
2009-08-01 00:00:00,41207.0,32.2,81027.0
2009-09-01 00:00:00,37983.0,29.6,121413.0
2009-10-01 00:00:00,37575.0,29.3,121413.0
2009-11-01 00:00:00,44311.0,34.6,121413.0
2009-12-01 00:00:00,56862.0,44.4,138748.0
2010-01-01 00:00:00,50757.0,44.7,138748.0
2010-02-01 00:00:00,57300.0,50.4,138748.0
2010-03-01 00:00:00,52352.0,46.1,160409.0
2010-04-01 00:00:00,38300.0,33.7,160409.0
2010-05-01 00:00:00,35213.0,31.0,160409.0
2010-06-01 00:00:00,44730.0,39.4,118243.0
2010-07-01 00:00:00,63339.0,55.7,118243.0
2010-08-01 00:00:00,55898.0,49.2,118243.0
2010-09-01 00:00:00,47339.0,41.7,166576.0
2010-10-01 00:00:00,52370.0,46.1,166576.0
2010-11-01 00:00:00,72251.0,63.6,166576.0
2010-12-01 00:00:00,84627.0,74.5,209248.0
2011-01-01 00:00:00,74197.0,72.0,209248.0
2011-02-01 00:00:00,65797.0,63.8,209248.0
2011-03-01 00:00:00,75130.0,72.9,215124.0
2011-04-01 00:00:00,63835.0,61.9,215124.0
2011-05-01 00:00:00,48943.0,47.5,215124.0
2011-06-01 00:00:00,53636.0,52.0,166414.0
2011-07-01 00:00:00,83786.0,81.3,166414.0
2011-08-01 00:00:00,72463.0,70.3,166414.0
2011-09-01 00:00:00,60219.0,58.4,216468.0
2011-10-01 00:00:00,69563.0,67.5,216468.0
2011-11-01 00:00:00,90889.0,88.2,216468.0
2011-12-01 00:00:00,97517.0,94.6,257969.0
2012-01-01 00:00:00,85874.0,88.9,257969.0
2012-02-01 00:00:00,83549.0,84.9,257969.0
2012-03-01 00:00:00,91102.0,92.9,260525.0
2012-04-01 00:00:00,69591.0,73.1,260525.0
2012-05-01 00:00:00,57506.0,57.3,260525.0
2012-06-01 00:00:00,65245.0,62.8,192342.0
2012-07-01 00:00:00,90338.0,100.5,192342.0
2012-08-01 00:00:00,79456.0,81.8,192342.0
2012-09-01 00:00:00,71111.0,68.8,240905.0
2012-10-01 00:00:00,80379.0,79.5,240905.0
2012-11-01 00:00:00,109202.0,114.7,240905.0
2012-12-01 00:00:00,122252.0,133.5,311833.0
2013-01-01 00:00:00,110543.0,148.8,311833.0
2013-02-01 00:00:00,113968.0,153.4,311833.0
2013-03-01 00:00:00,113208.0,152.4,337719.0
2013-04-01 00:00:00,80737.0,108.7,337719.0
2013-05-01 00:00:00,74838.0,100.7,337719.0
2013-06-01 00:00:00,90279.0,121.5,245854.0
2013-07-01 00:00:00,107016.0,144.0,245854.0
2013-08-01 00:00:00,123269.0,165.9,245854.0
2013-09-01 00:00:00,90339.0,121.6,320624.0
2013-10-01 00:00:00,107058.0,144.1,320624.0
2013-11-01 00:00:00,109420.0,147.3,320624.0
2013-12-01 00:00:00,153918.0,207.2,370396.0
2014-01-01 00:00:00,146575.0,233.3,370396.0
2014-02-01 00:00:00,141878.0,225.9,370396.0
2014-03-01 00:00:00,133048.0,211.8,421501.0
2014-04-01 00:00:00,112631.0,179.3,421501.0
2014-05-01 00:00:00,90046.0,143.3,421501.0
2014-06-01 00:00:00,103175.0,164.2,305852.0
2014-07-01 00:00:00,133971.0,213.3,305852.0
2014-08-01 00:00:00,140319.0,223.4,305852.0
2014-09-01 00:00:00,105535.0,168.0,379825.0
2014-10-01 00:00:00,121576.0,193.5,379825.0
2014-11-01 00:00:00,119727.0,190.6,379825.0
