t,port-services-container-handled-monthly,port-services-cargo-handled-monthly,electricity-power-generation-monthly
2013-04-01 00:00:00,341240.0,5263446.0,993.0
2013-05-01 00:00:00,347592.0,5531216.0,1018.0
2013-06-01 00:00:00,371210.0,5906719.0,963.0
2013-07-01 00:00:00,384000.0,5786054.0,1005.0
2013-08-01 00:00:00,377877.0,5728742.0,1013.0
2013-09-01 00:00:00,359015.0,5559776.0,966.0
2013-10-01 00:00:00,370567.0,5439859.0,1033.0
2013-11-01 00:00:00,349927.0,5360685.0,978.0
2013-12-01 00:00:00,363066.0,5772817.0,984.0
2014-01-01 00:00:00,375816.0,5694039.0,996.0
2014-02-01 00:00:00,362205.0,5554109.0,915.0
2014-03-01 00:00:00,412676.0,6390111.0,1063.0
2014-04-01 00:00:00,391516.0,6048628.0,983.0
2014-05-01 00:00:00,404285.0,6186735.0,1066.0
2014-06-01 00:00:00,408549.0,5858290.0,1040.0
2014-07-01 00:00:00,444028.0,6819524.0,1085.0
2014-08-01 00:00:00,440682.0,6841339.0,1058.0
2014-09-01 00:00:00,426122.0,6289342.0,1044.0
2014-10-01 00:00:00,415800.0,6167536.0,1059.0
2014-11-01 00:00:00,398639.0,6169680.0,1008.0
2014-12-01 00:00:00,427597.0,6390388.0,1038.0
2015-01-01 00:00:00,417208.0,6392522.0,1039.0
2015-02-01 00:00:00,410994.0,5698525.0,957.0
2015-03-01 00:00:00,427192.0,6386621.0,1118.0
2015-04-01 00:00:00,405234.0,5910035.0,1031.0
2015-05-01 00:00:00,418244.0,6447964.0,1129.0
2015-06-01 00:00:00,425988.0,6479415.0,1103.0
2015-07-01 00:00:00,463169.0,6892158.0,1159.0
2015-08-01 00:00:00,470333.0,6841785.0,1143.0
2015-09-01 00:00:00,449823.0,6811133.0,1099.0
2015-10-01 00:00:00,436150.0,6661593.0,1125.0
2015-11-01 00:00:00,418317.0,6266005.0,1076.0
2015-12-01 00:00:00,442815.0,6791631.0,1112.0
2016-01-01 00:00:00,459104.0,7087288.0,1144.0
2016-02-01 00:00:00,439577.0,6515301.0,1082.0
2016-03-01 00:00:00,501279.0,7427909.0,1214.0
2016-04-01 00:00:00,433991.0,6685490.0,1144.0
2016-05-01 00:00:00,471127.0,7155315.0,1168.0
2016-06-01 00:00:00,480686.0,7294081.0,1176.0
2016-07-01 00:00:00,482397.0,7301355.0,1211.0
2016-08-01 00:00:00,516984.0,7762202.0,1243.0
2016-09-01 00:00:00,470336.0,7273047.0,1197.0
2016-10-01 00:00:00,486610.0,7352363.0,1219.0
2016-11-01 00:00:00,481738.0,7042260.0,1151.0
2016-12-01 00:00:00,511094.0,7622477.0,1198.0
2017-01-01 00:00:00,484866.0,7469404.0,1163.0
2017-02-01 00:00:00,449977.0,6851521.0,1075.0
2017-03-01 00:00:00,534041.0,8145312.0,1263.0
2017-04-01 00:00:00,469660.0,7274312.0,1197.0
2017-05-01 00:00:00,514673.0,7707326.0,1261.0
2017-06-01 00:00:00,501205.0,7610886.0,1237.0
2017-07-01 00:00:00,528812.0,7981789.0,1292.0
2017-08-01 00:00:00,538605.0,8313814.0,1307.0
2017-09-01 00:00:00,523592.0,7983025.0,1216.0
2017-10-01 00:00:00,538979.0,7979089.0,1265.0
2017-11-01 00:00:00,537649.0,7925161.0,1184.0
2017-12-01 00:00:00,587009.0,8614890.0,1211.0
2018-01-01 00:00:00,564153.0,8391451.0,1241.0
2018-02-01 00:00:00,539583.0,8004177.0,1152.0
2018-03-01 00:00:00,602623.0,9075041.0,1328.0
2018-04-01 00:00:00,547266.0,8270255.0,1202.0
2018-05-01 00:00:00,572444.0,8579580.0,1296.0
2018-06-01 00:00:00,589229.0,8879826.0,1268.0
2018-07-01 00:00:00,601094.0,8949965.0,1312.0
2018-08-01 00:00:00,631924.0,9249020.0,1334.0
2018-09-01 00:00:00,387.0,574976.0,1293.0
2018-10-01 00:00:00,401.0,622618.0,1303.0
2018-11-01 00:00:00,369.0,593189.0,1246.0
2018-12-01 00:00:00,387.0,608387.0,1268.0
2019-01-01 00:00:00,604365.0,8975702.0,1305.0
2019-02-01 00:00:00,547493.0,8250839.0,1218.0
2019-03-01 00:00:00,638890.0,9765690.0,1382.0
2019-04-01 00:00:00,596874.0,8786738.0,1229.0
2019-05-01 00:00:00,605619.0,9038991.0,1423.0
2019-06-01 00:00:00,598154.0,9031344.0,1354.0
2019-07-01 00:00:00,646644.0,8785727.0,1387.0
2019-08-01 00:00:00,604400.0,9142374.0,1355.0
2019-09-01 00:00:00,619871.0,8801443.0,1262.0
2019-10-01 00:00:00,541809.0,9017798.0,1288.0
2019-11-01 00:00:00,638839.0,8277576.0,1258.0
2019-12-01 00:00:00,629389.0,9104836.0,1278.0
2020-01-01 00:00:00,569108.0,9345491.0,1355.0
2020-02-01 00:00:00,605402.0,8670805.0,1308.0
2020-03-01 00:00:00,446567.0,9236157.0,1262.0
2020-04-01 00:00:00,446567.0,6312135.0,1039.0
2020-05-01 00:00:00,488583.0,6851849.0,1266.0
2020-06-01 00:00:00,539932.0,7747910.0,1340.0
2020-07-01 00:00:00,618541.0,9317491.0,1403.0
2020-08-01 00:00:00,647934.0,9624204.0,1371.0
2020-09-01 00:00:00,644362.0,9572442.0,1343.0
2020-10-01 00:00:00,610081.0,9405474.0,1373.0
2020-11-01 00:00:00,491836.0,7796977.0,1258.0
2020-12-01 00:00:00,563027.0,9030152.0,1333.0
2021-01-01 00:00:00,571889.0,8967962.0,1345.0
2021-02-01 00:00:00,549748.0,8567121.0,1271.0
2021-03-01 00:00:00,627897.0,9607694.0,1474.0
2021-04-01 00:00:00,608931.0,9440065.0,1400.0
2021-05-01 00:00:00,581345.0,8750114.0,1377.0
2021-06-01 00:00:00,636042.0,9421359.0,1343.0
2021-07-01 00:00:00,619117.0,9681367.0,1471.0
2021-08-01 00:00:00,601570.0,9297819.0,1427.0
2021-09-01 00:00:00,573364.0,8501792.0,1358.0
2021-10-01 00:00:00,632028.0,9010987.0,1435.0
2021-11-01 00:00:00,594236.0,8617722.0,1375.0
2021-12-01 00:00:00,653191.0,9504798.0,1440.0
2022-01-01 00:00:00,632197.0,9935277.0,1456.0
2022-02-01 00:00:00,576163.0,8704369.0,1313.0
2022-03-01 00:00:00,640996.0,9747032.0,1432.0
2022-04-01 00:00:00,609465.0,9496065.0,1255.0
2022-05-01 00:00:00,518547.0,8190029.0,1381.0
2022-06-01 00:00:00,577082.0,8138816.0,1338.0
2022-07-01 00:00:00,553890.0,7951263.0,1317.0
2022-08-01 00:00:00,571774.0,8519250.0,1339.0
2022-09-01 00:00:00,554430.0,7728547.0,1316.0
2022-10-01 00:00:00,544489.0,7315376.0,1309.0
2022-11-01 00:00:00,526703.0,7454271.0,1249.0
2022-12-01 00:00:00,556448.0,7784273.0,1235.0
2023-01-01 00:00:00,539885.0,7275144.0,1223.84
2023-02-01 00:00:00,486533.0,6657135.0,1163.79
2023-03-01 00:00:00,593335.0,8617013.0,1354.95
2023-04-01 00:00:00,568904.0,8214731.0,1256.5
2023-05-01 00:00:00,628541.0,8924678.0,1352.84
2023-06-01 00:00:00,640663.0,9831765.0,1291.07
2023-07-01 05:30:00,598905.0867310798,8460918.490922324,-1369561.0466264458
2023-07-31 05:30:00,611419.6276244664,9682909.436604004,-147495.0350048719
2023-08-30 05:30:00,586119.8712032075,8934329.059987165,-896208.9284974773
2023-09-29 05:30:00,668802.5495184286,10023842.007648816,193428.6452423544
2023-10-29 05:30:00,642316.4977723764,9965420.64136268,134909.68511478914
2023-11-28 05:30:00,683924.777051286,10436051.255472139,605596.2533275934
2023-12-28 05:30:00,674748.9041821854,10466687.35614064,636191.3175093774
2024-01-27 05:30:00,625500.5615279912,9335832.48404189,-494692.1881101276
2024-02-26 05:30:00,674531.5174769796,10737704.597950812,907307.4975974868
2024-03-27 05:30:00,609997.1704104417,9094255.324750572,-736289.9776454824
2024-04-26 05:30:00,646871.2489989068,10043008.140646596,212582.80369198174
2024-05-26 05:30:00,644649.4062200884,9959743.43581838,129271.45326208862
