t,total-tourist-arrivals-quarterly,total-tourist-arrivals-monthly,tourist-arrivals-monthly-monthly
2013-05-01 00:00:00,114855.0,74838.0,74838.0
2013-06-01 00:00:00,245854.0,90279.0,90279.0
2013-07-01 00:00:00,114855.0,107016.0,107016.0
2013-08-01 00:00:00,114855.0,123269.0,123269.0
2013-09-01 00:00:00,320624.0,90339.0,90339.0
2013-10-01 00:00:00,114855.0,107058.0,107058.0
2013-11-01 00:00:00,114855.0,109420.0,109420.0
2013-12-01 00:00:00,370396.0,153918.0,153918.0
2014-01-01 00:00:00,114855.0,146575.0,146575.0
2014-02-01 00:00:00,114855.0,141878.0,141878.0
2014-03-01 00:00:00,421501.0,133048.0,133048.0
2014-04-01 00:00:00,114855.0,112631.0,112631.0
2014-05-01 00:00:00,114855.0,90046.0,90046.0
2014-06-01 00:00:00,305852.0,103175.0,103175.0
2014-07-01 00:00:00,114855.0,133971.0,133971.0
2014-08-01 00:00:00,114855.0,140319.0,140319.0
2014-09-01 00:00:00,379825.0,105535.0,105535.0
2014-10-01 00:00:00,114855.0,121576.0,121576.0
2014-11-01 00:00:00,114855.0,119727.0,119727.0
2014-12-01 00:00:00,419975.0,178672.0,178672.0
2015-01-01 00:00:00,114855.0,156246.0,156246.0
2015-02-01 00:00:00,114855.0,165541.0,165541.0
2015-03-01 00:00:00,478838.0,157051.0,157051.0
2015-04-01 00:00:00,114855.0,122217.0,122217.0
2015-05-01 00:00:00,114855.0,113529.0,113529.0
2015-06-01 00:00:00,351213.0,115467.0,115467.0
2015-07-01 00:00:00,114855.0,175804.0,175804.0
2015-08-01 00:00:00,114855.0,166610.0,166610.0
2015-09-01 00:00:00,485788.0,143374.0,143374.0
2015-10-01 00:00:00,114855.0,132280.0,132280.0
2015-11-01 00:00:00,114855.0,144147.0,144147.0
2015-12-01 00:00:00,482541.0,206114.0,206114.0
2016-01-01 00:00:00,114855.0,194280.0,194280.0
2016-02-01 00:00:00,114855.0,197697.0,197697.0
2016-03-01 00:00:00,584818.0,192841.0,192841.0
2016-04-01 00:00:00,114855.0,136367.0,136367.0
2016-05-01 00:00:00,114855.0,125044.0,125044.0
2016-06-01 00:00:00,379449.0,118038.0,118038.0
2016-07-01 00:00:00,114855.0,209351.0,209351.0
2016-08-01 00:00:00,114855.0,186288.0,186288.0
2016-09-01 00:00:00,544138.0,148499.0,148499.0
2016-10-01 00:00:00,114855.0,150419.0,150419.0
2016-11-01 00:00:00,114855.0,167217.0,167217.0
2016-12-01 00:00:00,542427.0,224791.0,224791.0
2017-01-01 00:00:00,114855.0,219360.0,219360.0
2017-02-01 00:00:00,114855.0,197517.0,197517.0
2017-03-01 00:00:00,604953.0,188076.0,188076.0
2017-04-01 00:00:00,114855.0,160249.0,160249.0
2017-05-01 00:00:00,114855.0,121891.0,121891.0
2017-06-01 00:00:00,405491.0,123351.0,123351.0
2017-07-01 00:00:00,114855.0,205482.0,205482.0
2017-08-01 00:00:00,114855.0,190928.0,190928.0
2017-09-01 00:00:00,541487.0,145077.0,145077.0
2017-10-01 00:00:00,114855.0,152429.0,152429.0
2017-11-01 00:00:00,114855.0,167511.0,167511.0
2017-12-01 00:00:00,564476.0,244536.0,244536.0
2018-01-01 00:00:00,114855.0,238924.0,238924.0
2018-02-01 00:00:00,114855.0,235618.0,235618.0
2018-03-01 00:00:00,707924.0,233382.0,233382.0
2018-04-01 00:00:00,114855.0,180429.0,180429.0
2018-05-01 00:00:00,114855.0,129466.0,129466.0
2018-06-01 00:00:00,456723.0,146828.0,146828.0
2018-07-01 00:00:00,114855.0,217829.0,217829.0
2018-08-01 00:00:00,114855.0,200359.0,200359.0
2018-09-01 00:00:00,567275.0,149087.0,149087.0
2018-10-01 00:00:00,114855.0,153123.0,153123.0
2018-11-01 00:00:00,114855.0,195582.0,195582.0
2018-12-01 00:00:00,601874.0,253169.0,253169.0
2019-01-01 00:00:00,114855.0,244239.0,244239.0
2019-02-01 00:00:00,114855.0,252033.0,252033.0
2019-03-01 00:00:00,740600.0,244328.0,244328.0
2019-04-01 00:00:00,114855.0,166975.0,166975.0
2019-05-01 00:00:00,114855.0,37802.0,37802.0
2019-06-01 00:00:00,267849.0,63072.0,63072.0
2019-07-01 00:00:00,114855.0,115701.0,115701.0
2019-08-01 00:00:00,114855.0,143587.0,143587.0
2019-09-01 00:00:00,367863.0,108575.0,108575.0
2019-10-01 00:00:00,114855.0,118743.0,118743.0
2019-11-01 00:00:00,114855.0,176984.0,176984.0
2019-12-01 00:00:00,537390.0,241663.0,241663.0
2020-01-01 00:00:00,114855.0,228434.0,228434.0
2020-02-01 00:00:00,114855.0,207507.0,207507.0
2020-03-01 00:00:00,507311.0,71370.0,71370.0
2020-04-01 00:00:00,114855.0,0.0,0.0
2020-05-01 00:00:00,114855.0,0.0,0.0
2020-06-01 00:00:00,0.0,0.0,0.0
2020-07-01 00:00:00,114855.0,0.0,0.0
2020-08-01 00:00:00,114855.0,0.0,0.0
2020-09-01 00:00:00,0.0,0.0,0.0
2020-10-01 00:00:00,114855.0,0.0,0.0
2020-11-01 00:00:00,114855.0,0.0,0.0
2020-12-01 00:00:00,393.0,393.0,393.0
2021-01-01 00:00:00,114855.0,1682.0,1682.0
2021-02-01 00:00:00,114855.0,3366.0,3366.0
2021-03-01 00:00:00,9629.0,4581.0,4581.0
2021-04-01 00:00:00,114855.0,4168.0,4168.0
2021-05-01 00:00:00,114855.0,1497.0,1497.0
2021-06-01 00:00:00,7279.0,1614.0,1614.0
2021-07-01 00:00:00,114855.0,2429.0,2429.0
2021-08-01 00:00:00,114855.0,5040.0,5040.0
2021-09-01 00:00:00,21016.0,13547.0,13547.0
2021-10-01 00:00:00,114855.0,22771.0,22771.0
2021-11-01 00:00:00,114855.0,44294.0,44294.0
2021-12-01 00:00:00,156571.0,89506.0,89506.0
2022-01-01 00:00:00,114855.0,82327.0,82327.0
2022-02-01 00:00:00,114855.0,96507.0,96507.0
2022-03-01 00:00:00,285334.0,106500.0,106500.0
2022-04-01 00:00:00,114855.0,62980.0,62980.0
2022-05-01 00:00:00,114855.0,30207.0,30207.0
2022-06-01 00:00:00,126043.0,32856.0,32856.0
2022-07-01 00:00:00,114855.0,47293.0,47293.0
2022-08-01 00:00:00,114855.0,37760.0,37760.0
2022-09-01 00:00:00,114855.0,29802.0,29802.0
2022-10-01 00:00:00,114855.0,42026.0,42026.0
2022-11-01 00:00:00,114855.0,59759.0,59759.0
2022-12-01 00:00:00,114855.0,91961.0,91961.0
2023-01-01 00:00:00,114855.0,102545.0,102545.0
2023-02-01 00:00:00,114855.0,107639.0,107639.0
2023-03-01 00:00:00,114855.0,125495.0,125495.0
2023-04-01 00:00:00,114855.0,105498.0,105498.0
2023-05-01 00:00:00,114855.0,83309.0,83309.0
2023-06-01 00:00:00,114855.0,100388.0,100388.0
2023-07-01 00:00:00,114855.0,143039.0,143039.0
2023-08-01 00:00:00,114855.0,136405.0,136405.0
2023-09-01 00:00:00,114855.0,111938.0,111938.0
2023-10-01 00:00:00,114855.0,109199.0,109199.0
2023-11-01 00:00:00,114855.0,151496.0,151496.0
2023-12-01 00:00:00,114855.0,151496.0,210352.0
2023-12-31 05:30:00,147508.53345612597,168282.39356555362,214098.0088956668
2024-01-30 05:30:00,99412.42693258246,129068.77676224039,179696.08645545057
2024-02-29 05:30:00,144882.16979189927,195948.5152147672,268934.3767502251
2024-03-30 05:30:00,140971.58457777675,185819.28207745365,254173.5666911393
2024-04-29 05:30:00,43614.51817675284,74503.32683787752,130482.15323626116
2024-05-29 05:30:00,116659.47136889705,161636.09815422792,231393.56904341764
2024-06-28 05:30:00,190004.91875142447,251170.09030636377,335712.7322135866
2024-07-28 05:30:00,117616.41354213365,150671.72985627185,206904.85138183302
2024-08-27 05:30:00,76516.71734074788,86009.53510392876,119544.19706892481
2024-09-26 05:30:00,104959.40603242068,134277.98070209293,186457.91186692734
2024-10-26 05:30:00,130210.35618961655,194779.0498547293,282058.1666577903
2024-11-25 05:30:00,134540.0305150366,192766.83045791276,273865.16202903725
