t,nominal-effective-exchange-rate-index-monthly,real-effective-exchange-rate-index-monthly,grosss-official-reserves-(iip-reserve-assets)-quarterly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly
2002-06-01 00:00:00,0.0,0.0,1449.3,631918970.0,16534.0
2002-07-01 00:00:00,0.0,0.0,1449.3,631918970.0,16534.0
2002-08-01 00:00:00,0.0,0.0,1449.3,631918970.0,16534.0
2002-09-01 00:00:00,0.0,0.0,1516.0,631918970.0,16534.0
2002-10-01 00:00:00,0.0,0.0,1516.0,631918970.0,16534.0
2002-11-01 00:00:00,0.0,0.0,1516.0,631918970.0,16534.0
2002-12-01 00:00:00,0.0,0.0,1700.1,631918970.0,16534.0
2003-01-01 00:00:00,0.0,0.0,1700.1,631918970.0,16534.0
2003-02-01 00:00:00,0.0,0.0,1700.1,631918970.0,16534.0
2003-03-01 00:00:00,0.0,0.0,1724.9,631918970.0,16534.0
2003-04-01 00:00:00,0.0,0.0,1724.9,631918970.0,16534.0
2003-05-01 00:00:00,0.0,0.0,1724.9,631918970.0,16534.0
2003-06-01 00:00:00,0.0,0.0,1978.5,631918970.0,16534.0
2003-07-01 00:00:00,0.0,0.0,1978.5,631918970.0,16534.0
2003-08-01 00:00:00,0.0,0.0,1978.5,631918970.0,16534.0
2003-09-01 00:00:00,0.0,0.0,2257.8,631918970.0,16534.0
2003-10-01 00:00:00,0.0,0.0,2257.8,631918970.0,16534.0
2003-11-01 00:00:00,0.0,0.0,2257.8,631918970.0,16534.0
2003-12-01 00:00:00,0.0,0.0,2329.0,631918970.0,16534.0
2004-01-01 00:00:00,0.0,0.0,2329.0,631918970.0,16534.0
2004-02-01 00:00:00,0.0,0.0,2329.0,631918970.0,16534.0
2004-03-01 00:00:00,0.0,0.0,2261.4,631918970.0,16534.0
2004-04-01 00:00:00,0.0,0.0,2261.4,631918970.0,16534.0
2004-05-01 00:00:00,0.0,0.0,2261.4,631918970.0,16534.0
2004-06-01 00:00:00,0.0,0.0,2104.1,631918970.0,16534.0
2004-07-01 00:00:00,0.0,0.0,2104.1,631918970.0,16534.0
2004-08-01 00:00:00,0.0,0.0,2104.1,631918970.0,16534.0
2004-09-01 00:00:00,0.0,0.0,1942.9,631918970.0,16534.0
2004-10-01 00:00:00,0.0,0.0,1942.9,631918970.0,16534.0
2004-11-01 00:00:00,0.0,0.0,1942.9,631918970.0,16534.0
2004-12-01 00:00:00,0.0,0.0,2195.8,631918970.0,16534.0
2005-01-01 00:00:00,0.0,0.0,2195.8,631918970.0,16534.0
2005-02-01 00:00:00,0.0,0.0,2195.8,631918970.0,16534.0
2005-03-01 00:00:00,0.0,0.0,2210.8,631918970.0,16534.0
2005-04-01 00:00:00,0.0,0.0,2210.8,631918970.0,16534.0
2005-05-01 00:00:00,0.0,0.0,2210.8,631918970.0,16534.0
2005-06-01 00:00:00,0.0,0.0,2378.3,631918970.0,16534.0
2005-07-01 00:00:00,0.0,0.0,2378.3,631918970.0,16534.0
2005-08-01 00:00:00,0.0,0.0,2378.3,631918970.0,16534.0
2005-09-01 00:00:00,0.0,0.0,2429.3,631918970.0,16534.0
2005-10-01 00:00:00,0.0,0.0,2429.3,631918970.0,16534.0
2005-11-01 00:00:00,0.0,0.0,2429.3,631918970.0,16534.0
2005-12-01 00:00:00,0.0,0.0,2735.1,631918970.0,16534.0
2006-01-01 00:00:00,0.0,0.0,2735.1,631918970.0,16534.0
2006-02-01 00:00:00,0.0,0.0,2735.1,631918970.0,16534.0
2006-03-01 00:00:00,0.0,0.0,2793.3,631918970.0,16534.0
2006-04-01 00:00:00,0.0,0.0,2793.3,631918970.0,16534.0
2006-05-01 00:00:00,0.0,0.0,2793.3,631918970.0,16534.0
2006-06-01 00:00:00,0.0,0.0,2905.4,631918970.0,16534.0
2006-07-01 00:00:00,0.0,0.0,2905.4,631918970.0,16534.0
2006-08-01 00:00:00,0.0,0.0,2905.4,631918970.0,16534.0
2006-09-01 00:00:00,0.0,0.0,2601.6,631918970.0,16534.0
2006-10-01 00:00:00,0.0,0.0,2601.6,631918970.0,16534.0
2006-11-01 00:00:00,0.0,0.0,2601.6,631918970.0,16534.0
2006-12-01 00:00:00,0.0,0.0,2836.8,631918970.0,16534.0
2007-01-01 00:00:00,0.0,0.0,2836.8,631918970.0,16534.0
2007-02-01 00:00:00,0.0,0.0,2836.8,631918970.0,16534.0
2007-03-01 00:00:00,0.0,0.0,2991.3,631918970.0,16534.0
2007-04-01 00:00:00,0.0,0.0,2991.3,631918970.0,16534.0
2007-05-01 00:00:00,0.0,0.0,2991.3,631918970.0,16534.0
2007-06-01 00:00:00,0.0,0.0,3218.4,631918970.0,16534.0
2007-07-01 00:00:00,0.0,0.0,3218.4,631918970.0,16534.0
2007-08-01 00:00:00,0.0,0.0,3218.4,631918970.0,16534.0
2007-09-01 00:00:00,0.0,0.0,2845.0,631918970.0,16534.0
2007-10-01 00:00:00,0.0,0.0,2845.0,631918970.0,16534.0
2007-11-01 00:00:00,0.0,0.0,2845.0,631918970.0,16534.0
2007-12-01 00:00:00,0.0,0.0,3508.2,631918970.0,16534.0
2008-01-01 00:00:00,0.0,0.0,3508.2,631918970.0,16534.0
2008-02-01 00:00:00,0.0,0.0,3508.2,631918970.0,16534.0
2008-03-01 00:00:00,0.0,0.0,3645.3,631918970.0,16534.0
2008-04-01 00:00:00,0.0,0.0,3645.3,631918970.0,16534.0
2008-05-01 00:00:00,0.0,0.0,3645.3,631918970.0,16534.0
2008-06-01 00:00:00,0.0,0.0,3809.3,631918970.0,16534.0
2008-07-01 00:00:00,0.0,0.0,3809.3,631918970.0,16534.0
2008-08-01 00:00:00,0.0,0.0,3809.3,631918970.0,16534.0
2008-09-01 00:00:00,0.0,0.0,3471.9,631918970.0,16534.0
2008-10-01 00:00:00,0.0,0.0,3471.9,631918970.0,16534.0
2008-11-01 00:00:00,0.0,0.0,3471.9,631918970.0,16534.0
2008-12-01 00:00:00,0.0,0.0,2560.9,631918970.0,16534.0
2009-01-01 00:00:00,0.0,0.0,2560.9,631918970.0,16534.0
2009-02-01 00:00:00,0.0,0.0,2560.9,631918970.0,16534.0
2009-03-01 00:00:00,0.0,0.0,1373.4,631918970.0,16534.0
2009-04-01 00:00:00,0.0,0.0,1373.4,631918970.0,16534.0
2009-05-01 00:00:00,0.0,0.0,1373.4,631918970.0,16534.0
2009-06-01 00:00:00,0.0,0.0,1736.5,631918970.0,16534.0
2009-07-01 00:00:00,0.0,0.0,1736.5,631918970.0,16534.0
2009-08-01 00:00:00,0.0,0.0,1736.5,631918970.0,16534.0
2009-09-01 00:00:00,0.0,0.0,4297.0,631918970.0,16534.0
2009-10-01 00:00:00,0.0,0.0,4297.0,631918970.0,16534.0
2009-11-01 00:00:00,0.0,0.0,4297.0,631918970.0,16534.0
2009-12-01 00:00:00,0.0,0.0,5357.4,631918970.0,16534.0
2010-01-01 00:00:00,97.48,96.52,5357.4,631918970.0,16534.0
2010-02-01 00:00:00,98.81,99.84,5357.4,631918970.0,17279.0
2010-03-01 00:00:00,99.11,100.14,5294.0,631918970.0,19826.0
2010-04-01 00:00:00,98.9,98.48,5294.0,631918970.0,18462.0
2010-05-01 00:00:00,101.46,99.78,5294.0,631918970.0,18659.0
2010-06-01 00:00:00,102.67,102.19,5710.7,631918970.0,20298.0
2010-07-01 00:00:00,101.57,101.69,5710.7,631918970.0,22650.0
2010-08-01 00:00:00,101.07,100.83,5710.7,631918970.0,22059.0
2010-09-01 00:00:00,100.53,100.21,6423.6,631918970.0,24095.0
2010-10-01 00:00:00,98.54,98.62,6423.6,631918970.0,23014.0
2010-11-01 00:00:00,99.2,99.9,6423.6,631918970.0,21033.0
2010-12-01 00:00:00,100.78,101.93,7196.5,631918970.0,22915.0
2011-01-01 00:00:00,100.45,102.16,7196.5,631918970.0,21747.0
2011-02-01 00:00:00,99.62,102.65,7196.5,631918970.0,18948.0
2011-03-01 00:00:00,99.37,103.07,7288.4,631918970.0,22771.0
2011-04-01 00:00:00,98.18,100.64,7288.4,631918970.0,19626.0
2011-05-01 00:00:00,98.78,100.95,7288.4,631918970.0,20166.0
2011-06-01 00:00:00,99.02,101.66,8127.1,631918970.0,23084.0
2011-07-01 00:00:00,98.95,101.07,8127.1,631918970.0,23166.0
2011-08-01 00:00:00,98.77,100.95,8127.1,631918970.0,24808.0
2011-09-01 00:00:00,100.9,102.49,7470.5,631918970.0,24227.0
2011-10-01 00:00:00,101.96,103.51,7470.5,631918970.0,22064.0
2011-11-01 00:00:00,101.35,102.48,7470.5,631918970.0,22796.0
2011-12-01 00:00:00,100.69,102.32,6749.3,631918970.0,23886.0
2012-01-01 00:00:00,100.63,103.13,6749.3,631918970.0,23593.0
2012-02-01 00:00:00,95.77,98.53,6749.3,631918970.0,22211.0
2012-03-01 00:00:00,90.15,92.45,6208.3,631918970.0,25274.0
2012-04-01 00:00:00,88.38,92.15,6208.3,631918970.0,21774.0
2012-05-01 00:00:00,89.44,93.74,6208.3,631918970.0,24554.0
2012-06-01 00:00:00,88.93,94.58,6599.9,631918970.0,23398.0
2012-07-01 00:00:00,88.55,95.88,6599.9,631918970.0,24132.0
2012-08-01 00:00:00,88.64,96.29,6599.9,631918970.0,23265.0
2012-09-01 00:00:00,87.66,94.26,7217.5,631918970.0,23504.0
2012-10-01 00:00:00,88.72,95.07,7217.5,631918970.0,25658.0
2012-11-01 00:00:00,88.7,94.71,7217.5,631918970.0,23378.0
2012-12-01 00:00:00,89.74,96.82,7105.9,631918970.0,23820.0
2013-01-01 00:00:00,90.67,98.59,7105.9,631918970.0,25943.0
2013-02-01 00:00:00,91.09,100.03,7105.9,631918970.0,22665.0
2013-03-01 00:00:00,92.24,102.44,6806.1,631918970.0,24303.0
2013-04-01 00:00:00,92.64,98.91,6806.1,631918970.0,25729.0
2013-05-01 00:00:00,92.84,100.75,6806.1,631918970.0,26419.0
2013-06-01 00:00:00,92.26,102.59,6540.5,631918970.0,24926.0
2013-07-01 00:00:00,91.13,102.24,6540.5,631918970.0,26879.0
2013-08-01 00:00:00,90.88,100.59,6540.5,631918970.0,24213.0
2013-09-01 00:00:00,90.71,101.38,7071.0,660942320.0,24531.0
2013-10-01 00:00:00,90.31,101.19,7071.0,709459020.0,27383.0
2013-11-01 00:00:00,90.94,102.58,7071.0,735959360.0,26136.0
2013-12-01 00:00:00,90.96,102.22,7495.3,865779020.0,27850.0
2014-01-01 00:00:00,91.42,103.66,7495.3,850762400.0,27966.0
2014-02-01 00:00:00,91.28,103.59,7495.3,958083565.0,22497.0
2014-03-01 00:00:00,90.88,102.69,8059.7,1167029220.0,25786.0
2014-04-01 00:00:00,90.51,102.07,8059.7,1716020360.0,25019.0
2014-05-01 00:00:00,90.28,101.59,8059.7,1584427285.0,24920.0
2014-06-01 00:00:00,90.66,102.81,9164.0,1830238390.0,27019.0
2014-07-01 00:00:00,90.59,103.31,9164.0,3676833390.0,31169.0
2014-08-01 00:00:00,91.52,103.97,9164.0,3935267490.0,28464.0
2014-09-01 00:00:00,92.75,105.02,8821.8,4044201800.0,27538.0
2014-10-01 00:00:00,93.48,104.08,8821.8,4435438120.0,26957.0
2014-11-01 00:00:00,94.56,105.16,8821.8,4578760650.0,23194.0
2014-12-01 00:00:00,95.96,107.33,8208.4,6263574835.0,27411.0
2015-01-01 00:00:00,97.37,112.67,8208.4,5932977130.0,23528.0
2015-02-01 00:00:00,97.15,110.34,8208.4,5607227525.0,21719.0
2015-03-01 00:00:00,98.48,110.98,6819.55,6767091355.0,27249.0
2015-04-01 00:00:00,98.06,110.34,6819.55,7862127600.0,26558.0
2015-05-01 00:00:00,96.84,108.71,6819.55,6932597000.0,24802.0
2015-06-01 00:00:00,96.99,109.62,7525.49,6937447000.0,27661.0
2015-07-01 00:00:00,97.83,111.04,7525.49,7599584500.0,26986.0
2015-08-01 00:00:00,98.71,111.56,7525.49,7705311900.0,27046.0
2015-09-01 00:00:00,95.54,107.69,6783.68,7924340770.0,29656.0
2015-10-01 00:00:00,93.82,105.6,6783.68,8509831955.0,29802.0
2015-11-01 00:00:00,94.69,107.89,6783.68,8414201215.0,27389.0
2015-12-01 00:00:00,93.79,107.58,7303.64,10048612060.0,29838.0
2016-01-01 00:00:00,94.47,108.84,7303.64,9284554775.0,27500.0
2016-02-01 00:00:00,93.92,107.68,7303.64,9058749700.0,27235.0
2016-03-01 00:00:00,93.02,105.64,6221.19,11160229460.0,28998.0
2016-04-01 00:00:00,91.94,105.01,6221.19,15022525070.0,29965.0
2016-05-01 00:00:00,91.05,105.14,6221.19,13638016749.23,30033.0
2016-06-01 00:00:00,91.6,107.14,5292.27,14598213625.01,32800.0
2016-07-01 00:00:00,92.34,108.77,5292.27,15739802585.01,30388.0
2016-08-01 00:00:00,91.77,106.3,5292.27,15973770040.0,34215.0
2016-09-01 00:00:00,91.62,105.64,6455.72,15990988380.0,32173.0
2016-10-01 00:00:00,92.06,105.86,6455.72,17033851715.0,31944.0
2016-11-01 00:00:00,92.7,107.87,6455.72,16627673730.0,31029.0
2016-12-01 00:00:00,93.05,109.34,6019.1,19983619395.0,29711.0
2017-01-01 00:00:00,92.22,109.57,6019.1,18239859555.0,31178.0
2017-02-01 00:00:00,91.04,108.82,6019.1,16811008335.0,28253.0
2017-03-01 00:00:00,90.51,107.7,5117.26,21372309445.0,35577.0
2017-04-01 00:00:00,89.52,106.86,5117.26,23251775470.0,27733.0
2017-05-01 00:00:00,88.43,106.0,5117.26,20402413750.0,31767.0
2017-06-01 00:00:00,87.76,106.91,6959.01,21082534605.0,31709.0
2017-07-01 00:00:00,86.75,105.04,6959.01,22396878395.0,33247.0
2017-08-01 00:00:00,86.23,103.48,6959.01,22951088335.0,33219.0
2017-09-01 00:00:00,85.84,103.54,7279.84,22729317030.0,29058.0
2017-10-01 00:00:00,86.25,104.48,7279.84,23690255160.0,31384.0
2017-11-01 00:00:00,86.23,105.24,7279.84,23968585830.0,32565.0
2017-12-01 00:00:00,86.06,105.57,7958.65,28736837640.0,31622.0
2018-01-01 00:00:00,84.31,103.34,7958.65,25624348125.0,32301.0
2018-02-01 00:00:00,94.75,95.42,7958.65,23443478600.0,30204.0
2018-03-01 00:00:00,94.48,94.81,7319.75,28218530500.0,34531.0
2018-04-01 00:00:00,94.55,94.72,7319.75,29482409100.0,31663.0
2018-05-01 00:00:00,95.49,96.5,7319.75,26566942700.0,33871.0
2018-06-01 00:00:00,95.55,98.31,9267.02,27173317100.0,31411.0
2018-07-01 00:00:00,96.61,99.0,9267.02,28757215500.0,32434.0
2018-08-01 00:00:00,97.24,99.35,9267.02,29449910000.0,35982.0
2018-09-01 00:00:00,95.29,96.42,7164.08,29765147400.0,31970.0
2018-10-01 00:00:00,92.17,92.78,7164.08,30485229000.0,38127.0
2018-11-01 00:00:00,89.17,91.08,7164.08,29977356200.0,35446.0
2018-12-01 00:00:00,87.36,89.41,6919.22,35796658300.0,37260.0
2019-01-01 00:00:00,85.97,88.4,6919.22,33368942100.0,40047.0
2019-02-01 00:00:00,87.41,89.1,6919.22,28842402300.0,34036.0
2019-03-01 00:00:00,87.37,88.66,7629.24,34833040552.0,37969.0
2019-04-01 00:00:00,89.4,90.53,7629.24,34280709900.0,36659.0
2019-05-01 00:00:00,89.31,91.63,7629.24,32500674500.0,37802.0
2019-06-01 00:00:00,89.06,92.11,8864.98,33535043100.0,34288.0
2019-07-01 00:00:00,89.21,91.77,8864.98,35566984900.0,37788.0
2019-08-01 00:00:00,89.45,91.84,8864.98,37126755000.0,33907.0
2019-09-01 00:00:00,88.26,91.1,7635.33,35742417949.0,33910.0
