t,electricity-per-capita-electricity-consumption-monthly,electricity-power-consumption-monthly,petroleum-petrol-sales-monthly,merchandise-exports-total-quarterly,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,merchandise-imports-total-quarterly
1999-10-01 00:00:00,21.0,405.0,17433.0,1278.4,541.0,71.4,1460.8
1999-11-01 00:00:00,22.0,421.0,17592.0,1278.4,536.0,71.4,1460.8
1999-12-01 00:00:00,22.0,412.0,18678.0,1271.0,544.0,71.4,1880.7
2000-01-01 00:00:00,22.0,423.0,17781.0,1271.0,553.0,71.4,1880.7
2000-02-01 00:00:00,21.0,406.0,17476.0,1271.0,540.0,71.4,1880.7
2000-03-01 00:00:00,22.0,424.0,19133.0,1253.9,596.0,71.4,1749.7
2000-04-01 00:00:00,22.0,429.0,19458.0,1253.9,535.0,71.4,1749.7
2000-05-01 00:00:00,23.0,433.0,18987.0,1253.9,585.0,71.4,1749.7
2000-06-01 00:00:00,22.0,421.0,18753.0,1216.6,547.0,71.4,2036.6
2000-07-01 00:00:00,22.0,427.0,18478.0,1216.6,571.0,71.4,2036.6
2000-08-01 00:00:00,24.0,450.0,18749.0,1216.6,568.0,71.4,2036.6
2000-09-01 00:00:00,24.0,451.0,19008.0,1586.5,562.0,71.4,1767.5
2000-10-01 00:00:00,23.0,443.0,18485.0,1586.5,580.0,71.4,1767.5
2000-11-01 00:00:00,25.0,474.0,18236.0,1586.5,585.0,71.4,1767.5
2000-12-01 00:00:00,25.0,477.0,19828.0,1465.3,592.0,71.4,1765.9
2001-01-01 00:00:00,25.0,463.0,20411.0,1465.3,597.0,71.4,1765.9
2001-02-01 00:00:00,24.0,443.0,18511.0,1465.3,524.0,71.4,1765.9
2001-03-01 00:00:00,23.0,429.0,21676.0,1274.3,602.0,71.4,1614.6
2001-04-01 00:00:00,23.0,439.0,21032.0,1274.3,546.0,71.4,1614.6
2001-05-01 00:00:00,24.0,445.0,21486.0,1274.3,599.0,71.4,1614.6
2001-06-01 00:00:00,24.0,457.0,21317.0,1158.1,583.0,71.4,1596.5
2001-07-01 00:00:00,23.0,425.0,20866.0,1158.1,532.0,71.4,1596.5
2001-08-01 00:00:00,23.0,430.0,21374.0,1158.1,536.0,71.4,1596.5
2001-09-01 00:00:00,22.0,406.0,20099.0,1296.6,454.0,71.4,1375.7
2001-10-01 00:00:00,21.0,393.0,21367.0,1296.6,517.0,71.4,1375.7
2001-11-01 00:00:00,25.0,469.0,20557.0,1296.6,571.0,71.4,1375.7
2001-12-01 00:00:00,24.0,459.0,20810.0,1087.9,565.0,71.4,1387.6
2002-01-01 00:00:00,24.0,450.0,22873.0,1087.9,552.0,71.4,1387.6
2002-02-01 00:00:00,22.0,424.0,20834.0,1087.9,483.0,71.4,1387.6
2002-03-01 00:00:00,20.0,373.0,23988.0,1080.2,524.0,71.4,1357.8
2002-04-01 00:00:00,21.0,394.0,24675.0,1080.2,513.0,71.4,1357.8
2002-05-01 00:00:00,24.0,455.0,23567.0,1080.2,618.0,71.4,1357.8
2002-06-01 00:00:00,25.0,468.0,23064.0,931.7,601.0,71.4,1517.4
2002-07-01 00:00:00,25.0,477.0,24333.0,931.7,616.0,71.4,1517.4
2002-08-01 00:00:00,26.0,497.0,24922.0,931.7,616.0,71.4,1517.4
2002-09-01 00:00:00,26.0,494.0,23798.0,1405.7,607.0,71.4,1490.9
2002-10-01 00:00:00,26.0,485.0,24596.0,1405.7,609.0,71.4,1490.9
2002-11-01 00:00:00,26.0,494.0,24167.0,1405.7,576.0,71.4,1490.9
2002-12-01 00:00:00,26.0,493.0,25285.0,1281.4,612.0,71.4,1739.5
2003-01-01 00:00:00,26.0,492.0,26397.0,1281.4,616.0,71.4,1739.5
2003-02-01 00:00:00,26.0,507.0,23202.0,1281.4,577.0,71.4,1739.5
2003-03-01 00:00:00,26.0,495.0,21897.0,1197.5,645.0,71.4,1533.5
2003-04-01 00:00:00,27.0,511.0,27640.0,1197.5,601.0,71.4,1533.5
2003-05-01 00:00:00,26.0,498.0,27697.0,1197.5,637.0,71.4,1533.5
2003-06-01 00:00:00,28.0,528.0,38282.0,1180.3,627.0,71.4,1544.6
2003-07-01 00:00:00,26.0,506.0,44605.0,1180.3,655.0,71.4,1544.6
2003-08-01 00:00:00,27.0,527.0,34393.0,1180.3,651.0,71.4,1544.6
2003-09-01 00:00:00,28.0,534.0,34867.0,1424.1,640.0,71.4,1663.6
2003-10-01 00:00:00,28.0,531.0,36795.0,1424.1,660.0,71.4,1663.6
2003-11-01 00:00:00,28.0,535.0,34596.0,1424.1,638.0,71.4,1663.6
2003-12-01 00:00:00,28.0,542.0,32483.0,1331.5,668.0,71.4,1930.1
2004-01-01 00:00:00,29.0,561.0,33282.0,1331.5,675.0,71.4,1930.1
2004-02-01 00:00:00,28.0,542.0,29274.0,1331.5,643.0,71.4,1930.1
2004-03-01 00:00:00,27.0,531.0,43164.0,1364.4,706.0,71.4,1829.3
2004-04-01 00:00:00,28.0,536.0,33310.0,1364.4,642.0,71.4,1829.3
2004-05-01 00:00:00,28.0,538.0,33479.0,1364.4,693.0,71.4,1829.3
2004-06-01 00:00:00,29.0,554.0,33932.0,1241.5,682.0,71.4,1903.0
2004-07-01 00:00:00,29.0,565.0,35555.0,1241.5,695.0,71.4,1903.0
2004-08-01 00:00:00,29.0,572.0,33739.0,1241.5,702.0,71.4,1903.0
2004-09-01 00:00:00,30.0,576.0,40039.0,1537.0,668.0,71.4,1981.4
2004-10-01 00:00:00,29.0,560.0,32840.0,1537.0,692.0,71.4,1981.4
2004-11-01 00:00:00,30.0,574.0,32863.0,1537.0,674.0,71.4,1981.4
2004-12-01 00:00:00,30.0,578.0,35768.0,1614.4,685.0,71.4,2286.1
2005-01-01 00:00:00,29.0,561.0,33915.0,1614.4,693.0,71.4,2286.1
2005-02-01 00:00:00,30.0,582.0,32714.0,1614.4,643.0,71.4,2286.1
2005-03-01 00:00:00,29.0,576.0,39103.0,1532.7,744.0,71.4,1929.1
2005-04-01 00:00:00,30.0,587.0,38817.0,1532.7,680.0,71.4,1929.1
2005-05-01 00:00:00,31.0,610.0,38363.0,1532.7,746.0,71.4,1929.1
2005-06-01 00:00:00,30.0,596.0,55111.0,1373.7,732.0,71.4,2188.5
2005-07-01 00:00:00,31.0,602.0,36526.0,1373.7,745.0,71.4,2188.5
2005-08-01 00:00:00,32.0,631.0,38394.0,1373.7,768.0,71.4,2188.5
2005-09-01 00:00:00,32.0,633.0,37006.0,1704.9,748.0,71.4,2370.1
2005-10-01 00:00:00,32.0,620.0,37201.0,1704.9,765.0,71.4,2370.1
2005-11-01 00:00:00,32.0,630.0,34770.0,1704.9,717.0,71.4,2370.1
2005-12-01 00:00:00,31.0,616.0,39803.0,1735.4,771.0,71.4,2375.5
2006-01-01 00:00:00,32.0,629.0,38237.0,1735.4,768.0,71.4,2375.5
2006-02-01 00:00:00,32.0,632.0,36198.0,1735.4,716.0,71.4,2375.5
2006-03-01 00:00:00,32.0,638.0,41334.0,1518.9,809.0,71.4,2302.6
2006-04-01 00:00:00,32.0,645.0,41342.0,1518.9,757.0,71.4,2302.6
2006-05-01 00:00:00,34.0,668.0,41489.0,1518.9,814.0,71.4,2302.6
2006-06-01 00:00:00,34.0,669.0,38485.0,1642.9,788.0,71.4,2652.2
2006-07-01 00:00:00,33.0,645.0,42602.0,1642.9,805.0,73.1,2652.2
2006-08-01 00:00:00,34.0,676.0,39986.0,1642.9,799.0,73.1,2652.2
2006-09-01 00:00:00,34.0,666.0,37193.0,1857.5,781.0,73.1,2662.2
2006-10-01 00:00:00,33.0,659.0,39229.0,1857.5,786.0,73.1,2662.2
2006-11-01 00:00:00,32.0,644.0,38708.0,1857.5,768.0,73.1,2662.2
2006-12-01 00:00:00,33.0,654.0,40245.0,1863.3,797.0,73.1,2636.0
2007-01-01 00:00:00,33.0,660.0,43392.0,1863.3,799.0,74.8,2636.0
2007-02-01 00:00:00,33.0,661.0,38805.0,1863.3,734.0,74.8,2636.0
2007-03-01 00:00:00,33.0,655.0,46020.0,1703.9,849.0,74.8,2431.2
2007-04-01 00:00:00,33.0,665.0,42412.0,1703.9,757.0,74.8,2431.2
2007-05-01 00:00:00,35.0,695.0,44322.0,1703.9,843.0,74.8,2431.2
2007-06-01 00:00:00,35.0,700.0,43365.0,1836.2,812.0,74.8,2844.2
2007-07-01 00:00:00,35.0,693.0,43699.0,1836.2,848.0,76.5,2844.2
2007-08-01 00:00:00,36.0,716.0,43838.0,1836.2,850.0,76.5,2844.2
2007-09-01 00:00:00,35.0,710.0,41462.0,2056.2,817.0,76.5,2774.9
2007-10-01 00:00:00,36.0,721.0,43864.0,2056.2,850.0,76.5,2774.9
2007-11-01 00:00:00,35.0,702.0,42370.0,2056.2,820.0,76.5,2774.9
2007-12-01 00:00:00,35.0,699.0,43876.0,2043.6,837.0,76.5,3246.2
2008-01-01 00:00:00,35.0,711.0,43810.0,2043.6,844.0,78.2,3246.2
2008-02-01 00:00:00,35.0,712.0,40581.0,2043.6,796.0,78.2,3246.2
2008-03-01 00:00:00,35.0,700.0,44653.0,1869.2,850.0,78.2,3294.5
2008-04-01 00:00:00,36.0,728.0,46820.0,1869.2,793.0,78.2,3294.5
2008-05-01 00:00:00,35.0,713.0,47078.0,1869.2,865.0,78.2,3294.5
2008-06-01 00:00:00,35.0,712.0,39542.0,2005.0,817.0,78.2,3739.1
2008-07-01 00:00:00,34.0,693.0,42537.0,2005.0,838.0,82.6,3739.1
2008-08-01 00:00:00,34.0,692.0,41631.0,2005.0,834.0,82.6,3739.1
2008-09-01 00:00:00,35.0,712.0,42218.0,2252.9,828.0,82.6,3774.1
2008-10-01 00:00:00,35.0,704.0,43179.0,2252.9,824.0,82.6,3774.1
2008-11-01 00:00:00,35.0,700.0,40820.0,2252.9,794.0,82.6,3774.1
2008-12-01 00:00:00,33.0,675.0,46076.0,1983.5,812.0,82.6,3283.5
2009-01-01 00:00:00,33.0,677.0,46405.0,1983.5,806.0,87.2,3283.5
2009-02-01 00:00:00,33.0,673.0,40099.0,1983.5,731.0,87.2,3283.5
2009-03-01 00:00:00,32.0,661.0,45087.0,1647.4,826.0,87.2,2312.5
2009-04-01 00:00:00,33.0,671.0,47704.0,1647.4,776.0,87.2,2312.5
2009-05-01 00:00:00,35.0,712.0,45861.0,1647.4,833.0,87.2,2312.5
2009-06-01 00:00:00,35.0,712.0,46152.0,1541.3,820.0,87.2,2239.1
2009-07-01 00:00:00,34.0,694.0,46783.0,1541.3,853.0,87.2,2239.1
2009-08-01 00:00:00,35.0,726.0,45380.0,1541.3,845.0,87.2,2239.1
2009-09-01 00:00:00,36.0,727.0,45327.0,1930.8,842.0,87.2,2585.0
2009-10-01 00:00:00,35.0,709.0,50245.0,1930.8,856.0,87.2,2585.0
2009-11-01 00:00:00,36.0,745.0,42661.0,1930.8,822.0,90.6,2585.0
2009-12-01 00:00:00,35.0,722.0,46195.0,1965.0,871.0,90.6,3070.0
2010-01-01 00:00:00,35.0,725.0,48352.0,1965.0,846.0,90.6,3070.0
2010-02-01 00:00:00,36.0,736.0,45361.0,1965.0,806.0,90.6,3070.0
2010-03-01 00:00:00,36.0,735.0,54276.0,2095.5,935.0,90.6,3187.6
2010-04-01 00:00:00,37.0,765.0,51855.0,2095.5,845.0,90.6,3187.6
2010-05-01 00:00:00,38.0,780.0,50587.0,2095.5,881.0,90.6,3187.6
2010-06-01 00:00:00,37.0,769.0,51370.0,1678.7,902.0,90.6,3166.1
2010-07-01 00:00:00,37.0,764.0,52946.0,1678.7,933.0,90.6,3166.1
2010-08-01 00:00:00,39.0,808.0,50633.0,1678.7,918.0,90.6,3166.1
2010-09-01 00:00:00,39.0,804.0,51712.0,2396.0,897.0,90.6,3317.4
2010-10-01 00:00:00,38.0,780.0,52660.0,2396.0,939.0,90.6,3317.4
2010-11-01 00:00:00,39.0,809.0,51687.0,2396.0,886.0,90.6,3317.4
2010-12-01 00:00:00,38.0,792.0,55200.0,2455.7,926.0,90.6,3779.9
2011-01-01 00:00:00,37.0,778.0,53057.0,2455.7,893.0,96.7,3779.9
2011-02-01 00:00:00,38.0,783.0,48059.0,2455.7,836.0,96.7,3779.9
2011-03-01 00:00:00,38.0,789.0,56649.0,2670.7,989.0,96.7,4437.9
2011-04-01 00:00:00,39.0,804.0,56485.0,2670.7,897.0,96.7,4437.9
2011-05-01 00:00:00,40.0,842.0,58109.0,2670.7,1002.0,96.7,4437.9
2011-06-01 00:00:00,41.0,847.0,58785.0,2405.2,963.0,96.7,4842.2
2011-07-01 00:00:00,41.0,852.0,58657.0,2405.2,1001.0,96.7,4842.2
2011-08-01 00:00:00,42.0,877.0,58745.0,2405.2,1014.0,96.7,4842.2
2011-09-01 00:00:00,42.0,873.0,59809.0,2774.6,986.0,96.7,5369.5
2011-10-01 00:00:00,42.0,870.0,59605.0,2774.6,990.0,96.7,5369.5
2011-11-01 00:00:00,41.0,864.0,55677.0,2774.6,958.0,96.7,5369.5
2011-12-01 00:00:00,40.0,845.0,62362.0,2708.3,998.0,96.7,5619.2
2012-01-01 00:00:00,42.0,867.0,62383.0,2708.3,981.0,100.0,5619.2
2012-02-01 00:00:00,42.0,853.0,58022.0,2708.3,926.0,100.0,5619.2
2012-03-01 00:00:00,43.0,875.0,64876.0,2570.1,1036.0,100.0,5349.2
2012-04-01 00:00:00,42.0,855.0,61970.0,2570.1,913.0,100.0,5349.2
2012-05-01 00:00:00,43.0,881.0,64453.0,2570.1,1038.0,100.0,5349.2
2012-06-01 00:00:00,43.0,887.0,63545.0,2309.6,982.0,100.0,4434.4
2012-07-01 00:00:00,43.0,877.0,63205.0,2309.6,1000.0,100.0,4434.4
2012-08-01 00:00:00,44.0,897.0,63937.0,2309.6,983.0,100.0,4434.4
2012-09-01 00:00:00,42.0,866.0,60078.0,2424.9,982.0,100.0,4389.4
2012-10-01 00:00:00,43.0,882.0,65041.0,2424.9,1012.0,100.0,4389.4
2012-11-01 00:00:00,42.0,864.0,59765.0,2424.9,965.0,100.0,4389.4
2012-12-01 00:00:00,43.0,870.0,62394.0,2468.9,983.0,100.0,5017.1
2013-01-01 00:00:00,42.0,865.0,63258.0,2468.9,984.0,103.4,5017.1
2013-02-01 00:00:00,42.0,855.0,57205.0,2468.9,909.0,103.4,5017.1
2013-03-01 00:00:00,43.0,885.0,64555.0,2358.4,1051.0,103.4,4510.3
2013-04-01 00:00:00,45.0,916.0,67696.0,2358.4,993.0,103.4,4510.3
2013-05-01 00:00:00,44.0,905.0,71446.0,2358.4,1018.0,104.9,4510.3
2013-06-01 00:00:00,42.0,874.0,63973.0,2298.0,963.0,104.9,4583.7
2013-07-01 00:00:00,42.0,870.0,63283.0,2298.0,1005.0,108.2,4583.7
2013-08-01 00:00:00,43.0,889.0,66150.0,2298.0,1013.0,108.2,4583.7
2013-09-01 00:00:00,43.0,884.0,61174.0,2677.0,966.0,106.6,4394.3
2013-10-01 00:00:00,43.0,895.0,66164.0,2677.0,1033.0,109.9,4394.3
2013-11-01 00:00:00,44.0,898.0,64388.0,2677.0,978.0,109.9,4394.3
2013-12-01 00:00:00,43.0,885.0,64762.0,3060.9,984.0,109.9,4514.4
2014-01-01 00:00:00,43.0,884.0,66680.0,3060.9,996.0,115.3,4514.4
2014-02-01 00:00:00,41.0,861.0,59942.0,3060.9,915.0,115.3,4514.4
2014-03-01 00:00:00,43.0,898.0,68624.0,2816.4,1063.0,115.3,4748.0
2014-04-01 00:00:00,43.0,902.0,70105.0,2816.4,983.0,115.3,4748.0
2014-05-01 00:00:00,44.0,920.0,70814.0,2816.4,1066.0,115.3,4748.0
2014-06-01 00:00:00,45.0,943.0,67486.0,2633.5,1040.0,115.3,4237.0
2014-07-01 00:00:00,46.0,946.0,69904.0,2633.5,1085.0,115.3,4237.0
2014-08-01 00:00:00,46.0,960.0,68390.0,2633.5,1058.0,115.3,4237.0
2014-09-01 00:00:00,46.0,948.0,69094.0,2852.1,1044.0,115.3,5237.3
2014-10-01 00:00:00,45.0,941.0,70699.0,2852.1,1059.0,115.3,5237.3
2014-11-01 00:00:00,45.0,932.0,65608.0,2852.1,1008.0,128.8,5237.3
2014-12-01 00:00:00,45.0,929.0,66341.0,2828.1,1038.0,128.8,5194.5
2015-01-01 00:00:00,44.0,918.0,74664.0,2828.1,1039.0,128.8,5194.5
2015-02-01 00:00:00,44.0,917.0,71499.0,2828.1,957.0,151.4,5194.5
2015-03-01 00:00:00,45.0,945.0,78493.0,2895.8,1118.0,151.4,4792.1
2015-04-01 00:00:00,45.0,947.0,84234.0,2895.8,1031.0,151.4,4792.1
2015-05-01 00:00:00,47.0,982.0,82270.0,2895.8,1129.0,151.4,4792.1
2015-06-01 00:00:00,48.0,1006.0,84867.0,2548.6,1103.0,160.4,4754.6
2015-07-01 00:00:00,49.0,1026.0,83695.0,2548.6,1159.0,160.4,4754.6
2015-08-01 00:00:00,49.0,1029.0,84077.0,2548.6,1143.0,160.4,4754.6
2015-09-01 00:00:00,48.0,1012.0,84273.0,2592.4,1099.0,160.4,4640.0
2015-10-01 00:00:00,48.0,1010.0,87444.0,2592.4,1125.0,160.4,4640.0
2015-11-01 00:00:00,48.0,999.0,82509.0,2592.4,1076.0,160.4,4640.0
2015-12-01 00:00:00,47.0,995.0,90624.0,2509.7,1112.0,160.4,4747.9
2016-01-01 00:00:00,48.0,1026.0,89306.0,2509.7,1144.0,160.4,4747.9
2016-02-01 00:00:00,47.0,1005.0,88599.0,2509.7,1082.0,160.4,4747.9
2016-03-01 00:00:00,49.0,1042.0,96352.0,2739.2,1214.0,161.5,4594.5
2016-04-01 00:00:00,49.0,1049.0,99156.0,2739.2,1144.0,160.8,4594.5
2016-05-01 00:00:00,52.0,1095.0,93524.0,2739.2,1168.0,160.8,4594.5
2016-06-01 00:00:00,50.0,1060.85,95488.0,2391.1,1176.0,160.8,4726.5
2016-07-01 00:00:00,51.0,1072.0,96723.0,2391.1,1211.0,160.8,4726.5
2016-08-01 00:00:00,52.0,1112.0,98467.0,2391.1,1243.0,160.8,4726.5
2016-09-01 00:00:00,51.0,1091.0,96616.0,2655.7,1197.0,160.8,4624.7
2016-10-01 00:00:00,52.0,1098.0,97830.0,2655.7,1219.0,160.8,4624.7
2016-11-01 00:00:00,50.0,1060.0,93312.0,2655.7,1151.0,160.8,4624.7
2016-12-01 00:00:00,51.0,1075.0,102828.0,2523.7,1198.0,160.8,5454.3
2017-01-01 00:00:00,50.0,1082.0,96158.0,2523.7,1163.0,160.8,5454.3
2017-02-01 00:00:00,47.0,1015.0,91622.0,2523.7,1075.0,160.8,5454.3
2017-03-01 00:00:00,51.0,1097.0,103739.0,2774.3,1263.0,160.8,5279.4
2017-04-01 00:00:00,53.0,1127.0,108307.0,2774.3,1197.0,160.8,5279.4
2017-05-01 00:00:00,53.0,1143.0,104787.0,2774.3,1261.0,160.8,5279.4
2017-06-01 00:00:00,53.0,1133.0,104640.0,2623.2,1237.0,160.8,4871.6
2017-07-01 00:00:00,54.0,1161.0,110244.0,2623.2,1292.0,160.8,4871.6
2017-08-01 00:00:00,55.0,1189.0,104495.0,2623.2,1307.0,160.8,4871.6
2017-09-01 00:00:00,53.0,1131.0,105213.0,3026.9,1216.0,160.8,5114.7
2017-10-01 00:00:00,55.0,1175.0,104308.0,3026.9,1265.0,160.8,5114.7
2017-11-01 00:00:00,51.0,1097.0,105252.0,3026.9,1184.0,160.8,5114.7
2017-12-01 00:00:00,50.0,1081.0,110753.0,2936.0,1211.0,160.8,5716.1
2018-01-01 00:00:00,52.0,1131.0,108152.0,2936.0,1241.0,161.0,5716.1
2018-02-01 00:00:00,51.0,1105.0,101819.0,2936.0,1152.0,161.0,5716.1
2018-03-01 00:00:00,54.0,1172.0,114219.0,2988.68,1328.0,161.0,5971.01
2018-04-01 00:00:00,53.0,1141.0,113175.0,2988.68,1202.0,161.0,5971.01
2018-05-01 00:00:00,55.0,1186.0,111732.3,2988.68,1296.0,161.0,5971.01
2018-06-01 00:00:00,54.0,1163.0,110559.0,2743.18,1268.0,161.0,5470.07
2018-07-01 00:00:00,55.0,1192.0,111214.0,2743.18,1312.0,161.0,5470.07
2018-08-01 00:00:00,57.0,1226.0,114872.0,2743.18,1334.0,161.0,5470.07
2018-09-01 00:00:00,56.0,1221.0,108891.0,3165.74,1293.0,161.0,5409.99
2018-10-01 00:00:00,56.0,1216.0,113153.0,3165.74,1303.0,161.0,5409.99
2018-11-01 00:00:00,54.0,1174.0,104922.0,3165.74,1246.0,161.0,5409.99
2018-12-01 00:00:00,54.0,1173.0,116481.0,2992.03,1268.0,161.0,5381.66
2019-01-01 00:00:00,55.0,1191.0,117398.0,2992.03,1305.0,162.2,5381.66
2019-02-01 00:00:00,52.0,1132.0,106486.0,2992.03,1218.0,162.2,5381.66
2019-03-01 00:00:00,57.0,1243.0,119049.0,3156.13,1382.0,162.2,4816.9
2019-04-01 00:00:00,53.0,1147.0,116827.0,3156.13,1229.0,162.2,4816.9
2019-05-01 00:00:00,58.0,1267.0,108699.0,3156.13,1423.0,162.2,4816.9
2019-06-01 00:00:00,58.0,1265.0,113700.0,2843.08,1354.0,162.2,4779.11
2019-07-01 00:00:00,58.0,1275.0,120448.0,2843.08,1387.0,170.2,4779.11
2019-08-01 00:00:00,58.0,1268.0,119519.0,2843.08,1355.0,170.2,4779.11
2019-09-01 00:00:00,56.0,1216.0,111839.0,2984.79,1262.0,170.2,5000.06
